SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SED30038,0,0,0,3,45,56,87,44,8,8,11,4,4,5,13,291,3,0,0,0,8,0,8,0,0,0,0,0,0,0,0,24,0,0,6,4,9,7,10,0,0,0,0,0,0,0,0,36,0,0,9,4,15,44,137,49,4,8,3,14,0,4,4,289,0,0,0,0,7,5,8,0,4,0,0,0,0,0,3,32,0,0,0,0,3,0,5,7,4,0,4,0,0,0,0,24,0,0,5,4,7,5,19,9,0,0,5,3,0,0,4,67,39,134,529,325,208,139,267,98,20,8,4,9,6,0,69,1847,0,0,8,9,16,15,28,11,6,10,4,0,0,0,6,123,0,0,0,10,7,8,8,9,5,7,0,0,0,0,11,52,11,36,66,90,97,96,231,129,30,28,24,24,3,0,53,909,90,290,775,740,827,722,1353,670,106,121,99,110,46,25,290,6269
SED30039,0,0,0,12,121,117,307,229,36,43,43,28,12,0,13,954,0,0,0,9,44,14,23,10,3,6,0,5,0,0,0,108,0,0,7,5,16,13,43,21,9,0,4,0,0,0,3,120,0,0,7,22,36,109,332,114,12,26,48,32,10,5,4,762,0,0,0,11,17,30,100,70,7,3,7,18,3,0,0,272,0,0,0,0,11,20,40,19,4,0,0,5,0,0,0,100,0,0,0,5,27,23,33,22,3,6,6,8,4,0,3,149,28,110,520,454,387,241,861,363,48,41,33,47,18,8,55,3213,0,0,7,27,17,28,60,33,8,15,5,11,11,0,8,225,0,0,0,58,205,95,96,56,15,24,18,13,3,0,22,612,7,22,123,256,486,413,918,431,113,62,118,79,39,24,46,3135,52,244,838,1216,2171,2208,6377,3689,629,549,637,638,218,115,328,19893
SED30040,0,0,0,11,34,19,53,48,24,8,22,24,8,4,11,272,4,7,3,14,8,8,5,15,3,7,11,0,4,0,0,89,0,0,3,3,6,3,5,9,0,3,0,0,4,0,0,39,0,0,3,26,43,68,221,105,29,12,16,20,12,7,11,572,0,0,0,0,3,3,8,4,0,0,0,0,0,0,0,28,0,0,0,0,0,3,8,12,0,0,0,7,0,0,3,45,0,0,0,3,3,9,25,16,12,8,3,6,0,0,0,76,84,238,551,420,284,252,879,325,50,50,56,68,19,11,96,3395,0,7,20,19,25,26,67,28,7,16,4,0,17,8,6,236,0,0,3,6,4,8,10,12,0,10,5,9,0,0,3,55,24,83,157,134,116,112,236,177,49,37,32,24,25,5,35,1244,172,554,991,1034,1181,1055,2512,1248,272,242,248,288,155,46,286,10284
SED30041,0,0,5,5,40,38,139,185,42,19,23,36,7,0,22,550,0,0,4,0,7,0,4,0,0,0,0,0,0,0,0,11,0,0,4,0,3,0,4,0,0,0,3,0,0,0,0,16,0,4,0,8,21,25,184,56,16,15,15,30,7,0,6,397,0,0,4,3,7,3,32,38,0,3,0,17,11,0,0,113,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,3,5,28,16,10,4,0,0,0,0,3,72,38,185,350,235,213,117,239,94,20,23,15,27,16,0,48,1616,0,0,8,22,21,22,20,9,4,0,0,14,4,0,3,124,0,0,0,0,5,6,135,16,0,17,4,16,0,0,9,210,13,35,83,92,54,72,216,102,23,18,13,22,17,0,23,774,93,343,593,651,674,522,1597,903,183,190,197,264,120,23,174,6518
SED30042,0,0,0,19,76,81,136,103,19,11,26,24,0,6,17,526,0,3,4,0,14,11,11,0,0,0,4,3,0,0,0,40,0,0,4,18,3,5,9,11,0,0,0,0,0,0,4,51,0,0,6,13,39,67,327,143,23,30,12,23,6,8,13,705,0,0,4,6,4,7,24,27,5,0,0,0,4,0,6,81,0,0,0,0,5,5,7,8,9,6,7,15,5,0,6,74,0,0,0,0,3,8,32,22,9,5,0,0,0,4,4,102,24,159,480,386,330,205,788,267,36,41,20,19,14,8,69,2851,0,0,10,10,24,24,40,28,3,5,7,5,4,0,3,163,0,0,0,5,9,8,14,5,5,0,0,4,0,0,0,46,6,53,84,142,180,171,333,177,38,24,27,15,9,3,27,1288,70,373,750,934,1328,1195,2937,1419,242,205,205,216,93,40,268,10268
SED30043,0,0,0,7,46,40,53,36,12,14,15,16,3,0,14,253,0,0,4,0,11,0,0,5,0,0,0,0,0,0,0,21,0,0,4,3,0,3,5,8,0,3,9,5,10,0,0,48,0,0,9,10,11,25,102,20,3,0,0,8,12,0,3,203,0,0,0,4,0,0,3,8,0,6,0,3,0,0,0,31,0,0,0,0,0,0,23,35,17,32,76,116,28,0,10,330,0,0,0,0,6,0,18,9,9,7,3,8,0,0,0,61,37,158,502,291,197,104,231,66,4,12,3,10,7,0,58,1675,0,5,8,20,19,9,22,13,4,5,5,3,0,0,4,118,0,0,0,5,20,14,16,11,4,12,7,6,7,0,9,109,9,33,96,108,110,94,232,166,30,44,37,82,35,81,53,1217,75,351,760,721,827,633,1249,700,182,213,284,516,190,114,287,7094
SED30044,0,0,4,11,60,62,160,143,23,18,18,33,13,0,7,554,3,0,0,5,15,6,4,6,0,0,0,0,0,0,0,45,0,0,5,9,6,10,10,9,0,0,3,0,0,0,7,61,0,0,0,21,33,63,179,38,13,10,12,4,5,3,4,387,0,0,7,3,5,0,30,25,6,6,0,3,0,0,0,81,0,0,0,0,15,106,63,30,11,7,0,3,7,0,4,244,0,0,0,0,47,45,40,19,3,6,8,7,0,0,5,191,53,211,732,539,375,217,403,129,16,16,16,14,6,8,85,2800,0,0,17,10,7,12,38,14,5,6,0,0,3,0,8,116,0,0,0,23,47,38,39,36,7,7,0,10,3,0,18,227,10,43,184,220,402,388,752,311,85,81,56,57,12,9,80,2688,118,474,1211,1289,1961,1969,3675,1988,416,390,396,412,149,70,425,14953
SED30045,0,0,4,16,120,92,216,95,19,14,6,24,8,0,15,630,5,4,0,0,17,20,7,8,0,0,0,3,0,0,5,64,0,0,3,8,4,10,13,13,6,0,5,0,0,0,0,60,0,0,7,16,54,60,242,114,16,49,33,26,11,5,11,638,6,3,3,10,9,20,63,20,0,7,6,7,6,0,4,154,0,0,0,0,3,8,15,8,0,0,0,3,0,0,0,40,0,0,0,3,4,15,59,32,4,4,5,7,0,5,0,139,74,169,509,402,332,253,745,414,52,58,46,43,28,19,77,3220,0,0,8,26,21,30,54,23,0,3,3,7,7,4,3,189,0,0,0,15,52,20,44,25,6,0,4,0,0,0,3,170,18,32,127,174,179,206,404,234,39,55,37,38,11,18,36,1602,142,367,864,1076,1458,1457,3515,1803,285,290,277,287,132,72,285,12317
SED30046,0,0,0,19,116,90,206,169,48,40,55,33,18,0,22,806,7,8,0,6,48,7,15,5,5,0,3,0,0,0,0,103,0,0,3,7,13,11,10,3,6,0,0,0,0,0,0,58,0,0,0,21,57,77,166,46,5,13,15,6,0,0,4,413,0,3,9,9,5,11,35,18,0,6,7,0,3,0,5,107,0,0,0,0,15,24,24,26,5,7,12,7,3,0,3,122,0,0,0,0,10,7,40,29,3,5,10,0,0,0,8,117,59,197,685,576,458,260,456,138,22,11,9,12,7,0,66,2964,0,0,15,13,12,15,42,30,8,7,4,6,13,5,7,169,0,0,0,10,19,17,65,29,5,6,9,6,0,0,0,168,18,64,193,220,333,338,646,235,71,60,50,71,21,10,45,2373,122,450,1149,1420,2113,1991,3687,1930,414,366,372,400,179,63,322,14977
SED30047,0,0,0,10,98,58,381,403,92,61,83,91,34,8,19,1338,0,0,0,0,6,9,5,3,0,0,0,0,8,0,0,27,0,0,0,5,3,0,4,4,5,0,0,0,0,6,0,29,0,3,5,9,9,33,309,69,7,23,32,35,31,7,3,572,0,0,0,5,6,0,21,20,7,4,4,19,10,0,0,98,0,0,0,0,0,0,10,9,6,6,0,0,0,0,0,28,0,0,0,4,10,13,35,37,12,8,9,14,5,0,6,149,31,117,271,175,126,87,219,65,10,14,19,18,11,5,48,1213,0,0,7,5,10,16,27,21,4,6,6,0,0,0,0,103,0,0,0,6,5,9,23,23,6,5,0,11,0,0,4,82,39,75,97,101,75,77,348,140,35,40,27,81,18,17,30,1193,107,342,546,562,661,576,2186,1315,281,270,264,440,195,63,199,8008
SED30048,0,0,0,16,38,36,117,70,20,16,17,35,16,5,7,391,0,0,4,10,29,16,14,7,5,9,3,6,6,0,4,91,3,3,7,10,28,18,86,60,18,19,26,38,23,8,6,349,0,0,15,59,94,132,400,109,17,15,18,55,19,4,11,946,0,3,12,17,29,51,95,53,8,14,36,44,35,7,6,400,0,0,0,5,86,107,86,59,23,12,29,27,21,4,4,456,0,0,8,6,15,27,52,36,9,15,11,17,4,0,7,204,46,101,304,252,296,323,747,324,54,58,55,78,41,21,41,2738,0,5,19,42,56,89,159,101,41,39,47,40,45,26,12,725,0,0,0,19,48,21,52,96,20,23,42,50,27,8,5,406,25,26,100,153,231,320,625,548,149,218,310,376,210,41,32,3382,144,272,670,949,1689,2006,4784,3350,994,1202,1675,2125,1101,350,311,21621
SED30049,0,0,5,32,115,95,138,121,25,16,29,59,9,9,10,649,4,0,6,12,44,7,12,6,3,3,0,0,0,0,0,99,0,0,5,21,23,30,88,38,12,3,0,3,4,0,4,232,0,0,5,29,51,90,328,89,11,34,38,49,11,4,9,738,0,0,3,10,52,69,247,150,14,24,20,37,13,4,8,654,0,0,0,4,95,220,232,137,50,34,39,43,18,8,15,886,0,0,0,6,9,23,53,31,5,10,3,13,4,4,3,162,46,115,236,201,178,149,376,155,32,11,30,32,10,4,31,1609,0,7,12,21,27,32,58,41,4,6,15,12,5,9,4,241,0,0,6,83,160,59,64,52,10,17,21,28,16,6,12,522,16,46,163,261,344,514,561,373,79,73,101,88,43,11,38,2704,149,407,737,1084,2160,2546,6417,3901,838,871,909,1011,442,151,359,21982
SED30050,0,0,3,8,41,29,59,50,25,27,24,23,24,0,12,316,5,0,3,3,14,3,7,8,8,0,0,5,4,0,0,63,0,0,3,6,14,0,18,7,0,9,4,5,0,0,0,65,0,3,8,41,49,92,190,75,30,20,16,17,0,16,13,574,0,0,4,6,4,7,5,4,0,0,8,0,0,0,0,51,0,0,0,0,0,4,3,21,12,3,5,3,0,0,5,62,0,0,0,0,6,14,36,28,6,11,10,9,11,0,3,131,80,258,642,444,362,253,600,261,58,38,57,56,30,24,80,3241,0,3,13,33,23,32,65,46,8,12,16,26,23,8,7,306,0,0,0,5,10,5,17,18,3,4,12,7,5,0,0,89,30,72,136,146,146,144,240,244,91,104,106,128,44,16,52,1689,183,583,1070,1141,1274,1077,2240,1469,425,484,488,514,222,95,313,11584
SED30051,0,0,0,21,84,50,78,53,9,17,14,11,5,7,16,353,0,0,0,5,15,5,0,3,0,0,0,0,0,0,0,29,0,0,0,8,3,0,4,0,3,0,0,0,0,0,0,26,0,0,4,8,11,47,54,31,9,4,6,11,4,0,0,196,0,0,0,0,0,0,9,3,0,0,0,4,8,0,4,25,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,15,0,0,0,3,4,12,20,40,5,9,11,6,0,0,5,113,63,258,693,427,227,123,214,59,13,15,10,9,0,0,102,2209,0,0,15,8,12,15,28,14,10,6,5,7,5,0,0,117,0,0,0,4,0,0,4,7,0,0,0,0,0,0,3,27,18,75,139,111,103,52,86,50,15,17,19,3,8,0,26,737,134,542,1096,965,882,585,826,434,107,97,101,94,45,8,257,6173
SED30052,0,0,0,10,83,70,213,145,52,60,110,177,52,15,22,1018,0,0,6,4,30,18,14,14,4,10,4,14,0,4,9,140,0,0,0,19,22,28,78,29,11,18,34,38,27,8,4,324,3,0,5,23,35,108,250,68,17,28,22,46,5,18,9,638,0,0,5,4,12,29,41,40,10,17,31,30,11,8,4,236,0,0,0,5,54,91,110,102,44,30,56,60,33,4,10,600,0,0,0,4,13,36,138,130,50,60,51,96,51,6,13,650,32,107,304,274,300,362,770,364,106,88,105,164,141,53,64,3228,0,6,17,18,31,75,141,105,23,32,44,58,54,27,7,636,0,0,4,61,51,27,50,99,20,52,57,67,49,11,13,570,16,41,121,168,272,395,909,935,419,533,775,1237,565,71,98,6561,85,358,744,960,1708,2249,5039,4203,1459,1851,2414,3566,1718,463,509,27327
SED30053,0,3,0,32,72,74,59,58,17,21,24,28,14,8,12,419,6,4,13,10,41,13,11,16,0,6,0,0,0,0,0,122,0,0,0,12,16,17,17,6,3,4,3,3,6,0,4,99,0,0,7,30,57,144,274,71,18,30,36,33,23,6,16,744,0,4,9,5,8,8,32,7,0,3,3,0,0,0,4,76,0,0,0,0,30,54,43,37,0,9,11,8,6,0,6,193,0,0,0,5,24,25,40,42,10,9,9,10,10,9,16,206,69,205,415,301,359,277,678,373,58,70,73,88,41,16,60,3081,0,8,10,19,31,47,74,58,30,13,19,21,21,0,5,356,0,0,0,13,22,16,13,13,12,8,12,3,8,0,8,121,39,99,185,227,203,291,536,473,210,225,226,272,86,6,72,3152,174,570,984,1195,1820,2076,3619,2149,578,630,678,741,321,134,380,16034
SED30054,0,0,0,10,55,30,69,45,7,16,27,29,12,0,12,309,0,0,0,10,23,13,15,10,0,0,0,0,5,0,0,77,0,0,5,11,11,15,33,16,5,11,3,13,5,4,5,147,0,5,8,30,43,71,159,46,15,12,19,4,6,3,0,413,0,3,13,9,20,13,56,39,3,3,9,17,4,0,3,200,0,0,0,0,20,39,45,28,5,4,6,8,7,0,0,170,0,0,0,6,17,12,26,26,4,3,9,9,0,0,3,115,31,94,304,271,259,246,560,259,31,30,31,31,28,10,43,2232,0,5,17,32,31,38,109,62,9,15,19,25,25,9,6,402,0,0,3,63,144,39,54,55,20,26,18,17,11,4,12,474,18,37,118,189,241,293,489,363,122,89,167,179,60,7,45,2416,104,270,653,972,1462,1437,2897,1687,381,422,494,571,252,81,231,11909
SED30055,0,0,0,8,48,30,131,102,18,17,20,26,6,0,10,416,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,10,0,3,0,8,16,12,124,12,0,0,16,10,0,4,0,203,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,6,0,4,3,7,0,0,0,19,0,0,0,0,4,5,21,12,0,9,3,0,3,0,5,56,22,88,222,103,73,60,115,51,0,6,6,14,3,0,44,804,0,0,5,8,9,9,15,4,0,0,0,0,0,0,4,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,26,56,59,51,51,45,93,34,7,10,0,14,4,0,24,481,71,232,422,365,423,337,856,405,54,80,89,88,37,9,158,3618
SED30056,0,0,0,12,44,37,60,28,4,6,7,4,5,0,4,218,6,0,0,7,44,19,15,7,3,6,0,0,0,0,3,105,0,0,5,28,37,25,78,43,13,4,4,8,3,8,6,255,0,6,10,58,109,317,782,280,62,40,58,94,25,14,9,1871,0,3,9,21,59,72,95,47,0,10,7,3,0,0,3,338,0,0,0,0,31,54,33,17,0,6,5,5,5,0,6,172,0,0,0,10,12,11,20,14,0,0,5,3,0,0,0,83,45,150,453,421,478,417,1130,484,69,69,44,68,24,4,45,3891,0,4,25,45,37,71,139,58,20,13,8,17,11,0,6,453,0,0,0,34,28,21,23,15,9,7,3,6,0,0,4,158,26,42,118,198,286,337,723,320,67,42,59,51,35,15,29,2346,147,355,877,1287,1948,2198,4862,2272,444,391,368,436,191,71,205,16052
SED30057,0,0,0,16,150,78,170,134,27,36,35,43,6,3,27,729,0,0,4,3,11,0,11,7,0,0,4,0,0,0,0,43,0,0,5,9,7,4,4,0,0,0,0,0,0,0,0,26,0,0,5,9,30,39,156,42,9,15,3,11,7,3,12,348,0,3,0,0,6,8,17,7,0,4,0,0,0,0,0,46,0,0,0,0,0,7,40,44,15,31,107,137,39,0,6,428,0,0,0,5,10,14,55,44,19,16,16,21,4,0,7,210,61,218,618,381,265,154,452,131,20,8,10,19,3,8,85,2428,4,4,18,14,14,22,44,22,5,5,6,3,4,0,7,154,0,0,0,6,18,12,35,23,4,0,3,5,0,0,5,116,13,45,109,164,174,168,292,178,49,32,47,41,16,14,38,1380,124,448,964,966,1338,1091,2374,1295,262,210,411,511,172,60,367,10608
SED30058,0,0,0,17,86,61,135,64,6,23,6,27,10,8,11,455,5,5,9,10,39,10,8,5,0,0,0,0,0,0,6,88,0,0,6,12,44,36,75,19,8,3,5,9,0,0,3,219,0,0,3,41,67,169,346,104,16,23,21,15,10,4,13,835,0,0,15,19,93,121,169,80,4,14,4,8,0,0,7,535,0,0,0,0,47,103,47,33,3,9,12,3,3,0,0,269,0,0,0,4,16,13,47,23,3,8,14,3,4,0,5,144,35,132,428,336,360,277,495,238,28,42,22,29,9,10,49,2510,0,4,13,26,34,34,64,52,6,5,6,16,5,3,9,282,0,0,0,285,624,265,212,147,37,30,16,29,16,3,41,1702,27,48,138,230,339,329,609,332,69,81,61,81,26,9,42,2430,173,389,853,1427,2841,2525,4008,2287,365,420,339,429,167,67,336,16620
SED30059,0,0,4,24,72,41,97,45,9,6,6,14,17,4,7,353,0,5,3,14,57,24,8,6,0,0,0,0,0,0,3,124,0,0,3,13,10,24,18,5,8,0,3,0,0,0,0,84,0,0,15,42,57,192,532,175,39,36,37,30,12,3,16,1188,0,0,0,7,4,8,27,8,0,0,3,3,0,0,0,69,0,0,0,0,22,24,16,25,6,8,8,10,7,0,0,124,0,0,0,3,16,19,51,37,4,6,3,8,4,0,7,169,64,228,546,466,401,426,1015,500,74,55,65,63,30,14,73,4014,0,3,12,21,41,32,86,71,7,10,13,12,17,0,4,339,0,0,0,9,17,7,18,21,9,0,5,11,4,0,3,95,26,96,179,250,257,287,530,275,61,46,45,58,21,0,44,2176,154,570,1088,1381,2076,2310,4348,1979,388,354,340,394,181,55,351,15969
SED30060,0,0,0,31,135,147,198,171,25,28,23,14,5,0,7,783,0,0,0,0,11,3,6,0,0,0,0,0,0,0,0,22,0,0,5,3,6,6,0,0,0,0,0,0,0,0,0,28,0,4,4,17,11,15,67,6,0,6,0,9,3,0,0,149,0,0,4,7,12,5,34,18,0,0,8,0,0,0,0,95,0,0,0,0,0,5,6,16,4,0,0,0,0,0,4,33,0,0,0,5,48,62,102,47,12,7,7,4,0,4,12,311,24,150,352,210,181,138,277,91,16,7,20,6,3,8,39,1535,0,0,10,16,20,24,31,25,8,4,0,3,0,0,4,140,0,0,0,9,15,11,35,12,4,5,11,7,0,0,0,109,11,48,133,238,300,290,503,301,48,43,28,49,15,7,78,2091,74,391,727,849,1194,1219,2093,1098,194,143,169,168,60,37,253,8672
SED30061,0,0,6,7,73,56,223,140,23,16,27,29,27,7,16,649,3,0,0,0,9,4,10,0,0,0,0,0,0,0,0,30,0,0,8,12,3,5,4,8,6,0,0,3,0,0,0,44,0,0,4,10,17,52,156,40,4,7,18,14,24,0,4,357,0,0,4,4,20,18,59,37,18,0,13,15,10,0,3,205,0,0,0,0,0,7,3,0,4,0,0,0,3,0,0,18,0,0,0,0,9,17,54,24,3,5,13,8,0,0,5,128,45,102,281,162,153,111,246,136,19,12,23,12,6,8,63,1379,0,0,12,11,15,13,47,30,4,11,10,17,9,8,3,189,0,0,0,9,21,25,30,25,7,7,6,0,6,5,0,135,16,36,92,111,124,129,380,297,62,110,151,201,79,8,60,1869,97,261,578,541,782,735,2330,1314,260,305,420,515,293,75,285,8802
SED30062,0,0,5,15,103,92,320,348,50,58,41,53,9,5,13,1111,0,4,0,4,19,11,11,6,3,3,0,0,0,0,0,70,0,0,3,3,9,7,24,3,0,0,0,0,0,0,0,66,0,0,6,23,23,89,354,163,33,55,48,23,15,9,11,849,0,6,4,15,23,25,51,33,5,3,4,9,0,0,0,168,0,0,0,0,4,6,14,12,6,3,6,4,0,0,0,66,0,0,0,0,5,10,76,49,4,16,8,4,5,0,0,185,54,181,523,381,329,235,925,343,51,43,43,40,8,3,91,3236,0,0,7,9,16,25,72,47,4,6,9,4,0,0,6,217,0,0,0,6,9,17,21,11,7,10,0,0,0,0,6,90,9,26,124,157,197,266,761,432,118,91,75,75,28,10,44,2406,102,352,853,990,1428,1753,5486,3461,636,645,564,603,210,80,383,17561
SED30063,0,0,0,8,56,43,123,193,50,88,77,145,41,20,33,885,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,3,9,0,0,3,0,0,0,0,0,0,0,0,16,0,6,8,10,12,14,74,11,3,0,11,23,3,0,7,180,0,0,3,0,0,4,8,5,0,0,0,0,0,0,0,25,0,0,0,0,5,0,4,7,3,0,18,25,9,0,0,72,0,0,0,0,5,8,20,11,5,6,5,0,0,0,0,60,56,219,591,287,192,86,124,52,3,3,4,6,0,0,91,1718,0,0,16,16,17,22,18,9,0,0,3,3,0,0,7,122,0,0,0,0,30,7,21,15,4,3,3,0,0,0,6,86,9,36,104,98,80,46,73,42,29,17,14,12,42,34,33,671,99,434,899,736,793,445,754,447,129,148,163,261,134,71,276,5790
SED30064,0,0,3,7,45,32,42,72,14,9,9,10,4,0,9,253,0,6,0,4,12,0,10,11,0,0,0,0,0,0,0,42,0,0,4,3,0,3,8,9,0,0,0,0,6,0,0,44,0,0,14,20,29,71,181,71,6,10,19,21,6,0,11,450,0,0,6,0,0,5,7,4,0,5,0,0,0,0,0,36,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,15,0,0,0,3,10,5,34,27,3,7,0,3,5,0,7,114,76,240,634,356,271,239,647,239,51,21,27,22,17,0,119,2955,0,5,19,28,40,33,57,23,5,0,3,11,7,0,0,234,4,0,0,4,0,0,4,6,0,8,3,4,5,0,3,35,16,60,121,155,138,104,214,116,22,32,25,24,23,0,32,1088,139,487,1019,981,1090,926,1853,942,162,167,114,141,79,20,322,8434
SED30065,0,0,4,10,34,35,48,26,7,11,4,9,7,0,3,200,0,3,3,11,18,0,9,8,0,0,0,3,0,8,5,68,0,0,4,10,7,6,5,8,0,0,0,0,0,5,5,48,0,0,3,37,57,91,254,138,22,14,29,53,3,9,18,728,0,0,4,7,11,5,5,0,6,0,0,0,0,0,0,37,0,0,0,0,0,4,3,8,8,4,0,5,0,0,3,27,0,0,0,3,9,13,54,27,0,0,0,7,5,0,3,127,64,240,677,499,429,351,1197,435,78,98,52,68,27,17,71,4318,0,5,23,37,28,48,97,67,18,15,10,25,15,6,3,384,0,0,0,3,8,0,8,0,4,0,0,0,3,0,0,32,21,89,138,187,146,158,340,239,51,49,58,54,20,7,36,1575,136,547,1138,1280,1367,1219,2985,1531,267,264,254,321,116,60,232,11717
SED30066,0,5,3,5,42,29,45,28,9,19,16,12,7,8,11,237,0,0,6,6,18,8,10,0,0,0,3,0,9,0,0,61,0,7,5,9,13,3,6,6,4,0,3,0,5,5,6,64,0,10,17,44,86,107,176,85,25,15,11,17,9,0,6,610,0,0,7,11,15,4,5,3,0,3,0,0,4,0,0,48,0,0,0,0,0,0,10,10,0,3,0,3,0,0,3,27,0,0,0,5,10,9,29,15,4,3,11,11,11,0,0,111,98,304,772,565,540,441,1027,336,66,52,52,58,36,17,135,4490,3,6,24,35,42,49,86,45,17,7,13,21,23,7,12,398,0,0,0,3,3,0,12,11,0,12,3,3,3,0,0,61,41,85,135,196,172,166,338,235,60,79,87,115,72,18,41,1864,243,683,1296,1402,1636,1335,2488,1213,270,260,273,313,234,92,356,12088
SED30067,0,0,6,24,142,143,227,167,19,45,29,59,10,4,22,882,9,7,4,7,35,5,14,8,0,0,0,3,0,0,0,96,0,0,7,17,10,11,29,19,0,7,6,0,5,0,4,106,0,0,4,13,28,64,129,43,13,9,6,11,15,0,0,340,0,0,13,8,24,27,66,46,3,4,3,3,0,0,3,207,0,0,0,0,10,17,20,23,3,4,7,4,7,3,0,88,0,0,0,5,22,25,75,46,17,9,12,5,7,0,9,230,30,92,264,208,204,203,464,239,30,31,30,28,11,9,24,1870,0,0,8,8,23,30,59,38,13,7,4,6,11,0,0,207,0,0,0,30,39,21,27,36,4,4,3,10,5,0,0,188,17,23,90,175,212,287,587,410,91,124,112,114,34,12,32,2313,101,296,577,882,1453,1602,3714,2420,475,615,692,814,255,64,238,14193
