SAL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SAL12989,109,0,0,0,0,109,67,0,0,0,0,69,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,39,6,0,0,0,0,6,22,0,0,0,0,22,234,0,0,0,0,236
SAL12990,290,12,12,0,0,312,339,11,11,0,0,360,65,7,14,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,91,7,21,0,0,117,6,0,0,0,0,8,31,0,8,0,0,36,757,30,47,0,0,833
SAL12991,353,14,9,0,0,372,567,19,17,0,0,598,68,4,30,0,0,104,6,3,3,0,0,17,0,0,0,0,0,0,25,5,4,0,0,30,0,0,0,0,0,0,3,0,0,0,0,3,97,19,46,0,0,162,8,0,0,0,0,6,12,0,0,0,0,20,1036,48,74,0,0,1156
SAL12992,95,8,14,4,0,131,80,7,3,0,0,92,17,21,39,0,0,77,0,0,3,0,0,3,0,0,3,0,0,3,9,0,10,0,0,19,0,0,13,0,0,11,0,0,0,0,0,0,28,21,65,3,0,111,0,0,0,0,0,0,6,0,6,4,0,13,209,38,87,13,3,346
SAL12993,338,3,11,0,0,350,229,3,5,0,0,238,86,3,7,0,0,94,6,0,0,0,0,6,4,0,0,0,0,3,24,0,3,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,132,3,10,0,0,148,46,0,0,0,0,49,85,0,4,0,0,86,828,15,29,0,0,875
SAL12994,296,305,249,0,0,855,268,443,303,0,0,1020,52,146,932,0,0,1129,0,0,43,0,0,48,0,0,10,0,0,10,20,48,191,0,0,262,0,0,17,0,0,17,0,0,10,0,0,10,74,189,1199,0,4,1470,7,10,28,0,0,46,27,37,122,0,5,193,672,984,1908,0,3,3576
SAL12995,25,0,0,4,0,34,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,14,0,0,9,0,24,0,0,0,0,0,0,25,0,0,9,5,35,8,0,0,0,0,10,10,0,0,0,0,10,91,0,0,14,4,106
SAL12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12997,116,0,0,0,0,116,163,0,0,0,0,163,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,15,321,0,0,0,0,321
SAL12998,486,10,15,0,0,517,501,13,13,0,0,519,86,5,46,0,0,139,5,20,0,0,0,22,0,5,0,0,0,9,48,6,11,0,0,63,9,0,0,0,0,9,0,0,0,0,0,0,140,32,59,0,0,231,13,0,3,0,0,13,30,3,3,0,0,34,1172,58,89,5,3,1317
SAL12999,47,0,0,0,0,47,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,9,0,0,0,0,9,84,0,0,0,0,84
SAL13000,666,37,6,0,0,709,574,22,10,0,0,602,101,16,3,0,0,125,0,0,0,0,0,0,0,0,9,0,0,9,22,4,3,0,0,32,3,0,0,0,0,3,0,0,5,0,0,5,129,22,18,0,0,174,11,0,5,0,0,18,21,0,6,0,0,21,1399,81,45,0,0,1523
SAL13001,248,27,49,0,0,325,365,47,67,0,0,480,183,94,214,0,3,497,9,49,52,0,0,113,7,44,50,0,0,101,41,8,29,0,0,83,0,0,6,0,0,8,0,0,3,0,0,4,245,198,344,0,6,796,4,4,7,0,0,13,33,26,37,0,0,98,903,294,513,0,8,1718
SAL13002,276,51,11,78,0,423,86,8,0,3,0,99,75,46,32,7,0,166,0,0,0,0,0,3,0,0,0,0,0,3,14,10,0,5,0,29,8,0,0,12,3,22,0,0,0,0,0,3,96,59,34,28,4,227,5,0,0,3,0,8,26,11,0,52,0,90,490,131,49,159,9,848
SAL13003,590,11,83,0,0,688,2626,68,234,0,7,2936,824,57,374,0,0,1256,0,0,0,0,0,5,0,0,0,0,0,0,77,9,29,0,0,106,36,0,0,0,0,36,3,0,0,0,0,4,939,62,406,0,0,1410,17,3,8,0,0,27,103,15,39,0,0,160,4275,164,772,0,8,5220
SAL13004,335,15,0,0,0,350,383,22,0,0,0,410,228,56,27,0,0,311,9,12,0,0,0,19,3,3,7,0,0,12,113,12,21,0,0,145,11,0,0,0,0,10,0,0,0,0,0,0,361,82,61,0,0,500,8,0,0,0,0,9,55,15,13,0,0,78,1144,125,74,0,0,1346
SAL13005,112,0,0,5,0,121,103,0,0,0,0,106,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,69,0,0,0,0,72,11,0,0,0,0,11,18,0,0,0,0,17,308,3,0,6,0,319
SAL13006,107,0,0,44,0,154,60,0,0,0,0,59,25,0,0,0,0,26,5,0,0,0,0,5,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,6,0,4,0,0,0,0,0,0,40,0,0,10,0,53,0,0,0,0,0,4,15,0,0,4,0,21,230,0,0,62,0,292
SAL13007,318,24,17,0,0,355,403,23,27,0,0,451,103,15,55,0,3,170,0,0,0,0,0,0,0,0,0,0,0,0,27,7,12,0,0,49,0,0,0,0,0,4,3,0,0,0,0,3,130,20,67,0,5,228,11,0,3,0,0,15,23,3,6,0,0,41,892,79,116,0,5,1091
SAL13008,166,3,4,0,5,178,55,0,3,0,0,61,18,3,3,0,0,24,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,28,8,3,0,0,39,8,0,0,0,0,9,16,0,4,0,0,20,273,8,16,0,7,301
SAL13009,673,30,26,0,3,731,783,14,38,0,6,832,150,8,36,5,0,203,0,0,0,0,0,0,0,0,0,0,0,0,100,6,27,3,0,138,13,4,0,4,0,19,0,0,0,0,0,0,268,18,60,9,5,363,13,0,0,0,0,9,54,4,10,0,0,72,1786,66,139,14,7,2013
SAL13010,791,32,13,4,0,837,702,21,7,0,0,731,322,80,20,0,0,425,22,14,0,0,0,38,22,14,4,0,0,43,94,7,6,0,0,107,20,0,0,0,0,20,0,0,0,0,0,0,482,119,36,0,0,637,7,4,0,0,0,13,74,13,10,0,0,96,2063,186,63,0,0,2312
SAL13011,360,110,314,0,0,790,317,243,624,0,0,1181,217,259,1296,3,4,1783,107,121,153,0,0,383,14,27,63,0,0,106,58,30,136,5,0,227,9,0,12,0,0,26,0,0,7,0,0,13,410,444,1671,6,0,2527,27,10,91,0,3,131,59,54,227,3,0,346,1173,850,2939,11,8,4976
SAL13012,624,92,14,0,5,732,729,111,5,0,6,847,301,162,6,0,0,470,58,15,0,0,0,68,4,4,0,0,0,8,50,16,0,0,0,69,20,6,0,0,0,23,0,0,0,0,0,3,437,201,7,0,0,644,88,15,10,0,5,118,73,15,8,0,5,101,1941,442,37,0,11,2436
SAL13013,1035,36,7,0,0,1081,1015,117,46,0,0,1180,212,78,352,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,54,4,11,0,0,70,5,0,0,0,0,7,0,0,0,0,0,0,271,81,367,0,0,719,22,6,0,0,0,27,48,9,31,0,0,88,2396,247,449,0,0,3091
SAL13014,137,0,0,0,0,135,410,0,0,0,0,408,258,17,8,0,4,284,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,281,17,8,0,4,305,3,0,0,0,0,3,30,3,0,0,0,29,852,25,8,0,4,891
SAL13015,1216,127,80,0,0,1432,1096,154,377,0,0,1628,352,165,819,0,0,1332,35,53,65,0,0,163,22,27,37,0,0,83,119,28,99,0,4,249,11,14,8,0,0,34,3,4,5,0,0,7,540,291,1028,0,0,1867,31,8,28,0,0,67,95,25,98,0,0,217,2987,606,1612,0,5,5213
SAL13016,61,0,0,0,0,61,54,0,0,0,0,54,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,21,3,0,0,0,0,3,11,0,0,0,0,6,140,0,6,0,0,151
SAL13017,281,0,0,3,0,287,281,7,6,0,0,292,401,18,7,3,0,427,209,0,0,0,0,209,7,0,0,0,0,7,65,0,0,0,0,64,7,0,0,0,0,7,6,0,0,0,0,6,690,18,7,4,0,725,11,0,0,0,0,11,159,0,0,0,0,166,1428,28,12,12,0,1475
SAL13018,17,0,0,0,0,18,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,15,16,0,0,0,0,15,26,0,0,0,0,27,82,0,0,0,3,91
SAL13019,257,24,87,7,0,371,163,48,210,3,0,425,92,29,453,19,0,598,0,5,15,0,0,18,5,0,17,0,0,23,25,4,41,3,0,70,5,30,56,0,0,92,0,0,6,0,0,6,126,67,585,27,0,799,9,3,10,0,0,21,19,7,36,7,0,69,570,144,930,34,7,1687
SAL13020,116,115,580,0,7,815,78,111,569,0,0,753,53,99,2100,4,13,2267,0,7,6,0,0,14,0,4,15,0,0,20,9,35,230,0,4,272,5,3,38,0,3,47,0,0,9,0,0,12,61,144,2409,6,16,2638,3,11,81,0,3,103,6,18,196,0,0,228,272,405,3831,7,27,4535
SAL13021,500,90,0,0,11,607,648,42,4,0,0,693,361,325,27,0,0,716,17,34,25,0,0,70,0,43,19,0,0,67,85,39,0,0,0,124,10,19,0,0,5,27,6,5,0,0,0,15,481,462,71,0,4,1022,53,61,0,0,18,134,88,114,7,0,9,213,1768,778,78,0,42,2664
SAL13022,30,0,0,0,0,30,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,7,3,0,0,0,0,3,75,0,0,0,0,84
SAL13023,535,65,228,7,0,833,392,22,5,0,0,415,56,7,9,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,78,11,14,4,0,105,65,0,89,0,0,158,28,0,22,0,0,52,1101,99,349,8,0,1555
SAL13024,109,0,0,0,0,113,87,0,0,0,0,83,19,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4,0,0,48,3,0,0,0,0,3,18,0,0,0,0,24,259,0,5,5,4,269
SAL13025,290,24,4,0,0,320,294,9,0,0,0,303,30,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,3,4,0,0,43,0,0,0,0,0,3,13,0,0,0,0,17,638,38,12,0,0,682
SAL13026,391,99,88,0,0,577,251,78,73,0,0,402,95,55,213,10,0,374,0,0,16,0,0,16,0,0,11,0,0,13,25,20,29,10,0,79,3,0,0,0,0,11,0,0,0,0,0,0,130,83,270,14,0,498,7,4,3,3,0,16,17,3,16,0,0,37,793,254,451,19,0,1521
SAL13027,67,16,113,0,0,193,32,11,80,0,0,130,44,38,421,0,3,505,0,14,74,0,0,86,0,0,0,0,0,0,10,4,46,0,0,56,7,0,0,0,0,10,0,0,0,0,0,0,68,53,542,0,3,661,0,0,8,0,0,7,5,0,34,0,0,46,177,80,778,0,4,1037
SAL13028,16,0,0,0,0,16,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,11,49,0,0,0,0,54
SAL13029,9,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,25,0,0,0,0,29
SAL13030,14,0,0,0,0,14,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
SAL13031,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SAL13032,850,55,128,0,0,1037,548,35,63,0,0,644,123,34,191,4,0,350,0,0,0,0,0,0,0,0,4,0,0,4,38,6,15,5,0,70,4,0,0,0,0,4,0,0,0,0,0,0,168,41,209,6,0,427,16,6,8,0,0,32,37,4,15,0,0,55,1619,139,424,6,0,2196
SAL13033,802,177,155,0,0,1137,874,329,336,0,0,1532,294,206,535,0,0,1031,40,61,60,0,0,164,4,32,35,0,0,70,69,29,27,0,0,125,8,0,6,0,0,12,0,0,5,0,0,6,421,323,657,0,4,1408,29,11,211,0,0,248,64,34,53,0,0,155,2182,871,1413,0,3,4475
SAL13034,129,4,4,0,0,141,113,4,0,0,0,113,26,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,25,3,0,0,0,0,3,6,0,5,0,0,5,277,10,12,0,0,294
SAL13035,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,32,0,0,0,0,32
SAL13036,213,68,218,0,4,511,262,26,208,0,17,507,151,22,432,0,9,617,0,0,0,0,0,0,4,0,4,0,0,7,22,3,42,0,0,65,8,6,3,0,0,18,0,0,0,0,0,3,187,35,492,0,6,718,8,7,34,0,0,43,14,3,54,0,0,72,682,138,1000,0,30,1848
SAL13037,24,0,0,0,0,24,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,5,0,0,0,0,5,49,0,0,0,0,49
SAL13038,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,18,0,0,0,0,18
SAL13039,1012,49,28,0,0,1097,808,30,8,0,0,846,564,210,86,0,0,865,305,76,10,0,0,389,167,85,29,0,3,287,156,18,13,0,0,188,30,9,6,0,4,45,13,8,3,0,0,22,1239,404,143,0,8,1798,29,22,12,0,5,65,307,78,27,22,3,436,3398,590,217,24,12,4244
SAL13040,158,0,0,0,0,158,161,0,0,0,0,171,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,9,17,0,0,0,0,0,0,30,0,0,0,14,43,6,0,0,0,4,8,17,0,0,0,0,12,369,0,3,0,15,389
SAL13041,12,0,0,0,0,12,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SAL13042,86,0,0,6,0,89,110,0,0,0,0,113,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,27,3,0,0,0,0,3,3,0,0,0,0,4,226,0,0,8,3,237
SAL13043,29,0,0,0,0,29,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,62,0,0,0,0,62
SAL13044,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL13045,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,10
SAL13046,12,12,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,0,3,0,0,0,3,7,3,0,0,0,5,22,26,0,0,0,49
SAL13047,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL13048,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SAL13049,32,0,0,0,0,31,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,52,0,0,0,0,53
SAL13050,50,0,0,0,0,50,39,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,102,0,0,0,0,101
SAL13051,21,0,0,0,0,21,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,36
SAL13052,37,0,0,0,0,38,27,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,13,82,0,0,0,0,88
SAL13053,121,0,0,0,0,121,95,0,0,0,0,95,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,15,0,0,0,0,15,252,0,0,0,0,256
SAL13054,106,0,0,3,3,112,44,0,0,0,0,40,9,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,30,6,0,0,0,36,11,0,0,0,0,11,30,0,0,8,0,35,216,6,0,15,3,232
SAL13055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL13058,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,9,40,0,4,0,0,47
SAL13059,65,0,0,0,0,67,28,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,23,0,0,5,0,27,122,3,0,10,0,130
SAL13060,294,9,0,12,0,311,185,0,0,0,3,194,37,0,0,0,0,39,27,13,0,0,0,36,10,8,0,0,0,16,72,12,0,0,3,94,40,16,0,0,3,62,9,0,0,0,0,6,195,46,6,3,4,259,16,0,0,0,0,26,48,7,0,0,3,52,740,60,6,15,12,827
SAL13061,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL13062,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13
SAL13063,88,0,0,0,0,88,113,0,0,0,0,113,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,15,0,0,0,0,15,231,0,0,0,0,231
SAL13064,945,108,3,3,0,1054,721,84,15,0,0,820,275,142,24,8,4,451,3,13,0,0,0,14,3,5,0,0,0,13,93,29,4,0,0,128,6,3,0,0,0,11,0,0,0,0,0,0,389,188,34,6,4,623,27,5,0,0,0,28,88,18,5,0,3,110,2170,397,56,11,5,2637
SAL13065,187,0,0,12,0,199,332,3,0,0,0,333,41,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,27,0,0,0,5,0,8,0,0,0,0,0,0,67,0,0,8,0,80,9,0,0,0,0,13,57,0,0,6,0,64,653,7,0,21,0,685
SAL13066,56,0,0,0,0,56,54,0,0,0,0,52,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,3,132,0,0,0,0,132
SAL13067,24,6,0,0,0,24,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,6,6,0,0,0,12,0,0,0,0,0,4,43,15,0,0,0,62
SAL13068,18,0,0,0,0,21,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,41
SAL13069,428,5,0,0,0,433,949,33,7,0,0,991,341,36,8,0,0,387,22,0,0,0,0,23,6,4,0,0,0,7,95,3,9,0,0,107,9,0,0,0,0,11,0,0,0,0,0,0,471,49,10,0,0,531,15,0,4,0,0,16,134,5,0,0,0,136,1999,90,18,0,0,2109
SAL13070,67,0,0,0,0,67,34,0,0,0,0,34,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,9,11,0,0,0,0,14,134,0,0,0,0,137
SAL13071,317,0,5,0,0,319,169,0,0,0,0,170,56,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,86,0,8,0,0,92,13,0,0,0,0,13,27,0,0,0,0,30,609,0,12,0,5,619
SAL13072,23,0,0,0,0,23,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,9,0,0,0,0,9,67,0,0,0,0,67
