SAL_CODE_2021,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL10853,0,0,0,0,4
SAL10854,12,4,0,0,48
SAL10855,136,77,20,6,1174
SAL10856,108,53,12,0,529
SAL10857,0,0,0,0,15
SAL10858,73,60,24,4,556
SAL10859,5,6,0,0,24
SAL10860,0,10,3,0,23
SAL10861,409,374,157,62,2045
SAL10862,39,40,6,5,236
SAL10863,39,30,3,0,119
SAL10864,526,276,63,12,2904
SAL10865,55,49,9,5,371
SAL10866,10,9,0,0,71
SAL10867,3,0,0,0,21
SAL10868,0,7,0,0,8
SAL10869,37,41,31,3,175
SAL10870,10,14,4,0,76
SAL10871,0,0,0,0,0
SAL10872,163,119,61,13,1461
SAL10873,6,0,0,0,17
SAL10874,14,5,0,0,33
SAL10875,34,15,8,0,135
SAL10876,73,56,23,4,244
SAL10877,1045,872,495,205,7709
SAL10878,0,0,0,0,0
SAL10879,203,291,267,61,1274
SAL10880,6,3,6,0,40
SAL10881,9,0,0,0,20
SAL10882,4,6,3,0,34
SAL10883,0,0,0,0,173
SAL10884,1032,688,414,157,7188
SAL10885,15,10,5,0,34
SAL10886,28,18,3,0,96
SAL10887,5,0,0,0,9
SAL10888,183,135,51,11,1113
SAL10889,9,7,9,0,42
SAL10890,20,13,0,0,61
SAL10891,1855,1369,672,312,16063
SAL10892,147,120,77,23,907
SAL10893,16,15,9,0,89
SAL10894,4,6,6,0,64
SAL10895,312,198,99,40,1366
SAL10896,5,11,0,0,20
SAL10897,2148,1505,665,350,11345
SAL10898,764,437,198,148,5320
SAL10899,4,0,0,0,8
SAL10900,311,191,64,18,1725
SAL10901,0,3,0,0,7
SAL10902,34,25,12,0,130
SAL10903,33,20,12,0,117
SAL10904,174,209,118,25,785
SAL10905,5,0,0,0,10
SAL10906,259,134,32,12,5831
SAL10907,674,510,188,41,4361
SAL10908,238,118,41,0,2214
SAL10909,229,169,83,102,1880
SAL10910,153,117,38,9,949
SAL10911,91,62,27,7,468
SAL10912,13,11,0,0,39
SAL10913,0,4,0,0,9
SAL10914,160,133,71,15,655
SAL10915,13,14,11,0,76
SAL10916,9,0,0,0,15
SAL10917,291,136,35,8,2311
SAL10918,15,18,8,8,103
SAL10919,229,135,48,4,1131
SAL10920,5,8,0,0,48
SAL10921,69,40,14,6,298
SAL10922,127,141,65,24,543
SAL10923,72,53,13,0,908
SAL10924,23,15,4,0,81
SAL10925,5,0,0,0,16
SAL10926,0,0,0,0,0
SAL10927,109,67,74,85,798
SAL10928,10,5,3,0,88
SAL10929,4,0,0,0,7
SAL10930,0,0,0,0,13
SAL10931,63,46,11,0,1027
SAL10932,6,3,0,0,25
SAL10933,97,88,29,3,491
SAL10934,267,123,79,23,1034
SAL10935,30,22,7,0,162
SAL10936,0,0,0,0,0
SAL10937,433,268,90,15,2980
SAL10938,104,74,24,3,525
SAL10939,13,10,3,0,87
SAL10940,0,0,0,0,3
SAL10941,11,5,0,0,60
SAL10942,230,209,105,28,1067
SAL10943,33,24,0,0,128
SAL10944,9,3,0,0,43
SAL10945,4,8,5,0,29
SAL10946,24,17,5,0,101
SAL10947,9,3,0,0,23
SAL10948,312,187,87,20,1878
SAL10949,3,0,5,0,10
SAL10950,125,84,38,0,415
SAL10951,3,11,9,0,34
SAL10952,3,4,3,0,31
SAL10953,234,185,94,17,2011
SAL10954,6,0,0,0,13
SAL10955,3,6,0,0,17
SAL10956,0,0,0,0,12
SAL10957,3,6,0,0,36
SAL10958,29,24,4,0,130
SAL10959,2261,1933,1094,465,13708
SAL10960,0,0,0,0,0
SAL10961,0,0,0,0,6
SAL10962,0,3,4,0,34
SAL10963,3,6,0,0,26
SAL10964,96,52,18,6,489
SAL10965,289,94,26,4,2462
SAL10966,181,123,49,20,831
SAL10967,4,3,0,0,26
SAL10968,26,8,3,0,73
SAL10969,60,42,15,6,288
SAL10970,802,518,276,116,4620
SAL10971,419,225,121,29,2466
SAL10972,24,18,4,0,203
SAL10973,12,9,8,0,52
SAL10974,0,3,0,0,3
SAL10975,17,6,3,5,80
SAL10976,28,14,4,0,142
SAL10977,0,3,0,0,37
SAL10978,27,17,6,0,88
SAL10979,90,72,20,5,369
SAL10980,0,0,0,0,0
SAL10981,0,4,0,0,8
SAL10982,0,0,0,0,0
SAL10983,10,3,0,0,34
SAL10984,21,16,11,0,154
SAL10985,157,117,41,8,879
SAL10986,0,0,0,0,0
SAL10987,451,299,125,20,3333
SAL10988,8,7,0,0,19
SAL10989,3,10,0,0,46
SAL10990,0,0,0,0,16
SAL10991,3,0,3,0,18
SAL10992,47,45,15,3,216
SAL10993,7,3,3,0,45
SAL10994,0,5,0,0,9
SAL10995,9,3,0,0,27
SAL10996,389,234,91,34,2216
SAL10997,0,0,9,0,30
SAL10998,11,9,0,0,45
SAL10999,1406,826,383,162,7814
SAL11000,650,512,301,146,3963
SAL11001,641,365,174,45,4959
SAL11002,232,128,71,34,1319
SAL11003,27,12,8,6,133
SAL11004,3,0,0,0,5
SAL11005,45,51,16,0,192
SAL11006,51,31,15,0,186
SAL11007,40,19,0,0,111
SAL11008,35,24,5,4,167
SAL11009,5,4,0,0,19
SAL11010,160,111,65,43,1173
SAL11011,19,17,10,0,83
SAL11012,32,31,8,3,158
SAL11013,311,185,98,29,1520
SAL11014,290,174,65,28,1959
SAL11015,1058,683,272,77,10085
SAL11016,7,14,7,0,54
SAL11017,3,6,4,0,35
SAL11018,63,28,9,6,255
SAL11019,334,252,105,25,2336
SAL11020,8,5,0,0,33
SAL11021,0,3,0,0,14
SAL11022,20,16,9,0,116
SAL11023,47,33,8,0,179
SAL11024,100,99,63,16,593
SAL11025,170,148,53,31,1011
SAL11026,48,53,8,0,202
SAL11027,0,0,0,0,0
SAL11028,3,7,5,0,40
SAL11029,0,0,0,0,0
SAL11030,0,0,0,0,3
SAL11031,18,6,3,0,66
SAL11032,39,46,16,3,184
SAL11033,14,0,0,4,42
SAL11034,0,0,0,0,7
SAL11035,0,3,0,0,3
SAL11036,635,407,257,106,3577
SAL11037,27,27,17,3,122
SAL11038,106,107,22,14,354
SAL11039,3,0,0,0,9
SAL11040,5,0,0,0,9
SAL11041,49,35,16,9,292
SAL11042,3,4,0,0,12
SAL11043,322,321,159,88,1784
SAL11044,175,128,67,15,1063
SAL11045,0,0,0,0,0
SAL11046,30,31,8,3,163
SAL11047,67,42,18,3,287
SAL11048,17,16,4,0,84
SAL11049,72,42,17,0,282
SAL11050,3,0,0,0,9
SAL11051,88,50,9,0,298
SAL11052,549,474,362,226,3675
SAL11053,563,562,328,94,3096
SAL11054,11,9,4,4,56
SAL11055,16,9,5,0,69
SAL11056,357,229,73,4,1626
SAL11057,5,11,3,0,56
SAL11058,10,3,8,5,44
SAL11059,8,9,4,0,40
SAL11060,39,35,8,0,147
SAL11061,0,0,0,0,5
SAL11062,0,0,0,0,0
SAL11063,127,89,52,17,638
SAL11064,21,16,12,0,103
SAL11065,107,70,14,4,441
SAL11066,0,0,0,0,0
SAL11067,4,3,0,0,10
SAL11068,18,9,6,0,66
SAL11069,0,0,0,0,0
SAL11070,582,263,78,22,2449
SAL11071,4,0,0,0,19
SAL11072,10,0,4,0,50
SAL11073,160,134,40,0,911
SAL11074,7,0,0,0,35
SAL11075,586,585,388,117,3006
SAL11076,59,41,3,0,217
SAL11077,3,4,3,0,28
SAL11078,4,4,0,0,12
SAL11079,0,0,3,0,20
SAL11080,463,391,244,97,2451
SAL11081,0,0,0,0,0
SAL11082,582,413,196,100,3583
SAL11083,0,0,0,0,0
SAL11084,9,4,0,0,25
SAL11085,19,19,10,0,64
SAL11086,22,21,4,6,87
SAL11087,0,0,4,0,9
SAL11088,5,4,4,0,17
SAL11089,7,8,3,0,26
SAL11090,3,6,8,0,43
SAL11091,0,0,0,0,11
SAL11092,0,0,0,0,3
SAL11093,17,16,8,0,144
SAL11094,79,68,27,4,455
SAL11095,0,3,3,0,26
SAL11096,3,0,0,0,6
SAL11097,67,42,22,4,336
SAL11098,10,6,0,0,42
SAL11099,766,750,339,122,4473
SAL11100,4,12,0,0,43
SAL11101,0,3,4,0,10
SAL11102,47,15,9,3,199
SAL11103,57,37,10,0,289
SAL11104,0,8,0,0,20
SAL11105,1067,489,163,28,6929
SAL11106,3,0,0,0,3
SAL11107,4,16,6,4,57
SAL11108,3,3,0,0,8
SAL11109,6,7,0,4,28
SAL11110,4,13,0,0,26
SAL11111,0,0,0,0,14
SAL11112,9,5,0,0,22
SAL11113,993,846,450,139,7540
SAL11114,313,267,114,32,1574
SAL11115,243,208,85,15,1019
SAL11116,285,190,56,23,2577
SAL11117,83,50,12,3,683
SAL11118,4,6,7,0,24
SAL11119,645,454,279,102,4177
SAL11120,1872,1484,617,306,11245
SAL11121,0,0,0,0,20
SAL11122,24,29,7,0,98
SAL11123,19,6,0,0,45
SAL11124,256,211,119,41,1221
SAL11125,13,11,0,0,49
SAL11126,17,3,0,0,64
SAL11127,0,4,0,0,11
SAL11128,46,37,22,4,266
SAL11129,46,35,27,5,294
SAL11130,0,0,0,0,4
SAL11131,19,11,3,5,58
SAL11132,390,215,89,28,3500
SAL11133,4,14,0,0,34
SAL11134,0,0,0,0,0
SAL11135,951,549,318,211,5972
SAL11136,888,512,183,65,5472
SAL11137,3,10,0,0,32
SAL11138,0,5,0,0,21
SAL11139,37,25,7,7,143
SAL11140,3,5,0,0,11
SAL11141,45,35,14,4,243
SAL11142,16,3,0,0,27
SAL11143,0,0,0,0,5
SAL11144,97,55,15,0,476
SAL11145,36,30,8,0,175
SAL11146,35,36,19,5,173
SAL11147,384,265,169,38,1625
SAL11148,114,100,60,19,647
SAL11149,15,11,4,0,65
SAL11150,4,0,0,0,26
SAL11151,0,0,0,0,6
SAL11152,0,5,6,0,21
SAL11153,4,0,0,0,5
SAL11154,0,3,0,0,11
SAL11155,176,128,43,6,1160
SAL11156,0,0,0,0,8
SAL11157,28,5,4,5,109
SAL11158,3,0,0,0,3
SAL11159,27,42,6,0,125
SAL11160,47,34,18,3,209
SAL11161,5,0,0,0,8
SAL11162,164,140,65,41,911
SAL11163,0,0,0,0,17
SAL11164,31,35,3,0,96
SAL11165,19,9,8,0,83
SAL11166,0,0,0,0,5
SAL11167,9,7,0,0,60
SAL11168,228,112,60,19,1326
SAL11169,0,0,0,0,5
SAL11170,53,39,6,12,275
SAL11171,51,38,12,3,250
SAL11172,4,6,0,0,25
SAL11173,24,22,12,0,154
SAL11174,0,0,0,0,0
SAL11175,19,29,15,3,124
SAL11176,263,127,36,5,2335
SAL11177,117,71,20,11,322
SAL11178,23,8,7,0,99
SAL11179,15,6,0,0,77
SAL11180,11,7,4,0,38
SAL11181,0,0,0,0,3
SAL11182,11,5,4,0,43
SAL11183,4,0,0,0,13
SAL11184,17,11,5,0,47
SAL11185,0,4,0,0,27
SAL11186,86,105,85,28,546
SAL11187,7,5,0,0,29
SAL11188,0,5,4,0,11
SAL11189,25,12,6,0,119
SAL11190,79,82,72,21,414
SAL11191,36,23,6,0,157
SAL11192,265,264,129,131,1259
SAL11193,0,0,0,0,0
SAL11194,4,5,0,0,32
SAL11195,25,17,7,0,115
SAL11196,27,26,13,0,117
SAL11197,11,7,0,0,54
SAL11198,3,0,0,0,12
SAL11199,4,10,0,0,40
SAL11200,61,54,25,0,214
SAL11201,18,8,8,0,78
SAL11202,0,0,0,0,9
SAL11203,676,523,310,86,4970
SAL11204,96,52,30,0,337
SAL11205,8,5,0,0,27
SAL11206,22,33,13,0,141
SAL11207,42,26,25,3,211
SAL11208,10,19,4,0,51
SAL11209,3,6,0,0,22
SAL11210,12,9,4,0,49
SAL11211,28,41,6,0,148
SAL11212,416,403,290,90,2630
SAL11213,982,638,332,126,8531
SAL11214,27,21,10,4,184
SAL11215,121,80,22,0,1677
SAL11216,68,54,22,6,427
SAL11217,0,8,6,0,14
SAL11218,12,5,0,0,37
SAL11219,3,5,3,0,52
SAL11220,102,50,20,4,432
SAL11221,257,213,131,20,1448
SAL11222,0,5,0,0,15
SAL11223,239,179,163,60,1313
SAL11224,78,64,23,4,289
SAL11225,8,6,0,0,27
SAL11226,194,133,58,62,1460
SAL11227,8,0,3,0,17
SAL11228,0,0,0,0,0
SAL11229,1777,944,424,148,14147
SAL11230,0,0,0,0,3
SAL11231,16,9,5,4,49
SAL11232,3,0,0,0,8
SAL11233,46,52,18,8,219
SAL11234,15,10,3,4,71
SAL11235,32,22,9,0,118
SAL11236,44,49,15,4,283
SAL11237,403,243,111,21,4649
SAL11238,64,96,59,55,382
SAL11239,646,446,248,90,3399
SAL11240,460,312,167,93,2400
SAL11241,237,165,58,37,1275
SAL11242,94,91,20,3,523
SAL11243,134,75,37,18,816
SAL11244,9,3,0,0,26
SAL11245,0,3,0,0,22
SAL11246,0,0,0,0,0
SAL11247,7,12,0,0,33
SAL11248,6,4,0,0,8
SAL11249,3,0,0,0,8
SAL11250,133,119,36,5,986
SAL11251,3,0,0,0,19
SAL11252,0,3,0,0,17
SAL11253,160,131,31,10,608
SAL11254,4,0,0,0,9
SAL11255,10,7,0,0,43
SAL11256,6,3,0,0,14
SAL11257,14,15,4,0,62
SAL11258,4,0,0,0,10
SAL11259,0,0,0,0,15
SAL11260,0,0,0,0,0
SAL11261,3,0,4,0,18
SAL11262,8,4,0,0,45
SAL11263,10,5,3,0,40
SAL11264,14,4,3,5,50
SAL11265,14,8,4,0,40
SAL11266,7,3,3,0,17
SAL11267,0,0,0,0,11
SAL11268,78,43,19,4,366
SAL11269,155,104,57,9,962
SAL11270,18,8,0,0,44
SAL11271,39,33,11,3,205
SAL11272,24,19,5,0,73
SAL11273,5,0,4,0,19
SAL11274,100,70,26,13,373
SAL11275,10,13,0,0,47
SAL11276,18,48,16,5,133
SAL11277,851,552,226,51,6089
SAL11278,43,24,8,0,195
SAL11279,172,160,88,25,882
SAL11280,150,122,72,22,611
SAL11281,18,15,3,3,58
SAL11282,27,24,3,0,103
SAL11283,384,401,258,76,3149
SAL11284,13,13,3,0,69
SAL11285,135,113,36,8,685
SAL11286,425,306,123,39,2307
SAL11287,10,7,0,0,53
SAL11288,17,9,4,0,103
SAL11289,29,43,53,23,161
SAL11290,7,5,3,0,25
SAL11291,0,0,0,0,0
SAL11292,29,24,10,0,133
SAL11293,21,14,0,3,55
SAL11294,0,0,0,0,10
SAL11295,4,5,3,0,36
SAL11296,1171,857,446,222,7519
SAL11297,0,7,0,0,23
SAL11298,11,0,4,0,27
SAL11299,3042,2010,1075,370,21193
SAL11300,5,4,0,0,24
SAL11301,12,8,5,0,35
SAL11302,12,5,0,0,35
SAL11303,229,201,71,17,1367
SAL11304,60,38,15,5,285
SAL11305,19,10,3,4,79
SAL11306,1152,551,198,74,8597
SAL11307,28,16,7,0,86
SAL11308,15,0,5,0,45
SAL11309,6,6,0,0,27
SAL11310,0,0,0,0,17
SAL11311,0,0,0,0,0
SAL11312,38,35,8,8,183
SAL11313,145,178,80,13,579
SAL11314,5,4,0,0,39
SAL11315,363,207,86,30,2574
SAL11316,495,237,123,24,3070
SAL11317,21,19,0,4,76
SAL11318,12,9,0,0,48
SAL11319,83,82,54,10,494
SAL11320,6,3,0,0,22
SAL11321,25,21,11,0,109
SAL11322,0,0,0,0,4
SAL11323,176,148,98,27,887
SAL11324,21,20,7,0,156
SAL11325,11,0,0,0,22
SAL11326,30,30,7,3,162
SAL11327,17,9,0,0,62
SAL11328,91,57,25,0,469
SAL11329,74,37,8,0,301
SAL11330,0,8,0,0,14
SAL11331,814,529,363,176,4407
SAL11332,0,0,0,0,0
SAL11333,44,36,4,3,147
SAL11334,31,13,7,0,131
SAL11335,43,31,11,5,215
SAL11336,16,13,0,0,39
SAL11337,14,8,3,0,54
SAL11338,19,4,0,0,32
SAL11339,9,9,4,0,58
SAL11340,0,0,0,0,0
SAL11341,47,31,18,0,186
SAL11342,15,16,0,0,62
SAL11343,5,0,4,0,44
SAL11344,414,217,62,10,2424
SAL11345,20,28,3,0,100
SAL11346,1462,773,410,186,8917
SAL11347,517,363,206,91,3317
SAL11348,612,681,265,65,3403
SAL11349,82,61,14,3,858
SAL11350,22,17,3,0,105
SAL11351,304,198,72,30,1859
SAL11352,369,330,199,81,2396
SAL11353,28,24,9,0,152
SAL11354,288,181,72,22,1663
SAL11355,124,82,22,5,804
SAL11356,18,10,3,0,58
SAL11357,104,88,43,14,615
SAL11358,350,192,113,43,1658
SAL11359,200,104,35,12,1102
SAL11360,390,277,175,92,2123
SAL11361,445,316,167,93,2559
SAL11362,20,12,5,0,70
SAL11363,884,682,343,148,5856
SAL11364,267,147,92,48,1421
SAL11365,44,28,7,0,184
SAL11366,455,368,226,86,2938
SAL11367,42,14,8,0,156
SAL11368,44,21,3,5,165
SAL11369,41,24,9,0,333
SAL11370,187,120,33,12,2520
SAL11371,427,279,178,46,3215
SAL11372,1702,1197,542,171,11000
SAL11373,16,20,9,0,97
SAL11374,72,56,34,3,521
SAL11375,22,20,0,0,75
SAL11376,13,0,3,0,24
SAL11377,0,0,0,0,0
SAL11378,318,331,152,63,1582
SAL11379,19,26,6,0,79
SAL11380,642,387,144,54,3825
SAL11381,9,6,3,0,36
SAL11382,205,180,146,88,1797
SAL11383,10,4,0,3,45
SAL11384,373,309,154,78,2855
SAL11385,20,13,4,4,75
SAL11386,413,169,44,4,5909
SAL11387,0,0,0,0,0
SAL11388,4,0,0,0,17
SAL11389,182,157,46,6,1395
SAL11390,0,0,0,0,0
SAL11391,31,22,5,0,90
SAL11392,446,274,162,47,2461
SAL11393,0,0,0,0,9
SAL11394,472,358,165,44,3721
SAL11395,15,8,0,0,69
SAL11396,650,578,304,62,3477
SAL11397,428,366,223,118,3014
SAL11398,516,383,203,145,3807
SAL11399,40,46,14,0,172
SAL11400,137,56,14,3,1304
SAL11401,116,55,23,0,593
SAL11402,43,31,7,4,162
SAL11403,41,32,6,0,157
SAL11404,30,18,0,4,93
SAL11405,0,0,0,0,15
SAL11406,4,0,0,0,27
SAL11407,7,6,0,0,57
SAL11408,78,74,24,6,419
SAL11409,14,7,3,3,60
SAL11410,25,20,6,0,92
SAL11411,30,19,4,0,149
SAL11412,43,24,12,4,183
SAL11413,21,10,4,0,61
SAL11414,260,199,65,12,1424
SAL11415,17,13,0,0,80
SAL11416,114,64,47,3,758
SAL11417,57,40,26,10,234
SAL11418,237,186,70,13,1255
SAL11419,18,18,9,0,91
SAL11420,254,167,61,6,1582
SAL11421,577,494,243,89,3900
SAL11422,25,14,5,0,98
SAL11423,0,0,0,0,0
SAL11424,256,149,90,28,1605
SAL11425,1203,963,606,185,9037
SAL11426,21,11,5,0,181
SAL11427,7,6,6,0,23
SAL11428,271,137,36,14,2524
SAL11429,15,8,0,0,80
SAL11430,0,0,0,0,0
SAL11431,2418,1712,664,275,18280
SAL11432,37,38,20,0,145
SAL11433,0,0,0,0,10
SAL11434,5,0,0,0,12
SAL11435,0,0,0,0,20
SAL11436,315,446,548,495,2876
SAL11437,34,31,16,0,225
SAL11438,872,485,224,113,6578
SAL11439,74,80,20,0,353
SAL11440,0,0,5,0,27
SAL11441,586,230,56,11,2905
SAL11442,611,253,73,15,7065
SAL11443,12,6,5,0,56
SAL11444,181,133,26,0,1175
SAL11445,0,0,0,0,0
SAL11446,13,6,0,0,51
SAL11447,147,78,124,90,1309
SAL11448,498,538,281,96,2708
SAL11449,8,7,0,0,43
SAL11450,0,0,0,0,0
SAL11451,14,15,0,0,62
SAL11452,9,3,0,0,39
SAL11453,0,0,0,0,4
SAL11454,24,15,3,0,74
SAL11455,12,10,0,0,77
SAL11456,6,11,0,0,27
SAL11457,80,81,25,10,395
SAL11458,11,8,0,0,48
SAL11459,47,36,5,0,196
SAL11460,25,23,11,0,100
SAL11461,50,40,3,0,190
SAL11462,20,14,3,0,80
SAL11463,39,35,17,0,219
SAL11464,47,32,8,0,229
SAL11465,6,0,4,0,22
SAL11466,9,10,0,0,33
SAL11467,32,55,6,3,201
SAL11468,3,4,0,0,29
SAL11469,4,10,0,0,45
SAL11470,18,27,7,3,107
SAL11471,53,54,13,4,345
SAL11472,325,328,131,51,1603
SAL11473,26,15,4,0,99
SAL11474,31,19,6,0,353
SAL11475,18,21,4,4,115
SAL11476,10,10,5,0,34
SAL11477,107,80,37,8,631
SAL11478,144,161,96,14,699
SAL11479,91,85,38,9,373
SAL11480,941,593,256,81,6104
SAL11481,191,162,71,42,1789
SAL11482,354,236,96,24,2448
SAL11483,519,308,189,42,4032
SAL11484,0,0,0,0,13
SAL11485,651,385,208,45,3883
SAL11486,36,40,11,0,161
SAL11487,555,434,243,80,4056
SAL11488,3,0,0,0,19
SAL11489,5,5,5,0,24
SAL11490,98,71,29,4,467
SAL11491,48,44,18,0,150
SAL11492,0,0,0,0,9
SAL11493,24,23,4,8,278
SAL11494,334,251,129,84,2283
SAL11495,6,0,0,0,14
SAL11496,7,20,10,0,81
SAL11497,3,4,0,0,15
SAL11498,69,53,22,0,292
SAL11499,424,323,116,23,2285
SAL11500,23,11,4,0,67
SAL11501,19,8,0,0,64
SAL11502,119,86,19,8,488
SAL11503,149,138,76,16,877
SAL11504,264,368,163,40,1997
SAL11505,10,0,0,0,24
SAL11506,4,3,0,0,11
SAL11507,9,4,0,0,31
SAL11508,15,5,0,0,57
SAL11509,20,21,5,0,74
SAL11510,72,78,29,16,478
SAL11511,42,27,6,0,154
SAL11512,55,46,11,4,258
SAL11513,4,3,0,0,27
SAL11514,26,19,4,0,138
SAL11515,9,10,0,0,41
SAL11516,31,13,12,0,144
SAL11517,9,8,0,0,56
SAL11518,963,777,465,204,6646
SAL11519,6,9,0,0,17
SAL11520,4,4,0,0,8
SAL11521,199,237,163,59,918
SAL11522,92,62,21,4,381
SAL11523,236,176,111,59,1173
SAL11524,21,30,18,0,127
SAL11525,21,9,8,0,64
SAL11526,47,54,21,0,238
SAL11527,25,12,6,0,72
SAL11528,0,7,0,0,21
SAL11529,127,165,51,17,647
SAL11530,3,4,0,0,13
SAL11531,0,0,0,0,5
SAL11532,30,25,17,0,134
SAL11533,887,490,198,58,5468
SAL11534,4,0,0,0,14
SAL11535,5,5,3,0,24
SAL11536,327,226,68,6,3814
SAL11537,435,270,107,19,3313
SAL11538,149,104,29,5,889
SAL11539,592,457,297,91,3599
SAL11540,9,3,0,0,31
SAL11541,0,0,0,0,10
SAL11542,13,10,6,5,65
SAL11543,5,0,0,0,9
SAL11544,5,13,6,0,56
SAL11545,0,8,0,0,32
SAL11546,14,15,3,0,72
SAL11547,112,68,21,8,1622
SAL11548,0,0,0,0,0
SAL11549,378,216,66,16,3531
SAL11550,52,23,12,3,271
SAL11551,753,470,402,188,4659
SAL11552,260,289,180,34,1762
SAL11553,1377,1539,955,384,7310
SAL11554,5,3,3,0,20
SAL11555,3,11,0,3,42
SAL11556,17,12,4,5,56
SAL11557,90,56,13,0,401
SAL11558,0,0,0,0,0
SAL11559,0,0,0,0,0
SAL11560,6,0,0,0,11
SAL11561,33,41,6,0,123
SAL11562,0,0,0,0,0
SAL11563,16,26,15,0,112
SAL11564,94,96,52,45,605
SAL11565,0,0,0,0,0
SAL11566,0,0,0,0,0
SAL11567,168,82,38,8,918
SAL11568,3,12,0,0,42
SAL11569,0,7,0,0,13
SAL11570,4,0,0,0,8
SAL11571,1270,830,592,202,7936
SAL11572,745,451,205,52,5568
SAL11573,14,14,8,0,95
SAL11574,11,3,8,6,61
SAL11575,17,9,0,3,64
SAL11576,3,0,0,0,3
SAL11577,3,5,0,0,28
SAL11578,75,167,92,13,432
SAL11579,0,0,4,0,21
SAL11580,155,64,17,3,1741
SAL11581,9,0,0,0,21
SAL11582,0,0,0,0,3
SAL11583,10,0,0,0,56
SAL11584,21,20,5,0,126
SAL11585,4,4,0,0,27
SAL11586,336,265,155,74,1777
SAL11587,21,19,7,0,74
SAL11588,3,0,0,0,16
SAL11589,62,53,25,9,331
SAL11590,18,29,9,0,147
SAL11591,182,125,66,43,1040
SAL11592,8,4,0,0,40
SAL11593,0,3,5,0,36
SAL11594,0,0,0,0,4
SAL11595,3,14,0,0,46
SAL11596,3,13,5,0,59
SAL11597,17,6,4,0,68
SAL11598,211,145,89,46,1429
SAL11599,0,0,0,0,0
SAL11600,0,0,0,0,0
SAL11601,20,15,6,0,87
SAL11602,7,0,3,0,14
SAL11603,67,72,35,8,347
SAL11604,0,0,0,0,0
SAL11605,464,347,289,159,4092
SAL11606,19,14,7,0,100
SAL11607,172,76,36,12,1142
SAL11608,41,29,9,0,139
SAL11609,75,51,16,3,338
SAL11610,433,376,189,75,2398
SAL11611,83,82,41,14,382
SAL11612,63,58,23,8,360
SAL11613,4,9,0,0,25
SAL11614,9,7,0,0,15
SAL11615,10,0,0,0,39
SAL11616,17,11,0,0,63
SAL11617,8,5,0,0,18
SAL11618,15,3,0,0,126
SAL11619,3,12,0,0,34
SAL11620,4,3,0,0,28
SAL11621,50,201,181,87,544
SAL11622,72,52,18,3,350
SAL11623,247,187,114,40,1308
SAL11624,0,0,0,0,18
SAL11625,0,0,0,0,8
SAL11626,20,17,3,3,79
SAL11627,3,3,0,0,15
SAL11628,185,125,36,15,2149
SAL11629,3,3,3,0,9
SAL11630,31,13,4,3,101
SAL11631,11,11,6,0,83
SAL11632,12,0,0,0,35
SAL11633,3,0,0,0,14
SAL11634,16,14,3,0,43
SAL11635,193,126,38,6,773
SAL11636,5,4,4,0,37
SAL11637,0,0,0,0,9
SAL11638,10,4,0,0,36
SAL11639,10,6,0,0,26
SAL11640,305,175,72,26,3210
SAL11641,29,22,12,0,118
SAL11642,1082,683,333,200,7721
SAL11643,27,32,10,4,179
SAL11644,18,18,9,3,95
SAL11645,999,817,356,81,7679
SAL11646,210,101,25,3,2922
SAL11647,10,10,4,0,40
SAL11648,4,4,0,0,32
SAL11649,522,319,70,9,2223
SAL11650,19,22,4,0,74
SAL11651,3,0,0,0,12
SAL11652,0,0,0,0,3
SAL11653,528,477,265,94,2845
SAL11654,30,17,3,0,94
SAL11655,0,0,0,0,0
SAL11656,51,24,3,0,220
SAL11657,0,0,0,0,0
SAL11658,17,10,0,0,77
SAL11659,13,4,0,0,52
SAL11660,615,479,179,52,2919
SAL11661,15,20,10,0,78
SAL11662,210,171,81,13,1537
SAL11663,287,151,34,0,2360
SAL11664,11,9,3,0,55
SAL11665,50,14,8,0,185
SAL11666,4,9,0,0,26
SAL11667,20,17,0,0,62
SAL11668,690,406,219,173,5469
SAL11669,317,184,86,56,2133
SAL11670,14,17,0,0,63
SAL11671,670,524,427,157,3614
SAL11672,67,51,10,3,252
SAL11673,11,11,4,0,50
SAL11674,1590,778,214,46,11586
SAL11675,5,0,0,0,17
SAL11676,201,111,37,9,1045
SAL11677,344,248,90,26,1904
SAL11678,34,23,21,0,146
SAL11679,75,68,12,8,443
SAL11680,21,15,3,5,124
SAL11681,0,0,0,0,3
SAL11682,285,258,104,49,1697
SAL11683,5,11,12,0,39
SAL11684,31,26,4,0,139
SAL11685,85,25,12,3,1229
SAL11686,1257,649,207,31,8447
SAL11687,0,0,0,0,7
SAL11688,214,113,36,3,1334
SAL11689,273,293,151,62,1422
SAL11690,0,0,0,0,0
SAL11691,0,0,0,0,4
SAL11692,11,10,5,0,34
SAL11693,66,48,6,3,1160
SAL11694,8,5,6,0,76
SAL11695,5,6,0,0,30
SAL11696,4,3,0,0,29
SAL11697,132,83,29,11,861
SAL11698,12,10,0,0,46
SAL11699,10,10,3,0,51
SAL11700,0,3,3,0,8
SAL11701,8,3,0,0,21
SAL11702,0,0,0,0,0
SAL11703,11,7,6,0,49
SAL11704,7,3,0,0,17
SAL11705,19,9,5,0,81
SAL11706,0,0,0,0,0
SAL11707,11,5,0,0,33
SAL11708,15,21,8,0,103
