SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL30227,0,0,0,0,3,7,3,0,0,10,0,0,0,3,0,0,0,0,0,7,4,29,98,102,118,78,13,0,0,445,12,77,215,220,259,173,37,3,0,996
SAL30228,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,7,26,26,36,39,32,15,10,189
SAL30229,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,5,4,8,24,18,27,23,10,0,111
SAL30230,0,0,0,3,4,9,3,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,29,29,93,162,182,168,125,50,7,843
SAL30231,0,0,0,0,0,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,19,18,3,0,57
SAL30232,0,0,0,0,0,3,10,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,4,5,0,32,5,4,21,28,43,65,83,30,0,285
SAL30233,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5,10,21,5,0,3,62
SAL30234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,11,3,0,0,24
SAL30235,0,0,0,4,8,14,35,55,24,149,0,0,4,0,5,5,5,5,10,39,37,26,53,84,70,81,96,99,78,623,253,461,778,1287,1440,1299,1194,733,234,7680
SAL30236,8,0,5,9,19,29,48,57,3,177,0,0,13,7,14,10,14,6,4,74,40,37,79,66,51,41,24,25,0,369,255,503,1207,1201,1039,753,485,243,25,5706
SAL30237,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,10,7,13,17,17,12,8,0,84
SAL30238,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,7,16,18,11,22,19,3,100
SAL30239,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,6,9,14,9,16,9,6,3,61
SAL30240,0,6,5,16,10,8,16,12,3,73,0,4,10,16,5,8,3,3,0,50,12,9,37,32,6,9,11,0,0,113,80,176,381,480,229,174,101,36,3,1665
SAL30241,3,6,18,30,34,48,115,111,57,418,0,0,8,15,4,6,10,7,5,50,36,57,109,88,81,62,63,32,17,539,212,556,1064,857,794,794,622,335,145,5385
SAL30242,0,5,6,12,16,24,78,119,84,346,3,0,0,4,3,9,11,4,0,40,16,22,74,57,36,47,101,165,188,707,159,350,740,610,620,649,851,800,425,5197
SAL30243,0,0,0,0,0,0,4,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,29,9,6,17,22,25,59,41,36,0,220
SAL30244,0,0,0,0,0,8,4,7,0,25,0,0,0,0,0,0,0,0,0,0,5,3,3,11,5,15,14,5,0,55,12,29,36,67,75,105,78,32,0,440
SAL30245,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,4,0,0,17,8,13,10,13,27,37,31,12,0,151
SAL30246,0,0,0,0,0,0,5,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,5,0,0,15,5,17,27,22,38,37,31,15,6,203
SAL30247,0,0,0,0,0,0,10,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,6,0,26,13,14,47,49,79,88,72,34,7,401
SAL30248,0,0,0,0,9,15,27,32,16,85,0,0,0,0,0,0,0,0,0,7,10,9,9,11,11,11,14,23,3,94,33,32,39,59,98,120,161,127,31,703
SAL30249,6,3,11,14,12,29,67,64,40,244,0,4,10,7,3,6,9,8,0,48,19,58,134,95,102,91,117,108,86,810,227,715,1549,1189,1335,1324,1228,679,270,8524
SAL30250,0,0,3,0,3,10,15,14,8,43,0,0,0,0,0,0,0,0,0,3,0,7,45,18,30,17,23,6,9,144,30,97,352,211,226,327,309,127,43,1720
SAL30251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23,6,23,10,3,0,74
SAL30252,0,0,8,15,17,30,55,84,46,247,0,3,0,3,0,6,5,0,3,18,48,49,128,96,112,104,79,55,37,707,199,369,866,836,778,702,452,251,122,4577
SAL30253,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,4,0,5,0,3,9,10,11,0,0,33,7,4,12,17,38,43,59,14,4,190
SAL30254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,7,0,6,0,0,29
SAL30255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
SAL30256,0,0,0,0,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,3,3,17,10,0,6,0,45,6,8,33,52,64,106,74,19,3,382
SAL30257,0,0,0,0,0,0,4,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,14,14,18,9,3,72
SAL30258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,11,3,0,0,30
SAL30259,0,0,0,0,0,0,4,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,3,4,4,4,0,0,0,19,5,11,36,20,41,38,35,8,0,197
SAL30260,0,0,0,0,0,4,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,13,11,3,13,15,33,21,12,17,4,128
SAL30261,3,6,10,6,21,25,105,179,72,428,0,0,5,0,7,8,4,5,0,28,19,23,43,36,50,44,55,121,154,548,378,757,1498,1817,1978,1838,1715,1016,420,11411
SAL30262,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,6,4,3,23,8,19,17,4,0,90
SAL30263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,10,11,3,0,0,42
SAL30264,0,0,0,0,7,9,23,32,33,113,0,0,0,0,0,0,0,0,0,5,14,27,74,44,51,48,40,49,26,373,106,419,892,603,547,510,420,282,160,3933
SAL30265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7
SAL30266,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,0,18,7,0,21,17,20,29,15,3,3,119
SAL30267,0,0,0,0,0,0,5,10,0,19,0,0,0,0,0,0,0,0,0,0,5,3,10,17,18,19,14,5,0,102,38,49,100,156,258,278,239,96,12,1234
SAL30268,0,0,6,5,3,6,21,15,0,51,0,0,0,0,0,4,0,3,0,7,4,4,17,15,18,14,11,7,0,87,39,53,174,187,194,234,219,74,11,1187
SAL30269,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,5,3,6,21,24,13,0,0,68
SAL30270,0,0,5,6,7,17,35,41,13,124,0,0,0,0,0,0,0,0,0,4,3,9,12,11,14,22,13,25,25,132,24,82,150,153,163,245,265,146,55,1282
SAL30271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,9,0,3,0,0,0,0,9
SAL30272,0,0,0,0,5,5,30,26,8,80,0,0,0,0,0,0,3,0,0,9,5,6,7,5,10,9,20,25,8,83,20,24,46,50,74,123,209,111,20,680
SAL30273,0,0,0,0,0,11,8,13,0,37,0,0,0,0,0,0,0,0,3,3,0,3,0,5,6,9,16,11,0,49,3,13,26,32,46,99,118,43,5,392
SAL30274,0,0,0,0,0,0,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,4,8,11,4,12,39,32,24,0,134
SAL30275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,6,3,0,0,0,15
SAL30276,0,0,0,0,0,0,5,6,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,14,12,19,33,34,40,36,32,27,9,238
SAL30277,0,0,4,0,7,9,20,15,4,58,0,0,0,0,0,0,0,0,0,3,17,37,64,44,45,28,27,12,0,273,103,280,663,554,462,424,309,115,5,2911
SAL30278,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,13,8,5,33,17,7,0,84
SAL30279,0,0,0,0,0,0,11,15,4,39,0,0,0,0,0,0,0,0,0,0,9,5,8,7,3,8,0,3,0,45,24,75,169,162,143,129,106,39,12,861
SAL30280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,7,0,8,3,4,0,34
SAL30281,0,0,8,7,9,16,31,10,0,84,0,6,0,3,0,0,0,0,0,9,47,123,371,415,444,317,70,4,3,1795,177,410,1176,1204,1149,804,225,45,10,5206
SAL30282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30283,0,0,0,0,0,4,5,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,10,3,10,24,38,29,11,13,10,144
SAL30284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,4,6,12,11,4,0,48
SAL30285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,9,6,22,3,0,3,49
SAL30286,0,0,0,0,0,0,0,9,5,18,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,12,8,9,16,44,32,58,21,19,0,210
SAL30287,0,0,8,3,8,28,51,107,48,247,0,0,0,4,3,0,6,0,0,14,20,13,38,48,33,38,26,43,28,294,212,362,1188,1396,1124,1090,1155,807,213,7552
SAL30288,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,9,13,9,10,8,0,61,4,14,28,29,37,52,58,14,0,228
SAL30289,0,0,0,0,0,6,9,5,0,21,0,0,0,0,0,0,0,0,0,3,4,5,0,0,10,10,11,0,0,45,18,15,42,49,76,95,101,35,5,436
SAL30290,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,5,3,11,4,8,16,4,11,0,66
SAL30291,0,0,0,0,0,0,3,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,0,20,12,31,76,107,117,181,126,67,6,729
SAL30292,0,0,0,4,3,9,17,17,12,45,0,0,0,0,0,0,0,0,0,5,0,0,16,9,9,5,13,5,3,58,20,23,131,145,145,129,139,55,14,794
SAL30293,0,0,0,0,0,5,8,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,3,5,4,0,5,0,0,23,30,30,96,179,157,127,83,22,4,730
SAL30294,0,0,0,0,3,0,10,3,0,20,0,0,0,0,0,0,0,0,0,0,0,11,18,30,25,18,4,0,0,111,11,25,72,98,102,100,37,8,0,460
SAL30295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,0,0,7,0,33
SAL30296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,0,0,0,16
SAL30297,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,0,24
SAL30298,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,25,41,13,0,0,0,113,0,20,64,52,80,35,18,10,0,287
SAL30299,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,6,0,0,33,0,6,14,12,14,43,38,3,0,149
SAL30300,0,0,0,0,3,4,17,18,0,47,0,0,0,0,6,0,6,0,0,9,5,0,8,6,13,9,9,6,0,56,81,337,874,560,371,252,259,71,9,2820
SAL30301,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,27,38,16,25,25,8,0,0,140
SAL30302,0,0,0,0,0,0,10,6,0,21,0,0,0,0,0,0,0,0,0,0,5,3,20,16,5,7,5,6,0,60,45,66,219,286,281,234,145,61,8,1351
SAL30303,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,6,0,0,0,20,9,6,30,26,31,53,27,11,0,192
SAL30304,0,0,0,0,0,3,15,10,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,22,0,10,16,25,30,37,52,15,0,186
SAL30305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30306,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,3,0,0,0,21,9,11,12,22,26,31,18,5,0,121
SAL30307,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,8,6,3,5,3,26
SAL30308,0,0,0,0,0,0,6,7,3,20,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,5,3,0,0,24,14,25,44,65,87,85,70,23,7,424
SAL30309,4,0,6,10,8,39,155,267,110,599,0,0,0,0,5,3,0,4,0,14,3,3,20,24,31,57,135,168,124,568,106,154,285,422,633,1256,2210,1686,578,7333
SAL30310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,8,0,0,0,17,4,8,5,17,0,13,0,3,0,49
SAL30311,0,0,5,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,0,0,20,5,15,70,77,84,65,55,26,4,395
SAL30312,0,0,0,3,4,14,24,15,11,65,0,0,0,0,0,0,0,0,0,5,8,5,15,23,17,11,10,5,0,99,131,246,347,671,867,651,367,133,35,3450
SAL30313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,9,6,0,0,0,22
SAL30314,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,4,9,11,3,17,20,9,0,75
SAL30315,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,10,6,6,10,12,25,3,3,5,0,65
SAL30316,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,19,5,3,16,13,21,19,18,7,6,103
SAL30317,0,0,0,0,0,8,14,30,4,55,0,0,0,0,0,0,0,0,0,0,4,0,7,6,5,4,14,0,5,53,28,41,78,118,156,161,161,83,10,835
SAL30318,0,0,0,0,0,4,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,6,0,0,0,3,10,7,17,8,0,51
SAL30319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,7,4,6,0,20
SAL30320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,6,5,18,10,22,7,4,75
SAL30321,0,0,0,4,9,8,46,79,84,224,0,0,4,0,0,3,0,0,3,15,6,3,19,13,20,17,29,41,33,173,71,87,243,239,261,369,393,267,182,2096
SAL30322,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,8,7,7,3,0,47
SAL30323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,4,0,0,12,0,7,6,5,5,3,5,3,0,36
SAL30324,0,0,7,15,25,27,71,104,59,309,0,0,7,10,4,4,9,7,6,51,30,15,44,48,30,17,23,28,9,243,264,529,1383,1349,1150,1062,842,549,206,7330
SAL30325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,11,21,4,0,57
SAL30327,0,0,0,0,0,3,13,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,16,3,0,32,3,7,4,25,26,84,129,34,4,318
SAL30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL30329,0,0,0,6,3,8,24,21,6,73,0,0,0,0,0,0,0,0,0,9,0,9,8,3,7,12,7,7,0,53,45,71,153,172,227,279,205,108,14,1266
SAL30330,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,5,18,20,37,62,47,18,6,216
SAL30331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,10,20,15,5,3,0,75
SAL30332,0,4,0,12,13,28,51,51,19,172,0,0,0,0,6,6,8,0,0,23,13,10,35,43,42,37,26,15,16,222,59,174,363,337,382,377,296,172,67,2228
SAL30333,0,0,0,0,0,0,8,6,0,21,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,12,3,0,0,33,14,10,20,24,43,51,32,14,0,216
SAL30334,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,15,8,4,0,0,60
SAL30335,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,6,5,5,22,0,3,14,26,42,90,91,37,14,320
SAL30336,3,3,9,12,21,25,65,67,48,253,0,0,6,5,8,11,16,7,0,56,25,34,90,72,52,44,51,61,46,477,249,532,1240,1090,948,825,590,325,162,5951
SAL30337,0,0,0,0,0,4,4,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,9,0,0,28,6,10,32,49,53,92,55,19,4,319
SAL30338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,6,5,0,0,12
SAL30339,0,0,0,0,0,5,24,24,4,54,0,0,0,0,0,0,0,0,0,11,9,7,13,24,12,24,16,10,0,119,27,39,86,129,146,192,143,68,11,838
SAL30340,0,0,0,0,8,8,9,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,13,11,0,0,46,6,16,45,43,50,84,83,23,0,348
SAL30341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30342,0,10,19,27,50,87,151,206,94,641,0,0,20,8,11,9,10,14,10,88,52,66,174,157,136,201,205,126,31,1153,257,570,1486,1316,1386,1882,1869,969,258,9991
SAL30343,0,0,3,5,6,8,6,7,0,35,0,0,3,4,8,4,0,4,0,20,22,97,233,119,101,62,34,6,4,676,109,929,2100,866,513,346,175,64,13,5115
SAL30344,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,46,19,31,35,22,7,3,167
SAL30345,0,0,0,0,0,0,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,7,11,7,8,12,0,0,0,54,20,42,61,123,145,119,78,36,6,635
SAL30346,0,0,3,5,6,23,36,44,18,131,0,0,0,0,0,0,3,0,0,8,14,11,22,31,30,60,71,29,18,287,121,222,617,589,633,635,484,190,49,3537
SAL30347,0,0,0,0,0,4,8,9,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,21,0,5,13,23,45,72,56,22,6,241
SAL30348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0,21,4,0,0,0,4,10,21,14,0,51
SAL30349,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,13,7,10,3,3,4,0,43
SAL30350,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,24,0,9,23,24,13,20,18,12,0,111
SAL30351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,11,10,15,13,7,4,3,81
SAL30352,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,3,9,17,18,29,22,29,3,0,135
SAL30353,5,9,18,12,25,40,129,193,68,500,0,7,14,26,23,24,10,9,0,110,13,29,81,50,41,31,46,31,14,348,430,1003,2300,2599,2219,1946,1544,792,199,13033
SAL30354,0,0,0,0,0,0,5,7,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,9,28,22,42,49,40,25,4,213
SAL30355,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,6,6,16,28,25,16,0,109
SAL30356,0,0,0,0,0,3,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,3,0,17,0,0,13,8,16,63,89,33,0,220
SAL30357,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,3,0,9,7,0,31
SAL30358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,10,0,0,5,0,4,5,3,0,0,23
SAL30359,0,0,0,0,5,3,11,15,4,43,0,0,0,0,0,0,0,0,0,4,7,0,21,12,10,14,23,15,8,100,23,38,105,124,130,175,153,69,19,844
SAL30360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,8,0,0,13,15,19,31,11,0,0,88
SAL30361,3,3,3,8,12,13,52,65,12,166,0,3,0,0,0,0,0,0,0,8,6,11,16,11,18,20,8,20,0,122,138,221,553,580,598,555,466,229,42,3379
SAL30362,8,6,15,20,32,45,104,221,118,563,0,0,5,3,19,8,15,7,4,56,47,50,120,84,74,57,49,47,25,553,408,888,1796,1448,1410,1199,955,675,231,9009
SAL30363,0,0,10,14,18,35,70,83,42,272,3,0,14,10,11,8,8,5,0,62,20,25,62,54,41,27,39,29,21,314,269,591,1364,1520,1248,1042,1019,410,179,7646
SAL30364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,4,0,0,16
SAL30365,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,6,3,0,23,14,19,18,29,33,20,11,3,0,144
SAL30366,0,0,0,0,0,0,7,5,4,19,0,0,0,0,0,0,0,0,0,0,5,4,10,4,10,8,8,8,0,60,17,16,42,46,68,77,79,31,6,382
SAL30367,4,0,5,12,12,14,25,39,15,118,0,0,0,3,0,0,3,3,0,22,4,8,33,15,28,15,10,11,5,135,77,212,516,450,351,298,265,144,37,2347
SAL30368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL30369,0,0,0,4,6,17,33,68,34,166,0,0,0,0,4,5,4,6,8,25,8,9,31,33,16,25,25,19,15,184,293,692,1099,1527,1577,1345,943,499,204,8181
SAL30370,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,6,4,0,0,20,11,23,31,35,46,47,22,14,3,226
SAL30371,0,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,4,0,16,0,3,21,25,35,21,17,8,6,134
SAL30372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,4,5,12,12,4,0,0,44
SAL30373,4,0,3,5,19,16,82,126,52,303,0,0,0,5,4,0,3,4,0,11,6,7,24,30,46,49,54,65,53,336,194,389,869,1393,1539,1277,936,512,199,7309
SAL30374,0,0,0,0,6,6,12,11,0,33,0,0,0,0,0,0,0,0,0,0,3,4,0,8,3,9,10,9,3,40,26,40,93,113,119,136,100,47,3,677
SAL30375,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,6,0,5,5,4,6,21
SAL30376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,9,4,7,4,11,0,0,43
SAL30377,0,3,5,8,10,4,21,24,14,84,0,0,0,0,3,0,0,0,0,7,17,3,18,19,37,17,18,10,3,147,136,227,521,832,862,776,479,189,48,4075
SAL30378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,67,62,78,68,43,0,0,371,11,67,125,111,142,129,74,10,0,660
SAL30379,0,4,11,0,17,3,11,12,8,78,0,7,27,8,7,3,4,0,0,60,75,231,660,454,345,282,136,70,13,2270,745,2299,4349,2321,1717,1515,828,392,77,14247
