SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL30380,0,0,0,8,0,19,43,67,32,176,0,0,0,5,4,0,3,4,0,10,28,67,173,132,104,202,170,121,27,1014,91,512,1453,947,845,1294,1146,702,194,7181
SAL30381,0,4,3,7,10,10,31,62,35,161,0,0,4,3,0,0,3,3,4,32,26,26,60,48,60,55,33,39,18,363,200,500,965,1026,1226,1064,922,497,207,6604
SAL30382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,6,9,8,4,0,34
SAL30383,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,4,3,5,5,5,0,3,0,0,29,14,10,20,37,50,43,39,26,0,243
SAL30384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,8,0,0,0,16
SAL30385,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,7,11,16,22,12,14,8,0,93
SAL30386,0,0,0,0,6,4,11,9,11,38,0,0,0,0,0,0,0,0,0,4,0,3,3,10,9,5,19,37,67,147,98,184,161,363,574,504,416,249,144,2706
SAL30387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,7,13,13,14,4,0,0,65
SAL30388,0,0,0,3,3,9,10,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,7,11,3,0,41,7,10,27,33,55,57,55,14,6,257
SAL30389,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0,17,3,15,19,19,31,34,8,3,0,135
SAL30390,0,0,0,0,0,0,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,7,8,9,20,7,0,5,0,64,84,181,218,497,586,332,122,38,4,2059
SAL30391,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,8,7,7,6,9,4,0,31,10,12,31,43,46,90,61,25,4,323
SAL30392,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,3,11,0,20,20,17,7,4,84
SAL30393,0,0,4,0,0,9,6,5,3,35,0,0,0,0,0,3,0,0,0,5,0,0,8,9,6,11,3,5,0,51,18,18,64,93,87,117,66,26,8,497
SAL30394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,5,6,0,0,10
SAL30395,3,0,9,26,35,38,49,44,18,226,0,4,10,13,11,24,10,19,0,88,48,47,101,112,65,55,41,32,20,532,237,472,1020,921,815,677,483,208,88,4926
SAL30396,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,6,9,15,15,15,18,10,3,93
SAL30397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,11,9,0,0,32
SAL30398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,31
SAL30399,0,0,0,0,0,3,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,8,14,17,21,27,7,0,96
SAL30400,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,0,0,0,8,4,5,17,18,25,22,29,10,3,139
SAL30401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30402,0,5,6,0,5,9,39,28,13,102,0,0,0,3,0,0,5,0,0,13,17,14,47,58,35,28,25,9,0,233,140,235,634,680,606,580,369,142,25,3401
SAL30403,0,0,3,7,4,3,18,18,0,56,0,0,0,0,0,0,0,0,0,0,4,9,13,10,18,25,11,3,0,97,29,49,96,103,167,189,143,47,8,834
SAL30404,0,0,6,0,9,5,9,11,6,50,0,0,4,0,0,3,0,0,0,8,8,8,10,17,7,16,5,7,0,74,87,115,236,277,328,280,179,73,17,1584
SAL30405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,6,15,8,0,0,45
SAL30407,3,0,0,0,0,8,23,44,22,96,0,0,0,0,3,3,0,0,0,8,7,21,66,32,33,54,51,31,6,294,88,228,534,528,570,565,473,292,99,3370
SAL30408,6,0,12,9,27,32,128,255,173,625,0,0,0,3,9,3,3,4,6,34,54,73,135,102,134,105,136,186,251,1173,710,1492,2864,3517,4279,3943,3827,2565,1262,24454
SAL30409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,5,3,0,23
SAL30410,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,3,10,8,9,0,0,44
SAL30411,0,0,0,0,0,6,6,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13,5,11,23,38,43,38,44,23,4,214
SAL30412,0,0,6,0,4,11,23,41,28,108,0,0,3,0,4,0,7,0,5,15,9,10,40,42,38,25,29,22,7,234,165,379,991,1221,1200,947,600,294,110,5912
SAL30413,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,3,3,15,9,16,5,0,52
SAL30414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL30417,0,0,0,0,4,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,21,7,11,25,19,35,23,28,17,0,160
SAL30418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,4,0,0,0,27,0,0,7,12,11,11,10,6,0,64
SAL30419,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,7,0,6,23,12,21,9,0,83
SAL30420,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,17,7,4,0,9,0,0,39,0,26,51,26,33,16,23,4,0,181
SAL30421,0,0,12,8,7,16,38,54,16,150,0,0,4,0,3,0,0,3,0,21,7,11,31,20,20,22,18,20,7,153,78,169,346,314,334,369,348,228,48,2252
SAL30422,4,0,9,9,21,39,104,171,70,430,0,4,15,4,6,6,7,5,3,55,33,15,55,39,45,49,73,65,37,420,165,303,656,481,549,728,800,681,214,4586
SAL30423,0,0,12,11,14,26,46,48,19,183,0,0,5,10,8,3,0,0,0,31,21,23,66,50,35,35,26,16,9,278,108,282,568,437,400,439,341,171,59,2816
SAL30424,3,0,3,7,12,13,42,61,34,179,0,3,7,0,0,7,3,8,0,26,16,27,65,51,70,68,56,55,25,430,93,224,453,342,374,379,381,257,98,2601
SAL30425,0,3,0,6,5,11,15,8,15,62,0,0,0,3,3,4,0,5,3,20,10,12,48,45,31,23,13,16,7,205,119,278,575,656,755,603,494,258,76,3816
SAL30426,0,0,9,21,22,32,71,83,50,283,0,3,3,3,6,5,8,0,3,37,34,34,66,66,53,32,30,20,13,343,207,440,1026,860,803,727,572,264,95,4997
SAL30427,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,8,3,0,0,0,23,0,0,27,10,8,10,9,5,0,63
SAL30428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
SAL30429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,3,11,6,12,0,4,3,0,40
SAL30430,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,0,22,9,3,34,36,38,77,48,24,3,270
SAL30431,0,5,3,8,3,13,26,15,5,80,0,0,0,4,4,3,0,0,0,18,16,42,126,60,50,31,28,9,0,376,63,175,488,355,319,312,195,85,28,2022
SAL30432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,9,9,8,0,0,53
SAL30433,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,4,9,0,5,14,8,8,0,47
SAL30434,0,0,0,0,0,4,3,3,0,15,0,0,0,0,0,0,0,0,0,0,10,8,8,10,15,7,3,3,0,74,19,25,68,90,88,92,66,19,5,473
SAL30435,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,15,5,4,4,0,0,37
SAL30436,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,8,7,6,8,18,27,16,9,0,89
SAL30437,0,0,0,0,0,0,4,11,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,62,121,113,203,396,334,161,53,12,1463
SAL30438,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,19,21,10,0,0,65
SAL30439,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,17,0,10,14,16,20,28,41,8,0,128
SAL30440,0,0,0,0,4,0,10,20,3,31,0,0,0,0,0,0,0,5,0,5,0,0,4,3,0,7,6,5,0,31,40,67,55,83,177,163,154,75,15,825
SAL30441,0,0,4,6,3,11,21,27,15,79,0,4,4,4,3,4,5,0,0,28,12,13,69,50,17,17,21,7,6,207,157,559,1631,1155,540,389,275,104,53,4870
SAL30442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,6,3,3,7,6,7,0,0,38
SAL30443,0,0,0,0,0,4,8,4,0,19,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,21,20,5,0,66,12,36,42,27,32,77,66,16,0,312
SAL30444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,3,6,7,9,0,20,5,0,0,57
SAL30445,0,0,4,4,10,21,36,69,38,187,0,0,3,0,4,0,5,0,0,17,15,68,182,121,103,119,145,106,101,953,168,633,1794,1413,1344,1359,1454,758,303,9229
SAL30446,3,0,4,9,14,33,57,112,69,304,0,0,3,0,3,5,0,11,11,33,15,27,89,71,73,59,42,90,92,553,307,691,1556,2013,2037,1567,1484,1046,466,11170
SAL30447,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,10,0,7,21,11,13,22,12,4,3,97
SAL30448,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,6,0,0,17
SAL30449,0,0,0,3,7,21,59,67,12,170,0,0,0,0,0,0,5,0,0,9,3,6,7,17,29,13,35,21,8,147,51,114,203,237,338,535,667,289,43,2482
SAL30450,0,0,0,7,4,6,12,35,35,100,0,0,0,0,0,3,4,4,0,14,8,7,18,17,13,11,3,9,15,114,89,173,426,400,363,318,275,162,132,2334
SAL30451,3,3,15,17,33,52,153,169,62,509,0,9,5,4,3,7,4,9,0,47,53,49,122,94,88,73,91,73,20,659,523,1178,2250,1991,2076,1957,1527,716,192,12402
SAL30452,0,0,8,14,26,18,106,164,66,405,0,0,7,4,6,0,4,0,6,28,17,23,34,43,46,37,45,61,26,339,283,592,1266,1101,1187,945,981,733,233,7310
SAL30453,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,5,12,3,0,29
SAL30454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30455,0,0,0,0,10,16,58,72,27,188,0,0,0,0,0,0,0,0,0,0,4,0,5,9,9,42,36,21,12,144,22,37,105,118,241,609,841,363,71,2405
SAL30456,0,0,0,0,0,3,8,8,0,16,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,0,9,5,4,31,6,15,18,25,34,53,47,22,4,223
SAL30457,0,0,0,0,0,0,7,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,4,0,23,0,7,11,14,20,58,72,23,0,216
SAL30458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9
SAL30459,0,0,0,0,0,3,5,9,0,19,0,0,0,0,0,0,0,0,0,0,5,5,6,9,3,3,6,4,0,46,14,25,81,126,141,121,59,22,8,602
SAL30460,0,0,0,3,9,16,23,29,8,95,0,0,0,0,0,0,0,0,6,4,22,14,48,48,36,25,8,16,0,217,197,311,835,960,925,652,461,178,28,4544
SAL30461,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,8,6,0,33
SAL30462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,12,5,10,18,13,4,0,66
SAL30463,0,0,0,0,0,6,22,11,6,50,0,0,0,0,0,0,0,0,0,5,0,0,6,0,14,7,18,11,0,53,8,8,21,12,58,125,142,64,9,452
SAL30464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30465,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,5,6,8,4,0,0,0,23
SAL30466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30467,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,3,6,5,4,3,13,11,11,0,0,53,9,17,27,35,41,70,51,14,4,263
SAL30468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,9,4,0,4,0,26
SAL30469,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,3,7,12,0,0,25
SAL30470,0,0,0,0,0,0,11,7,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,4,0,0,30,50,85,114,167,197,156,127,65,7,974
SAL30471,23,10,49,71,124,147,285,388,194,1287,5,0,34,34,24,26,20,19,12,171,122,150,336,272,255,217,248,241,195,2046,881,1837,4238,3677,3396,3106,2774,1750,700,22366
SAL30472,5,9,10,13,37,43,97,104,33,352,0,0,11,5,6,4,6,10,3,44,20,25,85,60,49,49,58,30,17,389,228,508,1189,875,786,727,848,474,132,5765
SAL30473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,6,0,0,12
SAL30474,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,7
SAL30475,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,5,5,6,0,33
SAL30476,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,9,13,12,0,0,64
SAL30477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,8,13,4,0,6,50
SAL30478,0,5,3,5,5,4,17,22,11,74,0,0,0,0,0,0,0,0,0,8,89,252,764,365,453,493,503,246,56,3223,133,486,1454,721,922,948,917,444,95,6126
SAL30479,4,4,4,12,9,20,38,23,13,122,0,0,3,5,3,0,3,0,0,26,29,124,316,193,194,202,190,76,23,1349,115,517,1357,968,909,833,637,267,77,5685
SAL30480,0,5,20,37,42,59,86,79,24,355,4,5,35,36,20,29,48,22,11,213,36,38,151,128,62,57,61,61,63,647,410,1065,3013,3231,2044,1642,1316,504,174,13397
SAL30481,0,0,0,0,0,0,4,8,0,18,0,0,6,0,3,0,0,0,0,6,0,0,4,3,3,12,5,0,0,27,11,14,47,36,60,61,37,18,0,291
SAL30482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,15
SAL30483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,9
SAL30484,0,0,0,0,4,6,4,11,4,27,0,0,0,0,0,0,0,0,0,0,4,0,0,19,10,12,8,11,0,68,14,17,21,60,50,72,38,39,6,309
SAL30485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,14
SAL30486,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,6,8,23,17,23,31,15,9,0,134
SAL30487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,7,4,0,0,17
SAL30488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,20
SAL30489,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,3,10,21,14,9,4,68
SAL30490,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,9,3,0,14,4,9,13,6,7,0,59
SAL30491,3,0,3,0,8,15,54,49,12,149,0,0,0,0,0,0,0,0,0,6,14,17,47,34,29,34,21,15,0,208,152,240,730,717,596,520,381,139,28,3496
SAL30492,0,7,0,0,11,19,42,100,84,259,0,0,0,0,0,0,4,3,3,8,11,13,35,63,55,60,92,95,64,478,77,186,444,400,486,681,767,618,290,3946
SAL30493,0,0,0,11,11,16,50,68,23,172,0,0,0,0,0,0,0,0,0,10,7,8,21,34,16,26,24,37,22,201,183,352,886,1075,827,677,685,462,131,5277
SAL30494,0,0,0,0,0,0,7,5,0,15,0,0,0,0,0,0,0,0,0,0,7,7,11,6,15,8,9,4,0,62,9,25,45,40,64,44,54,14,0,291
SAL30495,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,6,7,9,14,5,0,0,40
SAL30496,5,0,0,4,7,3,21,23,9,76,0,0,0,0,0,0,0,0,0,0,7,15,35,16,22,18,10,12,0,132,52,183,412,244,240,222,158,72,18,1604
SAL30497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL30498,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,8,12,7,32,36,41,29,12,4,176
SAL30499,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,6,13,10,15,7,0,54
SAL30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,22
SAL30501,3,3,11,14,24,34,60,64,15,227,0,0,4,0,11,9,12,8,0,39,12,10,29,47,19,28,23,16,4,184,225,436,924,1003,1018,1012,655,282,54,5614
SAL30502,0,0,5,0,0,8,9,6,0,27,0,0,0,0,0,4,0,0,0,5,3,0,6,9,6,12,15,0,0,50,19,22,50,40,39,85,120,15,0,385
SAL30503,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,14,14,19,16,17,7,0,94
SAL30504,0,0,3,0,4,10,33,54,40,148,0,0,0,0,3,0,3,3,4,17,16,17,30,24,32,23,9,5,9,171,300,800,1577,2010,1990,1109,636,301,143,8864
SAL30505,0,0,0,0,4,0,3,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,23,50,66,87,165,241,215,150,65,12,1068
SAL30506,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,13,5,0,15,9,28,19,18,0,0,99
SAL30507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL30508,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,6,10,17,10,8,4,0,60
SAL30509,0,0,0,0,0,0,9,10,5,18,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,8,0,0,26,14,17,55,65,58,76,72,29,7,394
SAL30510,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,9,12,11,9,0,63
SAL30511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,7
SAL30512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,19,18,5,0,61
SAL30513,0,0,0,0,0,5,5,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,7,13,25,40,48,74,51,22,5,284
SAL30514,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,4,4,0,33
SAL30515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,0,8
SAL30516,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,3,9,12,12,27,16,5,0,87
SAL30517,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,4,9,15,9,8,5,0,59
SAL30518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,16,0,0,3,9,7,8,17,5,0,51
SAL30519,0,0,3,4,13,21,27,40,44,145,0,0,4,0,0,3,8,0,0,14,10,21,51,35,21,21,22,15,7,212,129,495,1290,1166,870,584,369,177,95,5185
SAL30520,0,0,0,0,3,6,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,8,9,0,0,45,9,35,125,168,149,154,103,27,3,779
SAL30521,0,0,0,9,5,19,26,29,3,97,0,0,7,7,4,3,0,3,0,17,31,48,140,84,74,74,67,26,3,538,153,419,1079,1076,936,947,756,259,31,5644
SAL30522,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,9,8,5,18,13,8,0,68
SAL30523,0,0,0,6,0,0,11,7,0,31,0,0,0,0,0,0,0,0,0,5,8,0,8,13,24,9,10,10,0,86,32,38,154,220,234,197,148,63,12,1098
SAL30524,3,0,13,25,27,48,162,192,82,556,0,0,3,3,5,9,4,13,5,42,26,36,103,80,86,63,85,63,72,622,479,1007,2349,2464,2195,2326,1943,895,302,13970
SAL30525,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,8,3,6,16,9,25,20,21,4,0,111
SAL30526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30527,0,0,0,0,0,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,10,12,15,28,7,0,88
SAL30528,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,12,48,44,11,0,127
SAL30529,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,7,7,0,0,37,5,18,62,38,28,57,36,4,0,246
SAL30530,0,0,0,0,3,0,9,11,0,24,0,0,0,0,0,4,6,0,0,8,10,18,21,24,7,20,13,10,5,133,24,53,145,133,91,108,120,42,12,733
SAL30531,0,0,0,0,3,3,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,15,3,3,0,46,5,10,27,53,74,101,44,16,4,341
SAL30532,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,8,5,3,21,16,6,4,59
