SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL10277,37,487,525,726,78,798,392,15,406,384,7,399,147,6,154,69,4,71,1761,590,2348
SAL10278,5,139,141,155,33,189,75,3,78,48,0,50,13,0,13,8,0,8,302,180,486
SAL10279,32,1333,1367,1259,293,1547,832,116,945,642,59,698,315,25,344,240,23,260,3312,1844,5151
SAL10280,0,20,20,33,16,50,6,0,10,16,0,16,6,4,12,3,0,3,71,36,105
SAL10281,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10283,33,570,601,776,46,819,488,9,499,657,5,661,267,4,274,93,0,95,2316,634,2949
SAL10284,4,70,78,76,17,93,32,5,37,25,4,27,5,0,12,13,0,13,151,98,250
SAL10285,0,6,10,18,0,20,3,0,3,0,0,0,5,0,5,0,0,0,28,10,35
SAL10286,4,17,24,14,0,18,4,0,4,4,0,4,4,0,4,3,0,3,36,22,58
SAL10287,0,27,27,18,15,34,10,0,10,5,0,5,4,0,4,0,0,0,39,38,78
SAL10288,0,19,19,22,9,30,0,0,0,0,3,9,4,0,0,0,0,0,30,33,68
SAL10289,5,71,75,68,12,84,16,0,20,17,3,22,7,0,9,8,0,8,125,90,217
SAL10290,0,18,18,32,9,36,3,0,3,9,0,9,0,0,0,0,0,0,45,23,69
SAL10291,3,19,21,24,4,28,13,0,13,11,0,11,6,0,6,7,0,7,67,25,93
SAL10292,0,9,10,12,0,13,9,0,9,5,0,6,0,0,4,0,0,0,25,12,39
SAL10293,0,12,12,9,0,11,3,3,9,0,0,0,4,3,7,4,0,7,21,23,48
SAL10294,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3
SAL10295,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL10296,0,4,5,0,0,3,0,0,0,3,0,3,7,0,8,0,0,0,15,11,25
SAL10297,10,114,125,260,22,279,135,5,148,193,6,197,80,0,82,24,4,25,701,149,853
SAL10298,4,16,15,28,4,35,14,0,16,7,0,7,4,0,4,7,0,7,70,20,88
SAL10299,11,547,559,618,137,754,485,65,547,448,46,493,229,24,254,244,16,261,2034,830,2869
SAL10300,0,10,10,13,0,13,14,0,15,4,0,4,3,0,9,0,0,0,29,12,37
SAL10301,28,393,420,422,59,482,206,12,217,144,9,155,66,6,70,27,0,25,889,481,1369
SAL10302,0,4,4,28,3,33,11,0,10,9,0,8,3,0,6,3,0,3,53,14,70
SAL10303,33,832,864,818,123,940,430,37,472,398,22,423,186,16,203,117,5,129,1989,1040,3026
SAL10304,48,683,727,924,118,1048,524,32,559,552,21,577,226,10,239,119,3,121,2389,866,3258
SAL10305,0,43,47,92,19,111,37,0,40,48,3,56,38,0,35,35,3,33,251,76,321
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,11,287,301,327,82,404,78,19,92,56,4,62,17,8,28,18,0,18,511,401,909
SAL10308,12,216,229,439,21,464,275,4,276,400,0,401,144,5,145,62,0,62,1335,242,1576
SAL10309,20,256,278,503,32,531,324,5,330,447,4,451,153,0,149,52,0,52,1503,295,1793
SAL10310,0,20,20,32,6,40,8,4,11,4,0,4,0,0,0,0,0,0,46,33,71
SAL10311,5,73,82,76,7,78,18,3,21,20,0,23,7,0,7,0,0,0,139,83,225
SAL10312,0,42,47,51,25,80,15,0,14,13,0,18,0,0,9,0,0,0,88,72,160
SAL10313,0,6,10,13,0,15,4,0,4,4,0,4,0,0,0,0,0,0,28,10,35
SAL10314,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAL10315,8,171,179,160,34,195,69,12,83,62,11,79,26,6,29,6,0,12,333,235,568
SAL10316,0,4,4,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,12,5,12
SAL10317,13,184,194,188,18,211,58,6,67,44,6,49,22,3,24,14,0,14,339,219,553
SAL10318,3,15,15,19,7,24,12,0,12,9,0,12,4,0,4,6,0,6,58,19,72
SAL10319,6,59,62,130,41,169,29,7,38,41,11,48,16,6,20,10,0,12,229,119,346
SAL10320,0,12,8,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,9,12,15
SAL10321,23,336,355,519,47,569,126,9,139,130,5,142,64,8,71,25,3,29,889,412,1305
SAL10322,0,13,13,11,0,11,3,0,3,4,0,4,0,0,0,0,0,0,21,12,31
SAL10323,0,4,7,11,0,9,0,0,0,0,0,3,0,0,0,0,0,0,13,8,14
SAL10324,0,13,13,39,0,39,10,0,13,7,4,14,0,0,0,0,0,0,61,19,75
SAL10325,0,4,4,6,0,10,0,0,0,4,0,4,4,0,4,0,0,0,15,3,18
SAL10326,0,6,4,22,3,22,8,0,8,0,0,8,0,0,3,0,0,7,34,7,41
SAL10327,0,18,25,21,5,31,9,0,12,5,0,5,0,0,3,0,0,0,41,31,69
SAL10328,0,11,11,6,0,7,0,0,3,0,0,0,0,0,0,0,0,0,7,15,23
SAL10329,12,174,191,208,29,239,130,6,139,181,10,187,79,4,81,35,0,35,648,224,872
SAL10330,36,724,762,912,119,1031,602,48,654,702,26,732,302,10,318,176,4,176,2726,943,3666
SAL10331,0,3,3,11,0,11,6,0,6,3,0,6,0,0,0,0,0,0,25,9,31
SAL10332,0,30,30,70,13,80,33,6,33,26,4,34,13,0,13,10,3,11,145,52,197
SAL10333,44,1337,1386,1628,201,1828,1180,71,1253,1101,51,1147,521,36,551,380,12,394,4858,1707,6565
SAL10334,15,366,385,389,43,431,244,10,251,283,17,298,121,7,129,56,5,61,1110,448,1556
SAL10335,0,6,6,3,0,3,7,0,7,3,3,8,0,0,6,0,0,0,17,10,29
SAL10336,0,7,10,18,0,20,0,0,0,0,0,0,5,0,5,0,0,0,27,12,35
SAL10337,3,8,10,12,0,22,5,0,4,5,3,8,6,0,5,0,0,0,30,19,45
SAL10338,0,3,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13
SAL10339,11,312,329,334,61,395,234,39,273,167,41,212,111,12,124,102,18,116,960,484,1448
SAL10340,0,6,5,20,7,26,6,0,6,9,0,7,0,0,0,0,0,0,31,13,45
SAL10341,0,6,6,5,6,14,5,0,3,5,0,5,0,0,0,0,0,0,11,19,35
SAL10342,0,3,3,8,0,11,8,0,8,4,0,3,0,0,0,0,0,0,21,5,29
SAL10343,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7
SAL10344,0,6,10,22,0,22,9,0,9,6,0,6,6,0,6,0,0,0,39,13,49
SAL10345,4,43,43,44,4,49,9,0,10,10,0,9,4,0,4,0,0,0,70,54,121
SAL10346,0,35,37,33,9,41,32,4,32,20,3,18,18,0,14,9,0,9,107,50,159
SAL10347,17,287,300,409,71,481,199,21,219,180,11,189,89,5,95,38,0,34,932,395,1320
SAL10348,3,39,45,74,15,93,27,0,27,39,0,38,13,0,13,9,0,9,161,56,221
SAL10349,0,14,14,43,0,48,12,6,19,14,0,13,5,0,7,3,0,3,77,20,101
SAL10350,18,156,174,421,24,443,194,4,193,276,3,279,125,0,126,32,0,32,1054,184,1247
SAL10351,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6
SAL10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10353,3,12,13,19,0,25,3,0,9,6,0,3,0,0,4,0,0,0,35,20,54
SAL10354,0,20,27,19,10,32,11,8,17,12,3,13,3,0,3,6,3,7,50,46,92
SAL10355,0,11,11,9,8,14,5,0,6,3,0,3,0,0,0,0,0,0,17,24,42
SAL10356,0,10,13,27,4,27,12,0,12,13,0,13,9,0,9,3,0,3,60,13,73
SAL10357,3,59,64,77,13,88,41,4,44,33,0,38,9,0,13,12,0,12,170,81,255
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,5,5,11,0,11,3,0,3,4,0,5,3,0,3,0,0,0,19,8,31
SAL10360,0,7,6,10,4,18,4,0,4,8,0,8,0,0,0,4,0,4,33,9,40
SAL10361,4,66,71,68,26,96,22,4,23,18,6,24,8,0,8,7,0,9,139,96,239
SAL10362,0,37,40,43,15,51,6,3,13,10,0,13,3,0,3,6,0,6,72,56,126
SAL10363,0,9,9,11,7,11,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19
SAL10364,9,216,228,249,49,294,40,3,43,39,0,38,19,0,18,11,0,12,366,273,639
SAL10365,0,3,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13
SAL10366,0,25,24,41,7,50,10,3,10,10,0,4,3,0,3,0,0,0,61,30,95
SAL10367,0,0,0,4,0,4,0,0,0,5,0,4,0,0,0,0,0,0,8,0,14
SAL10368,3,13,15,14,9,17,3,0,3,7,3,11,3,0,7,0,0,4,36,25,56
SAL10369,8,31,31,39,7,45,18,0,19,14,0,16,4,0,5,3,0,3,94,40,131
SAL10370,0,15,14,21,0,19,14,4,13,4,4,13,4,0,10,8,0,9,50,19,69
SAL10371,5,116,116,97,28,121,22,7,33,22,0,20,12,0,12,4,3,10,168,150,317
SAL10372,0,13,11,14,0,14,3,0,3,3,0,3,9,0,9,4,0,4,31,13,42
SAL10373,24,320,345,442,55,502,193,11,208,198,3,199,53,3,53,17,4,18,930,393,1325
SAL10374,0,8,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,8,14
SAL10375,0,7,7,0,4,4,0,0,0,7,0,7,0,0,0,0,0,0,11,8,23
SAL10376,10,282,294,218,85,308,111,70,184,82,43,127,36,14,50,34,3,44,502,500,1006
SAL10377,0,8,8,6,0,6,3,0,3,0,0,0,3,0,3,0,0,0,14,8,20
SAL10378,3,178,180,211,30,234,161,12,177,175,14,192,96,7,102,109,11,119,759,251,1007
SAL10379,0,17,17,31,6,37,5,0,5,13,0,13,5,0,5,4,0,4,61,25,78
SAL10380,0,12,18,17,0,20,12,0,12,14,0,12,7,0,7,0,0,0,44,19,63
SAL10381,0,3,3,16,0,11,3,0,3,0,0,0,0,0,0,0,0,0,13,4,25
SAL10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL10383,6,152,161,218,23,242,29,6,31,32,0,32,15,0,15,3,0,3,300,183,480
SAL10384,3,17,23,46,0,49,27,3,26,37,0,36,15,0,15,13,0,13,139,26,165
SAL10385,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SAL10386,0,21,21,40,4,46,15,0,14,15,7,21,13,0,12,0,0,0,78,35,113
SAL10387,0,17,17,27,7,36,5,0,5,11,0,11,7,0,7,10,0,10,63,21,85
SAL10388,0,24,25,25,8,36,10,0,12,12,0,12,8,3,9,0,0,0,54,36,90
SAL10389,15,295,314,365,44,409,134,6,140,154,5,158,61,6,62,39,3,39,771,358,1126
SAL10390,11,262,271,408,37,445,195,10,203,181,9,197,96,3,99,37,0,37,932,323,1255
SAL10391,5,266,270,283,70,352,197,38,238,128,35,160,72,15,92,99,19,115,784,444,1230
SAL10392,59,775,841,749,124,875,254,31,287,157,13,167,52,7,65,26,0,27,1301,952,2252
SAL10393,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,8
SAL10394,3,50,50,20,8,31,13,0,13,6,0,6,3,0,3,6,0,6,40,63,97
SAL10395,11,242,254,256,41,296,105,10,118,97,4,101,38,0,38,12,0,17,520,295,815
SAL10396,134,3572,3710,3894,821,4716,3141,366,3503,2950,230,3185,1289,125,1412,950,64,1017,12353,5180,17535
SAL10397,0,5,7,11,8,22,3,3,8,6,5,3,0,0,0,3,0,3,23,20,48
SAL10398,11,264,273,279,50,329,116,6,119,84,8,95,37,3,37,15,0,10,535,331,872
SAL10399,8,83,87,172,25,190,161,4,168,200,12,203,83,4,81,70,5,76,686,123,805
SAL10400,0,25,25,22,4,33,23,6,25,20,0,20,13,0,14,17,3,18,92,39,128
SAL10401,5,18,16,16,0,17,4,0,3,10,0,10,3,0,3,0,0,0,41,16,54
SAL10402,17,333,357,509,35,547,367,21,394,432,13,451,231,6,240,129,0,130,1696,415,2107
SAL10403,0,8,8,13,0,12,5,0,10,5,0,5,4,0,5,0,0,0,24,11,32
SAL10404,0,6,6,3,0,3,9,0,9,0,0,4,4,0,5,0,0,5,14,4,21
SAL10405,0,22,25,34,11,45,7,4,10,8,0,5,5,0,0,0,0,0,53,42,94
SAL10406,39,537,575,886,69,956,438,14,455,481,12,486,206,9,208,83,0,83,2129,632,2766
SAL10407,0,5,3,12,4,23,7,0,7,7,0,7,4,0,4,3,0,3,33,9,40
SAL10408,0,12,13,45,5,47,36,5,39,36,0,36,23,0,19,20,0,20,154,20,172
SAL10409,26,396,419,422,51,468,194,7,204,144,4,145,87,7,90,48,0,48,924,465,1392
SAL10410,32,431,461,651,76,717,403,17,417,396,15,412,164,0,170,83,3,88,1728,543,2271
SAL10411,0,15,15,24,3,30,11,0,11,11,0,7,5,0,6,3,0,3,49,27,74
SAL10412,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL10413,5,185,184,162,35,199,55,3,57,49,7,54,15,0,14,5,0,5,286,229,515
SAL10414,34,390,419,660,90,750,402,24,425,391,10,393,199,3,199,101,0,103,1782,517,2299
SAL10415,3,48,51,20,11,31,9,9,10,5,7,10,3,0,3,0,0,0,41,74,114
SAL10416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL10417,0,7,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,7,12
SAL10418,0,7,7,11,4,15,0,0,0,7,0,7,5,0,5,0,0,0,20,6,28
SAL10419,3,40,50,45,11,58,7,0,7,4,3,8,5,0,5,0,0,0,66,59,130
SAL10420,4,114,119,206,18,223,99,3,101,89,3,93,42,0,43,43,3,47,481,141,625
SAL10421,36,467,504,668,78,744,344,28,370,265,8,271,131,3,133,63,0,60,1505,579,2084
SAL10422,0,10,10,6,0,6,3,0,3,3,0,5,4,0,3,0,0,0,18,8,28
SAL10423,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SAL10424,8,53,68,135,18,151,53,3,58,58,4,64,28,0,28,10,0,10,293,82,373
SAL10425,0,0,0,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,10,0,11
SAL10426,0,12,12,25,6,32,10,0,10,11,0,9,5,0,5,0,0,0,47,17,62
SAL10427,0,0,0,14,6,20,5,0,9,0,0,4,3,0,3,4,0,4,32,4,37
SAL10428,0,75,73,116,12,129,29,7,35,29,0,29,9,6,13,5,0,9,183,99,284
SAL10429,0,5,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12
SAL10430,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3
SAL10431,0,14,14,21,5,23,5,0,5,7,0,7,0,0,0,0,0,0,43,12,56
SAL10432,0,4,4,9,0,7,0,0,0,0,0,0,0,0,4,0,0,0,11,6,22
SAL10433,3,85,95,129,24,158,35,5,47,26,3,30,12,0,12,8,0,10,224,127,353
SAL10434,0,8,8,12,0,14,3,6,4,0,0,0,0,0,0,0,0,0,16,13,30
SAL10435,0,5,5,10,0,8,5,0,4,10,0,10,0,0,0,0,0,0,23,6,31
SAL10436,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18
SAL10437,0,27,27,32,12,41,11,3,7,15,0,16,3,0,10,7,0,7,65,36,105
SAL10438,22,315,340,357,55,406,164,27,192,214,10,224,78,0,82,30,0,30,858,412,1275
SAL10439,0,5,9,10,8,17,5,0,6,0,4,3,0,0,0,0,0,0,13,25,38
SAL10440,0,92,91,55,40,104,27,22,45,31,22,55,16,9,22,26,8,34,168,191,357
SAL10441,0,178,179,146,55,202,57,13,70,46,5,52,28,5,26,5,0,7,286,257,545
SAL10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10443,0,8,8,19,6,17,15,7,21,3,5,11,5,0,4,5,0,5,42,31,75
SAL10444,0,0,0,14,4,12,3,0,3,4,0,4,4,0,4,0,0,4,21,5,26
SAL10445,0,11,7,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SAL10446,0,13,14,13,0,16,4,0,7,0,0,0,0,0,0,0,0,0,24,16,41
SAL10447,0,8,13,11,0,12,0,0,0,0,0,0,4,0,4,0,0,0,22,14,36
SAL10448,18,207,225,260,35,290,116,9,127,104,3,106,41,0,45,31,0,31,560,256,817
SAL10449,3,83,90,159,14,174,70,6,73,82,7,89,42,0,46,14,0,14,376,110,484
SAL10450,25,130,149,312,17,332,194,0,196,261,5,267,118,0,119,48,3,49,954,160,1117
SAL10451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10452,38,992,1030,956,141,1095,318,32,351,258,24,289,125,15,135,62,7,71,1758,1221,2978
SAL10453,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10
SAL10454,0,215,215,197,33,234,58,8,68,55,8,65,25,0,28,7,0,10,344,266,613
SAL10455,0,7,11,18,9,26,10,0,6,7,0,4,4,0,4,5,0,5,34,16,51
SAL10456,0,21,21,59,4,64,33,0,31,29,0,32,19,0,23,7,0,7,136,28,171
SAL10457,0,9,13,23,3,21,12,0,15,11,0,11,9,0,9,0,0,0,47,14,66
SAL10458,6,24,24,42,0,40,16,0,15,16,0,16,9,3,9,0,0,0,79,30,112
SAL10459,0,0,0,10,3,7,6,0,6,0,0,0,0,0,3,0,0,0,11,9,23
SAL10460,0,0,0,4,3,8,5,0,5,0,0,0,3,0,3,0,0,0,14,3,15
SAL10461,9,84,86,57,13,67,15,0,15,0,0,0,0,0,5,3,0,3,88,98,182
SAL10462,45,1543,1591,1281,559,1847,530,195,723,385,54,439,96,25,124,44,7,45,2392,2382,4772
SAL10463,80,1980,2057,1521,665,2185,492,207,695,379,46,428,84,12,99,25,6,32,2585,2915,5503
SAL10464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10465,65,1588,1651,1374,457,1826,520,144,665,402,64,465,91,17,107,43,3,42,2490,2264,4760
SAL10466,11,342,361,569,50,623,246,13,255,211,3,215,93,0,91,43,4,44,1168,422,1588
SAL10467,6,68,80,252,6,257,131,0,134,185,5,188,62,0,62,23,0,23,661,83,750
SAL10468,15,257,278,478,68,543,152,12,163,158,11,168,55,0,55,32,0,32,890,349,1241
SAL10469,21,468,486,607,77,691,557,37,587,602,34,640,330,14,343,254,12,270,2376,640,3020
SAL10470,6,191,198,434,30,466,357,13,370,440,18,458,293,6,298,250,7,260,1786,262,2050
SAL10471,5,19,22,19,7,25,6,0,10,3,0,3,0,0,0,0,0,0,36,28,60
SAL10472,15,160,172,337,37,375,150,9,154,177,8,180,77,5,78,56,0,62,810,216,1023
SAL10473,0,13,17,14,7,20,4,0,5,8,0,8,5,0,5,0,0,0,35,22,54
SAL10474,0,6,6,10,3,13,3,0,7,0,0,0,8,7,8,4,0,4,25,16,42
SAL10475,15,217,227,246,36,281,71,10,81,49,0,46,22,0,20,13,0,13,416,268,677
SAL10476,0,13,13,20,3,23,3,0,9,5,0,9,4,0,4,5,0,5,32,17,51
SAL10477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10479,0,11,12,13,3,11,8,0,11,0,0,9,0,0,0,0,0,0,27,22,41
SAL10480,10,191,201,211,34,247,87,7,96,80,5,83,36,0,32,13,0,13,439,243,677
SAL10481,0,5,5,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,10,4,11
SAL10482,0,7,9,11,3,14,11,0,11,4,3,4,0,0,0,0,0,0,28,14,39
SAL10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10484,0,0,4,13,0,14,3,0,3,4,0,5,7,0,7,4,0,4,30,3,34
SAL10485,0,49,50,63,34,97,17,0,21,19,0,17,9,4,16,4,0,8,117,88,206
SAL10486,0,6,3,10,5,11,0,0,0,7,0,7,4,0,3,0,0,0,24,10,29
SAL10487,0,40,42,12,16,25,3,6,7,6,5,14,4,0,3,3,0,7,34,67,100
SAL10488,0,3,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13
SAL10489,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,13,0,13
SAL10490,0,3,3,5,0,7,0,0,0,3,0,3,0,0,0,5,0,5,13,12,24
SAL10491,0,6,6,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9
SAL10492,0,6,13,21,0,21,5,0,5,6,3,13,0,0,0,5,0,5,35,15,50
SAL10493,9,189,197,195,34,225,86,8,95,54,0,60,20,0,24,22,5,21,382,236,618
SAL10494,0,41,41,49,11,53,29,0,26,23,3,31,12,0,12,8,0,5,116,53,172
SAL10495,0,0,0,8,0,8,0,0,4,0,0,0,0,0,0,0,0,0,6,0,9
SAL10496,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SAL10497,0,7,7,11,0,14,5,4,6,3,0,3,0,0,0,0,0,0,17,10,26
SAL10498,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7
SAL10499,12,79,88,124,29,156,106,20,128,113,14,126,56,6,60,8,8,15,426,153,577
SAL10500,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,12,0,18
SAL10501,8,270,277,254,68,323,78,20,96,52,17,63,33,7,34,23,5,34,447,383,827
SAL10502,0,14,16,33,7,37,6,0,8,5,0,10,3,0,3,0,0,0,53,20,76
SAL10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10504,0,6,6,17,6,18,0,0,0,4,0,4,0,0,0,0,0,0,29,10,36
SAL10505,0,5,6,11,0,13,0,3,8,3,0,3,4,0,4,5,0,5,23,14,38
SAL10506,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,6,4,11
SAL10507,0,11,11,9,6,18,5,0,9,8,0,10,5,0,5,0,0,0,29,20,48
SAL10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10509,0,3,3,9,0,9,9,0,9,6,0,6,6,0,6,0,0,0,31,3,36
SAL10510,0,15,23,37,3,37,9,0,9,7,0,7,4,0,4,0,0,0,62,25,83
SAL10511,0,10,11,73,5,78,14,4,19,35,0,35,9,0,16,9,0,8,141,25,168
SAL10512,0,6,11,14,4,22,5,0,5,8,0,13,0,0,0,0,0,0,28,12,43
SAL10513,20,649,667,1081,98,1185,807,30,834,860,32,894,571,35,607,436,17,449,3781,860,4645
SAL10514,0,15,11,12,12,18,11,0,11,4,0,8,0,0,0,0,0,0,31,21,50
SAL10515,58,1194,1255,1288,221,1513,854,75,925,860,22,880,270,15,285,104,7,107,3436,1533,4970
SAL10516,0,3,3,10,0,10,8,0,6,11,0,12,6,0,6,4,0,4,27,11,42
SAL10517,0,7,7,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,7,7,17
SAL10518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10519,4,4,4,5,0,3,0,0,0,3,0,3,4,0,4,0,0,0,9,4,19
SAL10520,12,216,229,140,42,187,91,20,113,57,14,72,44,9,58,26,3,29,366,309,680
SAL10521,26,194,224,335,32,368,159,15,177,208,9,215,86,0,91,40,0,40,862,255,1112
SAL10522,0,11,10,12,5,16,7,0,7,7,0,10,0,0,0,0,0,0,31,17,44
SAL10523,0,0,0,3,0,3,5,0,5,5,0,5,0,0,0,5,0,5,18,0,17
SAL10524,4,69,76,126,10,135,89,6,96,120,6,120,49,3,50,30,0,31,419,87,512
SAL10525,0,10,11,18,0,18,4,0,4,3,0,3,6,0,6,0,0,0,30,8,41
SAL10526,5,81,83,163,13,174,105,5,107,95,4,101,48,0,54,23,0,23,442,101,543
SAL10527,5,300,308,204,47,251,95,13,107,96,5,102,50,10,59,17,8,24,460,388,846
SAL10528,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7
SAL10529,0,14,14,26,12,40,4,0,4,0,0,4,0,0,4,4,0,4,38,26,58
SAL10530,3,0,4,6,0,6,4,0,6,0,0,0,0,0,0,0,0,0,17,3,20
SAL10531,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6
SAL10532,0,5,8,12,4,13,4,0,4,0,0,0,3,0,3,0,0,0,30,10,43
SAL10533,0,44,45,85,13,102,33,0,37,21,0,21,22,0,20,7,0,7,174,61,235
SAL10534,56,1410,1469,1725,186,1907,460,36,493,486,27,517,203,19,222,83,5,90,3020,1680,4701
SAL10535,8,155,162,124,47,169,47,4,49,54,3,56,27,3,34,17,5,22,274,213,490
SAL10536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10537,23,138,158,473,36,503,450,8,460,566,16,582,201,3,203,80,0,80,1792,195,1988
SAL10538,0,16,16,32,4,33,9,6,10,17,0,17,9,0,10,5,0,5,66,22,88
SAL10539,0,17,17,9,10,16,10,3,12,0,0,0,0,0,0,0,0,0,16,26,46
SAL10540,26,709,735,880,146,1017,550,41,593,515,26,545,233,15,249,202,15,215,2400,949,3353
SAL10541,0,8,11,7,0,11,5,0,5,0,0,0,4,0,4,0,0,0,23,14,29
SAL10542,3,54,52,96,5,102,57,8,63,70,0,70,19,0,17,23,0,23,260,72,331
SAL10543,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9
SAL10544,20,265,283,231,39,275,81,11,94,61,12,73,35,9,35,10,0,11,440,329,776
SAL10545,3,24,28,88,3,92,43,0,43,33,0,39,27,0,27,11,0,11,205,32,238
SAL10546,18,136,153,241,24,268,125,4,124,136,5,142,78,0,77,33,0,33,631,172,798
SAL10547,0,14,18,36,3,35,14,0,14,15,0,20,3,0,3,9,0,9,77,16,95
SAL10548,0,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12
SAL10549,3,86,89,94,14,111,39,7,41,34,0,34,15,0,16,19,0,20,208,110,312
SAL10550,0,17,14,22,3,27,8,0,3,6,0,6,0,0,0,4,0,4,38,17,50
SAL10551,8,22,31,15,6,31,10,4,16,10,0,11,3,0,3,8,0,8,48,40,88
SAL10552,0,0,6,19,0,23,5,0,0,5,0,5,6,0,6,0,0,0,30,0,40
SAL10553,0,4,4,7,4,7,5,0,5,0,0,0,0,0,0,0,0,0,16,3,15
