SAL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
SAL10191,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,4,4,0,34
SAL10192,9,5,3,11,4,8,0,0,78,0,0,0,0,0,0,0,0,0,0,0,52,10,10,5,0,11,5,12,0,0,115
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,23,0,4,0,10,0,0,4,283,0,0,0,0,0,0,0,0,0,0,0,516,63,33,0,10,5,10,7,0,3,645
SAL10195,569,145,128,118,92,49,19,40,2676,0,0,0,0,0,0,0,0,0,6,4,853,911,625,167,134,125,100,49,25,48,3053
SAL10196,44,16,6,16,11,5,0,7,558,0,0,0,0,0,0,0,0,0,0,0,555,72,55,15,4,17,9,5,0,16,752
SAL10197,34,11,11,11,5,3,0,9,547,0,0,0,0,0,0,0,0,0,0,5,605,61,50,15,10,14,9,3,0,15,772
SAL10198,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16
SAL10199,9,0,0,0,4,4,0,3,143,0,0,0,0,0,0,0,0,0,0,0,451,25,21,0,3,6,4,4,0,12,527
SAL10200,14,0,3,4,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,70,4,20,3,4,8,3,0,0,3,121
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,43
SAL10203,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,34
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,73,9,9,0,0,0,0,0,0,0,86
SAL10206,12,4,0,7,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,98,18,15,4,0,7,10,0,0,6,154
SAL10207,3,0,0,0,11,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,65,3,8,0,3,3,11,5,0,3,97
SAL10208,42,3,8,4,3,9,0,6,565,0,0,0,0,0,0,0,0,0,0,5,969,62,62,7,11,13,8,9,6,26,1170
SAL10209,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,81,6,0,0,0,5,0,0,0,0,99
SAL10210,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13
SAL10211,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18
SAL10212,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,23
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10217,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,4,4,0,0,0,0,0,0,0,32
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10223,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,169,0,9,0,0,0,0,0,0,11,192
SAL10224,336,89,49,62,70,23,16,77,3157,3,0,0,0,0,0,0,0,0,3,8,2382,419,359,91,51,73,79,29,16,97,3594
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10226,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,12
SAL10227,32,4,7,4,14,5,3,11,311,3,0,0,0,0,0,0,0,0,6,3,1024,176,119,29,14,15,26,9,4,46,1463
SAL10228,9,8,5,12,8,8,0,3,97,0,0,0,0,0,0,0,0,0,0,0,225,19,17,9,8,12,8,11,0,22,331
SAL10229,15,7,4,10,0,7,0,0,90,0,0,0,0,0,0,0,0,0,0,0,191,22,21,7,4,13,4,7,0,12,280
SAL10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10231,147,36,58,79,87,41,6,7,685,4,0,0,0,0,0,0,0,0,3,9,443,161,190,48,67,92,98,44,7,23,1175
SAL10232,9,4,0,4,7,3,0,4,74,0,0,0,0,0,0,0,0,0,0,0,95,21,12,9,11,4,5,8,0,4,167
SAL10233,1915,381,423,387,446,176,85,164,11504,4,0,4,0,0,0,0,0,0,10,17,7785,2816,2281,455,493,458,495,216,101,251,15348
SAL10234,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,32
SAL10235,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,96,10,0,0,0,0,0,0,0,8,113
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,27,4,0,0,10,5,0,6,196,5,0,0,0,0,0,0,0,0,0,4,796,98,70,25,4,9,10,17,4,30,1059
SAL10238,83,33,13,41,31,11,0,33,1104,0,0,0,0,0,0,0,0,0,0,6,1485,355,201,45,23,48,49,19,7,52,2285
SAL10239,33,11,11,7,14,0,0,14,225,0,0,0,0,0,0,0,0,0,0,0,205,60,67,22,19,16,18,0,3,13,429
SAL10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10242,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,7,0,0,0,0,0,0,0,31
SAL10243,359,83,74,74,46,25,5,26,2664,3,0,0,0,0,0,0,0,0,0,8,2168,671,503,126,118,99,68,26,7,43,3841
SAL10244,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL10245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SAL10246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10247,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SAL10248,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,0,64
SAL10249,378,65,109,67,85,37,16,48,2637,0,0,0,0,0,0,0,0,0,0,0,2224,554,449,77,125,77,113,57,20,77,3774
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,11
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10253,30,21,21,7,5,5,0,3,168,0,0,0,0,0,0,0,0,0,3,3,284,43,54,26,27,8,10,5,0,13,469
SAL10254,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
SAL10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
SAL10257,165,30,48,40,28,11,3,38,2070,0,0,0,0,0,0,0,0,0,0,0,1824,256,195,29,51,38,36,7,3,51,2496
SAL10258,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,19
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10261,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,4,58
SAL10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8
SAL10263,361,62,65,63,102,37,15,41,3377,0,0,0,0,0,0,0,0,0,3,3,2668,625,421,83,75,74,126,56,21,61,4200
SAL10264,68,9,7,20,4,0,0,8,314,6,0,0,0,0,0,0,0,0,0,8,488,56,89,16,11,26,17,0,0,26,742
SAL10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,13
SAL10266,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6
SAL10267,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26
SAL10268,11,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,93,17,19,3,0,0,0,0,0,9,143
SAL10269,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,47,3,9,0,0,0,0,0,0,0,52
SAL10270,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,28
SAL10271,149,55,54,79,68,40,11,25,1241,0,0,0,0,0,0,0,0,0,5,3,2177,407,454,133,149,155,161,67,24,57,3785
SAL10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10273,17,8,4,6,7,0,0,5,102,0,0,0,0,0,0,0,0,0,5,5,441,53,41,16,10,3,9,4,0,25,605
SAL10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10
SAL10275,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL10276,38,8,20,8,12,4,0,7,229,5,0,0,0,0,0,0,0,0,0,5,480,82,86,14,28,14,15,12,3,20,748
SAL10277,15,9,6,8,5,0,0,3,159,0,0,0,0,0,0,0,0,0,0,0,341,84,37,16,7,14,4,3,3,20,534
SAL10278,5,3,0,3,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,65,6,5,3,0,0,0,0,0,5,85
SAL10279,663,179,198,193,216,73,8,116,5633,0,0,0,0,0,0,0,0,0,89,92,3816,784,747,195,229,218,241,96,14,231,6568
SAL10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10283,96,10,31,17,12,7,0,14,959,4,0,0,0,0,0,0,0,0,3,12,1675,341,252,35,43,35,33,23,5,51,2485
SAL10284,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,46,6,3,0,0,0,0,0,0,0,58
SAL10285,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,15
SAL10286,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12
SAL10287,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,20
SAL10288,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13
SAL10289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,38
SAL10290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
SAL10291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
SAL10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,13
SAL10293,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10297,3,0,0,0,4,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,241,73,48,0,4,0,6,0,0,4,378
SAL10298,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,12
SAL10299,612,140,229,258,247,43,15,143,4698,0,3,0,0,4,0,0,0,0,4,17,2577,749,651,153,248,270,260,46,15,162,5125
SAL10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4
SAL10301,34,10,22,34,20,0,0,3,161,0,0,0,0,0,0,0,0,0,0,0,146,24,44,8,29,34,23,0,0,10,318
SAL10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17
SAL10303,71,25,15,15,12,6,3,16,936,4,0,0,0,0,0,0,0,0,8,8,1338,106,93,24,21,18,12,8,3,41,1663
SAL10304,33,3,18,4,14,3,0,3,229,3,0,0,0,0,0,0,0,0,9,13,696,95,90,10,30,6,20,13,8,43,1000
SAL10305,5,15,0,0,4,0,0,0,128,0,0,0,0,0,0,0,0,0,234,239,161,10,5,16,0,0,4,0,0,241,440
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,4,0,4,0,6,0,0,0,53,3,0,0,0,0,0,0,0,0,0,3,199,22,7,0,3,3,9,0,0,13,261
SAL10308,81,29,3,0,10,3,0,3,506,0,0,0,0,0,0,0,0,0,0,0,779,243,164,32,15,11,13,3,0,13,1261
SAL10309,55,19,20,13,6,12,3,0,369,3,0,0,0,0,0,0,0,0,0,3,701,193,111,24,25,9,8,20,3,15,1107
SAL10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,31
SAL10311,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,43,4,0,7,0,0,3,0,0,0,65
SAL10312,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,27
SAL10313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10315,5,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,106,12,9,0,3,0,0,0,0,4,137
SAL10316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL10317,6,0,3,3,3,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,62,5,11,0,7,3,3,0,0,3,99
SAL10318,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,49
SAL10319,0,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,113,23,5,0,0,0,5,0,0,6,158
SAL10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10321,0,0,3,3,4,0,0,12,52,0,0,0,0,0,0,0,0,0,3,3,399,22,29,3,9,5,6,0,0,36,515
SAL10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10323,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13
SAL10324,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11
SAL10325,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,4
SAL10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL10327,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8
SAL10328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10329,64,11,12,7,14,6,4,14,689,0,0,0,0,0,0,0,0,0,88,88,656,84,89,16,14,8,13,9,4,104,997
SAL10330,344,99,114,128,112,46,8,81,4041,0,0,0,0,0,0,0,0,0,7,13,3093,595,395,126,127,145,125,44,11,104,4772
SAL10331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10
SAL10332,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,9,6,0,0,0,0,5,5,3,48
SAL10333,657,145,159,175,176,57,18,305,6813,6,0,0,0,0,0,0,0,0,184,189,5397,951,788,165,185,191,192,59,18,534,8482
SAL10334,92,33,30,30,23,5,8,31,1317,0,0,0,0,0,0,0,0,0,0,0,1177,137,122,35,36,38,28,6,8,36,1619
SAL10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
SAL10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10339,87,17,17,6,18,15,0,14,671,0,0,0,0,0,0,0,0,0,0,0,590,136,97,19,22,9,24,22,0,30,938
SAL10340,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15
SAL10341,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SAL10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10345,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,21
SAL10346,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,8,5,0,0,0,0,0,0,0,67
SAL10347,8,7,0,3,0,0,0,0,91,0,0,0,0,0,0,0,0,0,25,25,398,56,30,13,3,6,11,6,0,28,550
SAL10348,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,37,5,9,0,0,0,0,0,0,0,56
SAL10349,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,12,7,0,0,0,4,0,0,0,71
SAL10350,20,0,3,3,5,4,0,0,157,0,0,0,0,0,0,0,0,0,0,0,671,152,89,6,6,20,16,13,0,11,992
SAL10351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
SAL10354,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,10,7,0,6,0,0,0,0,6,51
SAL10355,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,3,12
SAL10356,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,3,0,0,0,22
SAL10357,0,6,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,79,4,0,6,0,0,0,0,0,10,100
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL10361,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,39
SAL10362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18
SAL10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL10364,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,67,3,4,0,3,0,0,0,0,5,81
SAL10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,36
SAL10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10368,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,8
SAL10369,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,0,0,5,0,0,0,52
SAL10370,0,0,0,6,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,9,11,0,0,3,0,6,0,0,48
SAL10371,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,39
SAL10372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
SAL10373,28,3,8,3,7,0,4,0,165,0,0,0,0,0,0,0,0,0,0,0,556,111,109,20,18,32,19,6,17,5,893
SAL10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10376,92,44,75,72,93,31,5,14,528,0,0,0,0,0,0,0,0,0,0,0,135,86,120,47,86,84,103,37,3,17,718
SAL10377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10378,132,53,44,47,41,22,3,46,1397,0,0,0,0,0,0,0,0,0,0,0,945,216,144,52,55,47,41,22,3,48,1565
SAL10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11
SAL10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14
SAL10381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
SAL10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10383,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,135,9,0,0,0,6,0,5,0,3,155
SAL10384,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,45
SAL10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10386,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,6,3,0,0,0,0,0,0,4,31
SAL10387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,15
