SAL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
SAL30233,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4
SAL30234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
SAL30235,245,73,92,81,129,61,17,32,1873,0,0,0,0,0,0,0,0,0,4,4,1929,560,446,96,117,106,159,87,15,75,3597
SAL30236,118,20,16,3,21,0,0,14,618,0,0,0,0,0,0,0,0,0,0,0,735,288,219,36,32,18,31,7,0,30,1391
SAL30237,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,12
SAL30238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,12
SAL30239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30240,173,16,12,31,25,14,13,5,754,0,0,0,0,0,0,0,0,0,0,4,371,321,252,33,16,36,31,14,19,22,1106
SAL30241,88,14,10,40,32,6,15,7,346,0,0,0,0,0,0,0,0,0,0,0,249,144,113,20,17,41,38,10,15,20,673
SAL30242,70,11,25,12,19,4,0,78,502,0,0,0,0,0,0,0,0,0,28,22,1057,175,128,19,26,49,31,12,7,215,1727
SAL30243,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,37
SAL30244,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,38,7,7,0,0,0,0,0,0,3,59
SAL30245,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,6,0,0,0,22
SAL30246,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,4,18
SAL30247,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,39
SAL30248,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,68,14,9,0,0,0,0,0,0,4,90
SAL30249,309,122,90,116,102,41,3,38,1628,0,0,0,0,0,0,0,0,0,7,9,1757,517,490,176,118,154,136,82,23,108,3560
SAL30250,17,11,3,15,16,8,4,0,105,0,0,0,0,0,0,0,0,0,3,3,187,35,47,22,9,21,29,15,3,12,364
SAL30251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
SAL30252,71,25,66,53,66,17,15,8,457,0,0,0,0,0,0,0,0,0,0,6,236,127,105,20,70,62,61,26,20,27,762
SAL30253,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,4,26
SAL30254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30256,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,54,12,3,0,3,0,3,3,0,4,84
SAL30257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
SAL30258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
SAL30259,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,3,0,3,0,0,0,34
SAL30260,5,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,0,0,7,0,0,0,23
SAL30261,115,27,24,44,44,18,0,61,921,7,0,0,0,0,0,0,0,0,52,60,1870,617,367,52,56,83,68,27,10,168,3323
SAL30262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18
SAL30263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30264,95,22,21,41,17,11,0,10,387,0,0,0,0,0,0,0,0,0,3,3,488,210,194,41,45,53,50,27,18,29,1156
SAL30265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30267,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,202,42,25,3,5,3,9,0,0,10,303
SAL30268,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,113,13,8,0,0,0,0,0,0,4,132
SAL30269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
SAL30270,5,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,52,10,9,3,0,0,0,0,0,6,91
SAL30271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30272,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,87,6,3,9,0,0,3,0,0,3,109
SAL30273,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,57,5,0,0,0,0,0,0,0,6,66
SAL30274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23
SAL30275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SAL30276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,13
SAL30277,48,15,13,13,9,3,4,6,209,0,0,0,0,0,0,0,0,0,0,0,241,144,112,22,26,17,30,12,3,11,618
SAL30278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
SAL30279,5,0,0,3,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,89,43,6,10,3,3,5,0,9,5,170
SAL30280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30281,42,0,0,17,14,12,0,9,165,0,0,0,0,0,0,0,0,0,0,0,223,118,119,8,5,22,17,14,0,26,551
SAL30282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30283,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,17
SAL30284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,4,22
SAL30287,65,14,9,17,16,3,4,0,366,0,0,0,0,0,0,0,0,0,0,0,1066,347,191,23,15,37,33,14,0,39,1762
SAL30288,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,4,33
SAL30289,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43,0,8,0,0,0,0,0,0,0,49
SAL30290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL30291,6,3,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,83,16,7,11,0,3,0,0,0,0,119
SAL30292,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,92,11,3,0,0,0,5,0,0,0,116
SAL30293,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,75,18,11,3,3,0,0,0,0,0,115
SAL30294,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,10,0,4,0,0,4,0,0,0,36
SAL30295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL30296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,18
SAL30299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,22
SAL30300,73,9,7,6,14,8,0,0,259,0,0,0,0,0,0,0,0,0,0,0,204,167,122,9,19,10,37,8,0,10,578
SAL30301,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9
SAL30302,13,6,3,5,7,4,0,0,83,0,0,0,0,0,0,0,0,0,0,0,160,55,41,11,22,10,12,9,0,4,322
SAL30303,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,29
SAL30304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11
SAL30305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30306,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15
SAL30307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30308,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,0,4,3,0,0,0,0,0,0,50
SAL30309,31,4,8,7,14,3,4,10,225,5,0,0,0,0,0,0,0,0,5,12,1377,125,126,17,14,17,28,8,4,90,1806
SAL30310,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
SAL30311,6,3,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,51,19,15,6,5,0,0,0,0,9,109
SAL30312,19,4,4,3,0,3,0,5,226,0,0,0,0,0,0,0,0,0,3,7,704,246,129,22,20,13,20,14,3,17,1201
SAL30313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0
SAL30314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7
SAL30315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SAL30316,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,0,0,0,13
SAL30317,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,55,15,3,0,0,0,0,0,0,7,82
SAL30318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14
SAL30319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
SAL30321,5,0,0,14,28,14,9,6,108,0,0,0,0,0,0,0,0,0,0,0,206,13,9,0,5,18,38,18,9,17,327
SAL30322,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL30323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30324,244,69,50,44,75,21,4,25,1439,0,0,0,0,0,0,0,0,0,7,4,1226,520,367,87,71,60,91,29,4,40,2498
SAL30325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10
SAL30327,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,43
SAL30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30329,5,0,0,8,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,196,30,11,0,4,8,8,0,0,3,259
SAL30330,4,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,40,4,6,0,4,0,0,0,0,0,56
SAL30331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL30332,20,4,7,4,10,0,0,6,123,0,0,0,0,0,0,0,0,0,0,0,234,50,37,4,11,6,14,0,0,22,383
SAL30333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,19
SAL30334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30335,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,52,0,8,0,0,0,0,0,0,0,61
SAL30336,243,49,48,45,65,30,0,37,1174,0,0,0,0,0,0,0,0,0,5,11,1016,433,320,64,49,55,79,34,7,94,2151
SAL30337,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,3,37
SAL30338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30339,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,41,6,4,0,0,3,0,0,0,3,55
SAL30340,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,0,0,0,0,0,35
SAL30341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30342,90,15,42,60,171,51,81,33,821,0,0,0,0,0,4,3,0,0,3,12,938,170,159,31,57,79,201,63,88,71,1849
SAL30343,222,104,115,119,194,73,19,14,1195,0,0,0,0,0,0,0,0,0,0,0,500,300,337,127,144,165,239,106,34,21,1986
SAL30344,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9
SAL30345,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,95,18,16,3,6,5,0,0,0,9,149
SAL30346,35,0,5,3,7,0,9,0,126,0,0,0,0,0,0,0,0,0,0,0,334,144,93,5,4,11,4,0,15,10,621
SAL30347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,15
SAL30348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL30349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30350,3,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,5,0,0,0,20
SAL30351,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,16
SAL30352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7
SAL30353,453,122,128,99,139,42,15,23,2304,0,0,0,0,0,0,0,0,0,0,0,1846,1072,714,170,164,121,166,56,17,59,4379
SAL30354,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15
SAL30355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12
SAL30356,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,0,0,0,0,41
SAL30357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30359,0,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,38,13,4,0,0,0,3,5,0,0,60
SAL30360,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17
SAL30361,40,4,10,6,20,12,0,0,158,0,0,0,0,0,0,0,0,0,4,4,287,54,57,10,14,9,20,17,3,11,490
SAL30362,84,17,8,18,27,10,0,10,440,0,0,0,0,0,0,0,0,0,0,3,787,239,166,40,36,36,42,16,8,46,1412
SAL30363,160,39,31,25,20,7,4,12,832,0,0,0,0,0,0,0,0,0,0,0,1040,443,255,44,36,29,34,13,4,45,1945
SAL30364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30366,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,19
SAL30367,45,110,50,74,86,23,5,3,552,0,0,0,0,0,0,0,0,0,0,4,266,143,114,115,58,75,99,22,4,23,929
SAL30368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30369,420,97,57,63,91,46,18,21,2141,0,0,0,0,0,0,0,0,0,4,5,1663,795,595,133,84,88,120,59,20,44,3600
SAL30370,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,39
SAL30371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
SAL30372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30373,51,6,7,0,4,5,0,11,326,0,0,0,0,0,0,0,0,0,26,31,1015,354,206,25,44,25,18,12,11,58,1768
SAL30374,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,88,10,6,0,0,0,0,0,3,0,112
SAL30375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30376,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10
SAL30377,68,21,14,10,9,4,0,7,413,0,0,0,0,0,0,0,0,0,4,4,681,227,131,40,24,21,24,7,3,19,1180
SAL30378,10,5,5,7,6,0,4,3,38,0,0,0,0,0,0,0,0,0,0,0,49,13,12,8,5,7,3,0,10,4,102
SAL30379,686,285,434,609,985,511,113,78,4872,5,0,0,0,0,0,4,0,0,20,39,1579,856,911,347,518,715,1180,648,182,142,7075
SAL30380,165,78,66,101,120,51,18,24,1054,0,0,0,0,0,0,0,0,0,42,45,1169,287,309,116,94,148,156,87,37,94,2489
SAL30381,112,53,54,49,75,30,3,26,890,0,0,0,0,0,0,0,0,0,0,0,1360,327,235,82,83,76,118,42,16,59,2399
SAL30382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30383,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,32
SAL30384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7
SAL30385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9
SAL30386,42,5,10,15,14,7,5,18,318,3,0,0,0,0,0,0,0,0,3,3,651,181,145,12,27,24,16,14,6,35,1119
SAL30387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SAL30388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,26
SAL30389,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SAL30390,72,19,9,14,16,8,0,3,439,0,0,0,0,0,0,0,0,0,0,0,404,267,163,29,12,32,32,23,6,7,978
SAL30391,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,0,4,0,0,0,4,0,0,3,51
SAL30392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,10
SAL30393,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,3,5,0,0,27
SAL30394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30395,268,53,36,44,55,26,5,29,1240,0,0,0,0,0,0,0,0,0,0,0,915,411,387,63,48,85,77,25,13,75,2092
SAL30396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL30397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SAL30398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL30399,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9
SAL30400,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,27
SAL30401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30402,22,6,0,11,8,0,3,0,125,0,0,0,0,0,0,0,0,0,0,0,316,150,103,20,14,21,20,14,7,15,670
SAL30403,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,83,11,9,0,0,0,0,0,0,14,116
SAL30404,14,0,0,0,3,0,0,6,103,0,0,0,0,0,0,0,0,0,0,0,263,41,18,8,4,4,3,0,0,11,358
SAL30405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL30407,27,12,8,3,17,11,5,0,179,0,0,0,0,0,0,0,0,0,0,0,424,127,77,19,17,8,25,17,3,19,740
SAL30408,310,94,109,83,126,41,9,41,1519,5,0,0,0,0,0,0,0,0,8,11,3993,1244,936,228,194,190,264,96,39,167,7350
SAL30409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30411,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,23
SAL30412,94,36,45,42,55,31,15,9,652,0,0,0,0,0,0,0,0,0,0,0,884,383,278,67,88,87,97,63,44,42,2025
SAL30413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SAL30414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12
SAL30418,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11
SAL30419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL30420,0,5,0,3,13,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,24,6,0,5,0,5,22,6,3,0,72
SAL30421,18,4,15,12,23,25,8,10,165,0,0,0,0,0,0,0,0,0,0,0,196,30,25,9,20,16,33,28,8,17,379
SAL30422,20,16,24,23,52,13,3,9,247,0,0,0,0,0,0,0,0,0,0,0,422,41,52,21,30,28,62,15,7,24,712
SAL30423,95,18,34,41,74,35,0,7,377,0,0,0,0,0,0,0,0,0,0,6,209,57,121,22,30,38,77,33,4,17,616
SAL30424,55,19,33,31,64,39,11,7,350,0,0,0,0,0,0,0,0,0,0,4,227,50,79,24,34,38,73,45,11,13,597
SAL30425,113,21,32,53,56,22,3,15,684,0,0,0,0,0,0,0,0,0,0,0,775,240,198,48,48,75,83,34,9,39,1556
SAL30426,93,22,27,14,10,5,0,10,461,0,0,0,0,0,0,0,0,0,0,0,555,201,147,27,30,16,13,4,6,26,1025
SAL30427,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
SAL30428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
