SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL41107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,..,5,3
SAL41108,45,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,83,15,..,56,83
SAL41109,96,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,4,101,195,71,..,169,195
SAL41110,62,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,149,35,..,96,149
SAL41111,411,974,12,18,0,0,12,18,12,9,0,0,0,0,0,0,0,0,12,9,8,64,0,6,0,0,0,0,14,72,15,23,464,1101,54,..,519,1101
SAL41112,82,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,195,10,..,86,195
SAL41113,879,2097,307,616,88,223,396,841,167,253,0,0,0,0,0,0,0,0,167,253,0,0,0,0,0,0,0,0,0,0,3,7,1452,3196,76,..,1529,3196
SAL41114,1161,3096,435,828,148,335,587,1163,269,464,53,78,43,72,48,92,0,0,418,704,0,0,0,0,0,0,0,3,0,3,3,7,2173,4971,216,..,2385,4971
SAL41115,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
SAL41116,66,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,67,148,12,..,78,148
SAL41117,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,73,0,..,29,73
SAL41118,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,36,..,50,17
SAL41119,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,4,..,21,32
SAL41120,866,2268,362,592,15,31,376,621,50,93,0,0,0,0,0,0,0,0,50,93,0,0,0,0,0,0,0,0,0,0,4,8,1297,2983,89,..,1381,2983
SAL41121,68,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,156,24,..,89,156
SAL41122,35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,83,7,..,49,83
SAL41123,495,1222,230,352,53,96,279,454,386,659,13,17,15,27,0,0,0,8,414,707,0,0,0,0,0,0,4,0,0,0,5,13,1194,2393,93,..,1288,2393
SAL41124,403,1107,147,266,22,51,167,319,135,237,0,0,0,0,0,0,0,0,135,237,0,0,0,0,0,0,0,0,0,0,0,7,707,1670,54,..,762,1670
SAL41125,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,98,17,..,61,98
SAL41126,19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,66,7,..,26,66
SAL41127,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0,..,16,29
SAL41128,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,5,..,9,22
SAL41129,27,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,75,12,..,44,75
SAL41130,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,20,..,44,34
SAL41131,40,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,84,75,..,119,84
SAL41132,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,28,..,29,13
SAL41133,228,416,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,421,24,..,259,421
SAL41134,102,304,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,307,4,..,108,307
SAL41135,141,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,7,11,0,0,144,274,149,..,291,274
SAL41136,1015,2720,368,694,50,112,419,809,19,33,0,0,0,0,0,0,0,5,23,36,0,0,0,0,0,0,5,15,5,15,6,16,1464,3593,111,..,1577,3593
SAL41137,596,1361,53,79,0,0,53,79,10,21,0,0,0,0,0,0,0,0,10,21,9,11,0,0,4,19,3,10,13,31,3,7,684,1499,132,..,816,1499
SAL41138,114,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,4,7,0,0,0,0,14,35,3,10,141,307,69,..,207,307
SAL41139,172,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,470,18,..,193,470
SAL41140,68,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,168,18,..,90,168
SAL41141,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,13,..,27,37
SAL41142,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,4,..,32,48
SAL41143,751,1387,22,36,0,0,22,36,0,0,0,0,0,0,0,0,0,0,0,0,23,44,0,0,0,0,0,0,22,44,8,8,803,1475,187,..,986,1475
SAL41144,401,935,102,150,41,67,140,221,43,46,0,0,0,0,0,0,0,0,43,46,0,0,0,0,0,0,0,0,0,0,0,0,583,1199,44,..,624,1199
SAL41145,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,64,0,..,29,64
SAL41146,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,3,..,18,34
SAL41147,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,0,..,13,36
SAL41148,28,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,87,0,..,29,87
SAL41149,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,78,6,..,36,78
SAL41150,142,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,395,11,..,150,395
SAL41151,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,..,14,16
SAL41152,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,25,55,0,..,23,55
SAL41153,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,11,23,11,..,20,23
SAL41154,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,..,12,15
SAL41155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL41156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL41157,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,9,..,29,52
SAL41158,47,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,50,107,82,..,134,107
SAL41159,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,79,15,..,38,79
SAL41160,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,18,..,31,52
SAL41161,23,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,24,72,6,..,27,72
SAL41162,43,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,114,..,163,90
SAL41163,338,717,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,21,18,6,3,361,742,75,..,437,742
SAL41164,40,138,6,13,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,152,11,..,61,152
SAL41165,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,5,..,24,39
SAL41166,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,..,17,36
SAL41167,1231,3122,408,711,163,358,568,1069,327,642,153,296,114,226,11,20,0,3,611,1196,0,0,0,0,3,4,7,19,6,21,10,21,2434,5425,190,..,2619,5425
SAL41168,1119,2828,252,544,39,93,288,641,200,318,0,0,0,0,0,0,0,4,202,318,0,0,0,0,0,0,0,0,0,0,7,11,1616,3805,102,..,1719,3805
SAL41169,20,51,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,6,..,29,52
SAL41170,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,36,25,..,38,36
SAL41171,45,108,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,110,21,..,68,110
SAL41172,46,124,6,12,0,0,6,12,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,54,139,0,..,55,139
SAL41173,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,59,..,74,32
SAL41174,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,60,10,..,39,60
SAL41175,171,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,4,10,0,0,0,0,21,41,0,0,195,382,306,..,501,382
SAL41176,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,3,9
SAL41177,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,7,..,17,43
SAL41178,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,4,..,19,42
SAL41179,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,61,12,..,45,61
SAL41180,33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57,3,..,40,57
SAL41181,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65,9,..,31,65
SAL41182,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,6,..,27,57
SAL41183,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,..,8,8
SAL41184,68,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,70,198,9,..,79,198
SAL41185,2519,6690,366,735,3,13,374,741,49,75,0,0,0,0,0,0,4,8,47,81,0,0,0,0,0,0,0,3,0,3,4,10,2947,7523,155,..,3103,7523
SAL41186,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,..,6,16
SAL41187,188,406,160,243,233,459,399,704,5,8,59,96,0,0,0,0,0,0,65,106,0,0,0,0,3,4,16,34,22,43,10,14,683,1276,101,..,789,1276
SAL41188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL41189,2059,4727,429,976,16,35,450,1009,327,454,0,0,0,0,0,0,5,8,328,455,6,18,0,0,68,67,11,20,84,105,31,50,2947,6348,534,..,3486,6348
SAL41190,1304,3194,204,393,19,44,227,442,111,183,0,0,0,0,0,0,0,0,111,183,132,222,69,86,0,3,0,0,201,319,10,17,1852,4148,239,..,2087,4148
SAL41191,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,..,13,12
SAL41192,553,1111,44,69,4,6,47,71,8,11,0,0,0,0,0,0,0,0,8,11,5,8,11,14,0,0,0,0,12,27,6,12,619,1234,252,..,871,1234
SAL41193,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SAL41194,918,1964,29,37,8,6,29,43,44,61,0,0,0,0,0,0,0,0,44,61,13,25,0,0,0,0,0,9,15,32,7,13,1012,2124,596,..,1614,2124
SAL41195,32,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,112,5,..,39,112
SAL41196,186,353,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,26,6,11,0,0,0,0,28,38,4,17,212,411,93,..,313,411
SAL41197,0,0,4,6,0,0,4,6,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,9,7,23,..,27,7
SAL41198,292,621,0,5,8,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,18,25,10,19,0,0,0,0,25,51,0,0,324,682,348,..,673,682
SAL41199,43,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,75,110,..,159,75
SAL41200,31,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,4,17,10,16,44,89,31,..,76,89
SAL41201,4975,11763,620,1060,111,246,730,1302,370,482,7,11,0,0,0,0,12,32,386,536,35,75,40,92,15,17,11,19,103,204,27,51,6222,13857,755,..,6974,13857
SAL41202,362,783,8,6,3,5,11,11,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,4,0,0,375,806,224,..,600,806
SAL41203,112,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,115,232,50,..,168,232
SAL41204,48,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,85,86,..,140,85
SAL41205,102,186,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,11,10,0,0,113,203,102,..,213,203
SAL41206,1079,2637,72,97,45,109,118,213,163,198,0,0,0,0,0,0,6,11,165,214,0,0,0,0,0,0,0,3,0,3,4,6,1367,3071,110,..,1475,3071
SAL41207,1107,2782,0,0,21,35,21,35,77,159,0,0,0,0,0,0,0,0,78,159,0,0,0,0,0,0,0,0,0,0,0,3,1207,2977,96,..,1301,2977
SAL41208,28,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,75,0,..,31,75
SAL41209,30,53,22,32,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,9,0,3,60,85,11,..,72,85
SAL41210,1514,3457,204,290,4,0,207,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,1727,3759,184,..,1917,3759
SAL41211,1043,2272,160,222,0,0,160,222,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,3,12,15,1215,2522,192,..,1414,2522
SAL41212,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,11,0,0,0,0,13,23,0,0,36,77,37,..,69,77
SAL41213,196,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,3,5,205,395,303,..,502,395
SAL41214,263,493,8,11,0,0,8,11,18,25,0,0,0,0,0,0,0,0,19,23,8,12,21,25,0,0,0,4,29,39,0,0,317,568,411,..,729,568
SAL41215,275,607,14,24,0,0,14,24,3,8,0,0,0,0,0,0,0,0,3,8,12,14,12,20,0,0,0,0,24,29,0,0,320,669,66,..,379,669
SAL41216,726,1658,26,46,3,10,31,49,9,9,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,761,1722,293,..,1050,1722
SAL41217,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,3,8
SAL41218,89,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0,0,0,0,0,15,27,0,0,105,189,7,..,111,189
SAL41219,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,3,..,11,21
SAL41220,3862,10574,614,1187,379,842,989,2025,589,1150,69,120,192,315,0,0,8,10,854,1604,0,0,0,0,0,0,18,40,18,40,9,23,5735,14267,390,..,6131,14267
SAL41221,54,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,147,3,..,52,147
SAL41222,106,515,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,12,8,10,119,544,18,..,138,544
SAL41223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,3,0
SAL41224,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,4,..,19,38
SAL41225,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,4,0,5,21,37,141,..,160,37
SAL41226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL41227,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,31,..,53,49
SAL41228,67,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,167,7,..,74,167
SAL41229,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,7,..,19,29
SAL41230,20,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,70,7,..,30,70
SAL41231,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,3,0,0,22,49,13,..,37,49
SAL41232,523,1243,287,429,80,165,370,595,38,67,0,0,0,0,0,0,0,4,40,72,0,0,0,0,0,0,0,0,0,0,3,6,932,1921,77,..,1006,1921
SAL41233,519,1093,20,33,0,6,24,38,13,13,0,0,0,0,0,0,0,0,13,13,14,25,0,0,0,7,0,0,18,32,12,18,584,1199,145,..,731,1199
SAL41234,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,4,..,20,33
SAL41235,64,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,138,10,..,75,138
SAL41236,51,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,128,4,..,57,128
SAL41237,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,77,4,..,34,77
SAL41238,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,0,0,11,17,34,..,43,17
SAL41239,47,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,146,4,..,45,146
SAL41240,73,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,174,3,..,76,174
SAL41241,60,126,7,17,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,142,18,..,84,142
SAL41242,1992,5156,64,120,0,0,64,120,0,4,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2056,5284,84,..,2143,5284
SAL41243,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,93,19,..,59,93
SAL41244,45,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,132,4,..,46,132
SAL41245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,11,0,..,3,11
SAL41246,146,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,429,6,..,157,429
SAL41247,87,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,227,8,..,98,227
SAL41248,1650,3767,334,543,0,3,338,547,76,129,0,0,0,0,0,0,0,0,76,129,78,147,21,40,0,5,0,0,102,192,10,20,2175,4660,228,..,2396,4660
SAL41249,252,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,21,22,0,0,269,674,33,..,295,674
SAL41250,160,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,407,16,..,177,407
SAL41251,479,1249,29,87,0,13,31,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,514,1366,65,..,576,1366
SAL41252,398,993,239,420,77,147,315,572,46,91,0,0,0,0,0,0,0,7,49,96,0,0,0,0,0,0,0,0,0,0,0,0,763,1668,75,..,838,1668
SAL41253,1841,4486,165,250,9,21,173,271,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,8,2017,4766,86,..,2104,4766
SAL41254,757,1806,103,136,4,0,108,140,12,18,0,0,0,0,0,0,0,7,15,17,0,0,0,0,0,0,0,0,0,0,0,7,882,1966,45,..,931,1966
SAL41255,71,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,140,10,..,78,140
SAL41256,938,2357,210,374,119,266,327,641,167,292,68,82,0,0,0,0,0,3,233,373,0,0,0,0,0,0,0,6,0,6,24,25,1530,3398,126,..,1648,3398
SAL41257,1330,3379,92,185,14,30,112,218,369,544,0,0,0,0,0,0,0,5,370,545,0,0,0,0,0,0,0,0,0,0,6,3,1810,4149,105,..,1918,4149
SAL41258,334,765,122,192,83,163,204,350,20,39,0,0,0,0,0,0,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,3,557,1164,41,..,593,1164
SAL41259,1251,2921,317,629,10,20,330,653,103,136,0,0,0,0,0,0,0,0,106,136,0,0,0,0,0,0,0,0,0,0,0,8,1689,3722,200,..,1886,3722
SAL41260,748,1848,168,323,0,9,169,328,3,6,0,0,0,0,0,0,0,0,3,6,4,5,0,0,0,0,0,0,4,5,3,0,923,2184,71,..,995,2184
SAL41261,339,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,840,25,..,360,840
SAL41262,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,..,10,19
SAL41263,429,893,22,29,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,10,5,13,0,0,457,936,50,..,508,936
SAL41264,553,1183,16,29,8,12,22,44,4,15,0,0,0,0,0,0,0,0,4,15,10,11,0,3,0,0,0,0,8,14,20,46,610,1304,785,..,1396,1304
SAL41265,106,207,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,215,29,..,143,215
