SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL12847,4,5,5,5,6,0,0,21,0,6,0,0,3,0,0,14,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,16,19,15,5,22,4,0,74
SAL12848,0,5,5,3,4,0,0,21,0,0,3,3,6,3,0,19,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,10,27,11,5,21,5,0,84
SAL12849,3,3,0,6,0,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,9,4,4,7,3,0,45
SAL12850,0,3,0,5,0,0,0,8,0,3,0,3,9,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,6,5,8,11,5,0,44
SAL12851,8,13,4,5,3,4,0,57,0,3,6,5,10,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,41,54,26,24,31,14,0,191
SAL12852,5,11,11,0,3,0,0,28,0,0,0,4,3,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,10,30,15,15,15,14,0,105
SAL12853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12854,10,19,10,8,23,19,0,87,5,10,10,9,13,3,0,43,3,3,0,3,15,8,0,29,0,0,0,0,0,7,0,8,60,87,39,28,113,82,4,418
SAL12855,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8
SAL12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12857,0,0,0,0,5,3,0,8,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,6,9,7,0,32
SAL12858,0,3,0,0,3,0,0,10,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,9,4,5,7,5,0,49
SAL12859,0,5,0,5,3,5,0,6,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,8,14,4,10,5,15,0,53
SAL12860,0,6,0,6,5,0,0,25,4,4,5,0,4,4,0,20,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,27,18,5,9,6,0,80
SAL12861,3,8,4,3,9,9,0,39,4,0,0,4,0,7,0,13,0,4,0,0,3,6,0,11,0,0,0,0,0,0,0,0,26,42,19,16,39,64,0,210
SAL12862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,18
SAL12863,8,21,5,4,7,8,0,55,9,11,8,0,6,0,0,33,0,6,4,0,6,0,0,18,4,0,0,0,0,0,0,0,51,77,32,20,35,13,0,228
SAL12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12865,11,56,21,16,9,0,0,112,20,34,36,21,31,0,0,150,7,12,12,5,3,0,0,37,0,0,0,0,0,0,0,8,118,227,129,88,91,6,0,668
SAL12866,5,12,11,5,7,3,0,38,0,13,4,3,9,0,0,32,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,4,21,35,35,22,23,6,0,140
SAL12867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12868,0,0,3,4,0,0,0,15,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,10,9,24,5,3,0,51
SAL12869,9,23,14,7,5,0,0,61,5,7,9,8,16,0,0,54,7,3,4,0,11,0,0,29,0,0,0,0,0,0,0,3,58,85,52,38,62,18,0,317
SAL12870,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,4,8,3,12,3,0,51
SAL12871,73,169,103,54,44,19,0,466,35,100,64,52,46,13,0,315,13,33,19,12,28,12,0,111,5,5,0,0,11,0,0,18,642,976,460,271,362,112,0,2820
SAL12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12873,7,7,4,4,0,3,0,20,4,0,5,0,4,0,0,10,0,0,5,0,0,3,0,11,0,0,0,0,0,0,0,0,15,22,11,5,4,10,0,76
SAL12874,4,0,3,3,5,0,0,14,0,3,0,3,8,0,0,12,0,4,0,4,3,0,0,7,0,0,0,0,0,0,0,0,15,24,8,12,20,0,0,77
SAL12875,22,43,34,9,35,18,0,165,14,37,26,27,48,9,0,167,17,20,6,18,39,13,0,104,6,4,8,4,25,3,0,47,148,221,114,88,213,61,0,843
SAL12876,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,0,0,20
SAL12877,183,357,144,82,235,61,0,1062,104,253,143,94,257,77,0,931,74,127,83,65,188,92,3,628,44,32,13,16,125,141,0,373,1205,1705,794,523,1407,596,6,6235
SAL12878,4,22,4,0,4,0,0,42,3,3,5,6,0,0,0,19,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,53,84,39,23,38,14,0,239
SAL12879,241,428,202,125,327,91,0,1425,95,212,151,137,341,61,0,1009,44,102,54,37,224,55,0,513,15,21,12,8,93,30,0,183,1754,2416,1080,876,2667,948,8,9746
SAL12880,0,0,5,0,0,0,0,7,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,8,3,13,0,44
SAL12881,0,5,0,3,3,3,0,21,0,4,0,0,6,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,20,9,17,17,15,0,96
SAL12882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,0,19
SAL12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12884,0,13,5,0,11,3,0,38,0,6,0,0,4,7,0,22,0,4,0,4,0,4,0,15,0,0,0,0,0,0,0,0,43,54,23,20,25,25,0,190
SAL12885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
SAL12886,9,20,3,15,6,3,0,59,10,14,13,8,17,8,0,66,7,5,0,0,14,6,0,36,0,0,0,0,7,0,0,11,58,77,38,39,76,30,0,321
SAL12887,0,7,0,3,0,0,0,9,0,5,7,0,0,3,0,17,0,0,6,0,3,0,0,5,0,0,0,0,0,0,0,0,8,18,14,13,10,7,0,70
SAL12888,41,67,33,25,23,25,0,203,28,67,36,10,29,25,0,192,0,3,18,6,7,13,0,49,5,8,5,3,3,0,0,22,183,311,152,91,129,155,0,1015
SAL12889,0,0,7,0,4,0,0,13,0,3,13,3,11,0,0,34,3,0,3,3,7,0,0,16,3,0,0,0,3,0,0,7,10,16,22,11,29,0,0,86
SAL12890,6,9,3,4,6,0,0,22,0,0,5,7,4,4,0,15,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,5,8,19,10,20,14,11,0,75
SAL12891,6,7,4,0,4,5,0,20,0,0,5,3,0,0,0,13,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,12,18,15,5,0,4,0,61
SAL12892,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,10,0,0,0,38
SAL12893,0,10,3,3,0,0,0,17,6,3,4,0,3,5,0,13,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,10,26,18,12,8,7,0,78
SAL12894,3,22,7,11,0,4,0,43,6,24,11,6,4,10,0,64,0,8,8,4,6,8,0,34,0,0,4,0,4,0,0,5,25,75,39,35,24,26,0,214
SAL12895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12896,28,68,43,42,34,5,0,218,17,49,37,41,30,10,0,186,14,11,13,18,31,7,0,89,5,0,4,0,15,0,0,19,192,275,171,146,223,41,0,1047
SAL12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12898,161,324,149,100,240,117,3,1099,142,338,200,136,379,130,0,1326,107,156,122,121,315,84,0,899,35,38,25,24,220,30,0,369,897,1429,741,578,1676,607,3,5940
SAL12899,0,0,8,0,0,3,0,14,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,12,8,11,7,0,51
SAL12900,25,51,44,26,38,11,0,188,7,32,23,27,25,15,0,126,7,5,12,9,12,6,0,44,5,0,3,0,0,6,0,8,166,258,156,114,150,64,0,911
SAL12901,3,9,5,0,6,4,0,24,6,3,3,0,7,7,0,26,3,0,5,0,8,0,0,16,0,0,0,0,0,0,0,3,42,35,27,18,49,25,0,199
SAL12902,9,9,5,4,0,0,0,25,5,17,10,4,0,0,0,32,4,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,53,80,35,10,8,9,0,203
SAL12903,5,6,9,5,3,0,0,31,5,6,5,4,4,0,0,24,0,4,5,0,3,0,0,13,0,0,0,0,0,0,0,3,18,31,24,16,15,9,0,114
SAL12904,3,3,5,0,0,0,0,16,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,11,12,0,0,58
SAL12905,170,410,179,93,196,22,5,1065,91,215,180,110,209,15,0,816,48,73,49,47,128,7,0,351,20,10,6,9,46,0,0,86,1382,1961,994,649,1479,204,5,6669
SAL12906,82,119,58,44,92,14,0,405,39,78,52,36,95,11,0,311,26,27,16,21,52,7,0,146,11,3,4,0,22,0,0,44,550,693,324,285,700,117,0,2666
SAL12907,101,262,131,99,153,32,0,776,67,121,91,59,141,12,0,499,23,36,30,25,87,13,0,218,8,6,0,5,20,4,0,49,1134,1500,677,536,1338,194,9,5390
SAL12908,116,274,110,43,108,15,0,668,77,168,104,32,102,11,6,509,41,61,36,22,38,3,0,207,9,16,6,3,24,5,0,66,1041,1707,689,331,746,135,14,4668
SAL12909,79,153,69,54,82,27,0,467,69,173,140,98,143,44,0,661,28,57,48,31,87,25,0,273,17,15,11,7,48,11,0,98,421,663,388,267,547,170,0,2455
SAL12910,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,0,18
SAL12911,221,360,120,45,159,32,0,941,154,264,165,69,234,46,0,928,116,177,113,67,306,64,0,834,65,74,33,36,476,89,0,772,1554,2107,845,422,1859,400,11,7197
SAL12912,164,299,164,92,245,100,0,1064,92,179,130,90,213,67,0,765,57,94,62,58,161,45,0,469,15,12,9,6,102,24,0,178,1089,1629,769,533,1535,545,8,6109
SAL12913,0,3,0,0,0,6,0,12,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,5,3,11,7,0,50
SAL12914,0,0,5,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,10,0,18
SAL12915,79,183,86,56,159,41,0,603,59,105,85,46,179,39,0,520,32,50,46,43,156,29,0,353,20,15,10,11,102,13,0,165,538,809,439,306,1099,316,14,3524
SAL12916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SAL12917,4,4,3,4,6,0,0,26,0,5,0,3,4,0,0,11,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,9,27,6,19,21,3,0,85
SAL12918,41,98,49,13,28,5,0,234,18,96,40,35,52,5,0,250,20,43,19,25,28,7,0,150,4,8,7,4,12,0,0,37,228,404,193,131,226,52,0,1236
SAL12919,125,266,130,75,203,36,0,830,72,154,107,83,180,36,0,624,68,130,68,43,177,40,4,540,39,42,18,10,109,39,6,258,1096,1543,702,489,1457,269,7,5569
SAL12920,93,165,64,49,151,68,0,601,61,109,81,66,144,49,0,510,39,58,43,47,92,58,0,336,11,21,10,10,35,33,0,114,609,892,403,341,812,504,8,3568
SAL12921,100,162,99,73,227,35,4,689,56,110,70,62,203,29,3,533,51,40,29,22,144,28,0,312,21,17,15,6,62,10,0,128,770,894,488,394,1698,251,13,4519
SAL12922,14,17,22,8,7,4,0,68,0,8,10,6,4,0,0,28,4,4,4,0,4,0,0,29,0,0,0,0,3,0,0,8,80,85,54,33,53,14,0,322
SAL12923,9,20,0,4,7,0,0,48,5,7,8,5,4,5,0,38,6,6,0,4,3,4,0,13,0,3,0,0,0,0,0,4,57,53,28,28,23,25,0,213
SAL12924,0,3,7,0,0,4,0,10,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,15,9,7,14,4,0,64
SAL12925,0,4,3,3,4,7,0,19,0,4,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,13,5,13,21,0,103
SAL12926,10,19,4,4,19,3,0,65,0,16,13,9,36,7,0,83,5,11,3,6,23,7,0,49,0,3,0,0,4,0,0,10,49,97,38,38,126,24,0,370
SAL12927,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,4,0,0,15
SAL12928,0,3,0,4,4,0,0,9,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,15,10,12,14,0,0,57
SAL12929,15,19,16,11,12,8,0,89,12,13,12,6,7,4,0,53,8,9,7,9,15,5,0,46,0,0,0,0,0,0,0,4,84,89,55,40,61,29,0,357
SAL12930,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,4,3,0,0,21
SAL12931,7,13,16,9,10,5,0,54,12,17,13,14,15,10,0,79,3,9,3,4,10,4,0,35,0,0,0,0,5,0,0,8,76,102,56,46,87,11,0,381
SAL12932,187,348,165,86,182,37,4,1000,134,295,195,120,261,43,0,1042,81,139,93,69,164,33,0,567,13,27,14,10,72,12,0,148,1000,1535,744,490,1223,276,7,5273
SAL12933,3,16,9,7,10,3,0,50,9,13,5,3,9,3,0,46,0,4,0,3,3,0,0,16,4,0,0,0,5,0,0,0,42,66,40,28,47,10,0,233
SAL12934,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,3,8,0,0,33
SAL12935,16,38,21,12,12,3,0,109,14,20,25,10,20,0,0,93,0,10,9,10,4,7,0,43,4,0,0,0,3,0,0,9,112,143,111,63,89,36,0,562
SAL12936,6,9,9,6,4,0,0,39,0,11,0,5,15,9,0,41,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,8,36,45,24,20,53,31,0,209
SAL12937,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,16
SAL12938,3,15,4,5,8,5,0,44,0,12,5,5,5,9,0,34,4,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,19,39,19,21,27,22,0,151
SAL12939,4,7,6,0,3,3,0,20,0,6,0,0,5,0,0,10,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,6,12,8,9,8,10,0,61
SAL12940,0,0,0,0,6,3,0,13,3,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,4,13,9,0,40
SAL12941,11,19,16,12,9,3,0,66,5,12,14,5,10,0,0,55,0,3,4,6,4,0,0,16,0,0,0,0,0,0,0,3,45,75,57,30,56,10,0,276
SAL12942,6,9,9,5,0,3,0,28,4,6,0,0,0,3,0,16,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,21,39,15,10,16,9,0,113
SAL12943,237,371,134,52,157,41,6,996,154,280,128,60,182,35,5,845,76,130,86,38,134,47,5,507,23,39,10,9,80,56,0,214,2151,2921,945,464,1680,374,30,8556
SAL12944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12945,3,5,0,0,3,0,0,15,5,5,3,0,0,0,0,16,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,6,30,32,13,10,30,6,0,110
SAL12946,4,13,6,9,6,3,0,37,5,11,4,4,7,0,0,33,3,5,0,0,3,0,0,10,0,0,0,0,6,0,0,3,34,37,26,29,32,4,0,167
SAL12947,13,20,14,12,14,11,0,72,6,9,7,9,16,3,0,55,4,4,0,4,0,5,0,22,0,0,0,0,0,0,0,4,87,116,78,54,101,43,0,474
SAL12948,13,18,7,3,4,0,0,54,7,14,11,4,3,5,0,57,4,0,4,0,3,0,0,20,0,0,0,0,0,0,0,3,60,97,36,27,43,31,0,297
SAL12949,3,0,5,0,0,0,0,9,0,3,3,0,0,0,0,14,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,3,5,4,6,8,0,0,31
SAL12950,3,9,10,11,4,0,0,40,3,9,6,6,8,0,0,31,0,4,3,3,3,0,0,10,0,0,0,0,0,0,0,5,29,41,41,31,27,17,0,190
SAL12951,247,484,201,99,227,42,3,1304,155,297,181,113,247,29,0,1010,60,106,78,63,207,28,0,546,36,64,26,11,130,8,0,269,1936,2661,1185,603,1765,289,8,8461
SAL12952,57,145,52,29,36,106,0,425,31,83,63,33,46,117,0,377,19,32,31,19,30,154,0,276,4,3,3,4,22,78,0,109,444,716,332,198,310,684,0,2697
SAL12953,0,0,0,0,0,7,0,7,3,0,0,0,3,0,0,10,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,12,8,5,9,18,10,0,56
SAL12954,0,13,3,3,10,5,0,27,0,6,12,3,17,9,0,41,0,7,0,0,9,3,0,23,0,0,0,0,0,0,0,3,11,37,19,13,35,18,0,139
SAL12955,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,27
SAL12956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12957,0,12,8,3,3,6,0,38,3,9,9,11,5,3,0,35,5,0,3,5,6,5,0,22,0,0,4,0,0,4,0,3,27,52,28,22,32,29,0,189
SAL12958,138,214,75,25,83,38,3,581,68,160,77,28,94,22,0,445,30,60,24,15,63,12,0,214,11,9,4,6,23,0,0,54,965,1195,334,151,731,232,8,3629
SAL12959,29,51,18,3,29,19,0,155,24,40,17,12,32,9,0,135,14,11,15,5,13,13,0,73,0,3,0,0,3,4,0,17,237,264,102,33,173,117,4,929
SAL12960,46,71,19,12,45,13,0,203,34,58,29,8,36,5,0,170,20,41,20,3,41,9,0,134,10,7,3,0,50,4,0,72,335,436,133,53,400,117,11,1487
SAL12961,14,26,15,12,18,5,0,84,4,20,13,14,16,4,0,61,0,12,4,5,11,6,0,36,0,0,0,0,0,0,0,7,46,110,45,51,73,19,0,347
SAL12962,92,183,94,52,133,14,0,571,60,132,66,40,130,7,7,440,26,45,16,23,51,0,0,161,3,8,0,0,17,0,0,31,886,1335,568,400,1065,107,11,4365
SAL12963,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SAL12964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12965,292,635,280,151,166,54,3,1575,169,379,227,125,197,28,3,1120,86,168,95,78,133,23,0,592,20,33,17,9,71,7,0,161,1885,2634,1164,749,1317,262,8,8016
SAL12966,18,21,12,8,5,9,0,66,7,23,23,18,11,4,0,94,6,13,3,5,9,0,0,36,0,0,0,0,0,0,0,3,76,129,59,52,52,40,0,413
SAL12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,16
SAL12968,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,7,0,0,19
SAL12969,265,563,202,70,224,78,5,1405,123,268,139,45,172,46,7,792,40,64,40,22,100,20,0,289,17,16,3,5,42,9,0,91,3536,4732,1373,512,2111,660,52,12977
SAL12970,43,127,50,26,58,11,0,319,24,69,59,41,63,7,0,252,7,19,14,13,40,4,0,105,8,10,7,5,5,5,0,31,444,688,313,221,417,85,0,2180
SAL12971,7,7,9,0,5,6,0,29,5,14,3,3,8,0,0,26,0,3,0,4,0,4,0,9,0,0,0,0,0,0,0,0,25,36,18,13,13,10,0,116
SAL12972,3,6,0,3,0,6,0,19,0,0,3,0,4,0,0,6,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,15,5,0,0,7,20,0,57
SAL12973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12974,38,115,53,35,53,61,0,349,26,62,51,29,50,52,0,274,4,11,9,9,24,16,0,71,0,0,5,0,4,9,0,15,174,371,201,129,203,298,0,1382
SAL12975,11,23,13,7,4,3,0,51,7,18,3,14,17,4,0,66,0,4,6,4,8,4,0,22,0,0,0,0,0,0,0,4,49,70,38,36,58,19,0,268
SAL12976,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,15
SAL12977,6,11,9,7,25,3,3,57,4,10,3,8,16,3,0,50,4,0,3,0,3,0,0,6,0,0,0,0,3,0,0,6,149,311,153,123,396,95,0,1231
SAL12978,4,11,14,6,11,14,0,57,5,6,6,8,15,6,0,48,0,6,0,8,0,5,0,17,0,0,0,0,0,0,0,4,53,56,36,33,43,41,0,259
SAL12979,3,3,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,3,0,4,8,0,46
SAL12980,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,9,4,0,23
SAL12981,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,3,0,3,4,0,20
SAL12982,0,4,0,0,5,0,0,9,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,9,3,0,44
SAL12983,30,61,45,15,33,3,0,188,15,50,31,28,35,3,0,167,5,10,15,13,44,0,0,90,4,6,5,5,33,0,0,57,164,261,164,107,229,28,0,948
SAL12984,62,127,54,56,87,15,0,397,29,112,57,36,90,14,0,332,15,39,13,15,87,11,0,186,7,4,0,3,69,10,0,95,398,681,300,245,647,113,0,2392
SAL12985,21,51,38,24,31,3,0,160,13,30,16,15,26,4,0,104,12,14,9,10,13,0,0,47,3,3,0,0,7,0,0,20,134,199,122,96,145,16,0,702
SAL12986,94,251,141,71,80,16,7,655,43,135,111,53,105,16,3,463,45,90,57,34,101,3,0,333,22,31,10,11,107,4,0,183,848,1329,672,420,859,87,14,4231
SAL12987,145,265,82,63,183,71,0,806,78,130,88,58,173,53,0,575,40,70,32,33,149,39,0,361,19,25,12,5,44,15,0,119,961,1321,561,395,1282,526,3,5050
SAL12988,3,0,5,0,0,0,0,11,0,3,0,3,0,0,0,10,0,0,0,3,4,0,0,7,0,0,0,0,4,0,0,5,23,20,13,11,17,7,0,91
SAL12989,10,45,19,14,16,8,0,107,14,29,15,19,32,12,0,123,5,9,3,6,20,3,0,49,0,0,4,0,4,4,0,17,75,137,64,53,108,49,0,487
SAL12990,36,155,79,30,35,9,0,342,33,96,66,28,30,7,0,260,10,21,11,10,11,5,3,72,3,0,0,0,9,4,0,21,412,611,322,170,264,70,8,1845
SAL12991,62,166,62,42,37,7,0,375,31,94,46,26,41,8,0,250,13,34,14,27,47,3,0,136,9,7,9,3,7,4,0,43,602,973,428,258,397,47,4,2707
SAL12992,21,33,14,25,33,9,0,137,11,24,18,18,33,4,0,121,4,8,7,9,21,10,0,66,3,5,0,0,12,0,0,25,117,176,87,78,192,45,0,702
SAL12993,32,70,38,14,57,12,4,225,32,55,39,25,66,43,0,262,22,60,44,32,96,104,0,359,6,17,11,6,96,104,0,235,318,461,277,142,472,282,4,1959
SAL12994,170,308,116,51,101,34,0,782,101,177,82,33,110,22,4,528,40,50,30,27,83,22,0,249,11,22,6,11,44,7,4,97,1902,2268,804,486,1373,390,22,7247
SAL12995,11,14,6,5,6,7,0,42,3,8,6,8,7,4,0,36,3,0,0,0,7,3,0,18,0,0,0,0,0,0,0,4,37,54,22,21,38,29,4,217
SAL12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12997,21,32,30,9,13,5,0,109,13,33,27,17,15,3,0,115,10,8,5,7,12,7,0,50,0,0,0,0,3,0,0,8,195,243,134,67,115,32,0,794
SAL12998,97,206,102,43,55,7,0,515,39,110,51,49,46,14,0,295,23,40,37,19,50,4,0,164,4,13,0,4,25,7,0,52,810,1020,485,303,558,96,0,3279
SAL12999,7,8,6,3,5,0,0,36,5,6,10,9,14,0,0,45,0,5,0,5,5,0,0,17,0,0,0,0,6,0,0,3,28,39,17,28,36,9,0,159
