SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL32180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10
SAL32181,39,66,37,26,38,5,0,211,14,37,34,29,52,7,0,181,7,17,21,7,34,3,4,90,0,0,0,0,7,0,0,5,224,341,179,125,349,70,5,1287
SAL32182,20,52,34,22,9,4,0,137,22,59,51,24,18,4,0,180,4,24,25,25,13,8,0,100,5,0,0,5,10,0,0,21,95,221,141,96,75,35,0,664
SAL32183,7,11,12,4,3,16,0,51,9,3,7,4,14,0,0,40,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,23,40,24,19,29,39,0,183
SAL32184,4,0,0,5,6,4,0,11,0,0,0,0,8,0,0,20,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,12,13,11,15,27,25,0,97
SAL32185,0,0,3,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,10,15,27,0,0,65
SAL32186,63,139,46,28,94,16,0,396,25,67,36,32,107,21,0,281,14,25,20,17,81,16,0,182,0,9,0,6,63,12,0,100,495,766,279,209,760,188,4,2695
SAL32187,184,240,89,41,190,78,6,822,81,164,81,57,160,65,4,620,25,65,38,24,100,23,0,276,6,10,5,4,37,11,0,68,1126,1315,419,262,1205,440,11,4794
SAL32188,104,179,61,40,96,12,0,493,44,95,48,29,85,6,0,305,29,23,19,14,66,4,0,147,7,8,0,6,19,0,0,37,957,1278,465,285,870,165,22,4029
SAL32189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL32190,52,103,44,27,98,19,0,344,22,76,51,44,84,17,0,293,13,39,37,19,81,12,0,196,8,11,8,5,44,9,0,85,330,495,257,189,611,125,0,2011
SAL32191,3,7,3,0,4,6,0,25,7,4,4,0,7,0,0,23,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,4,29,38,21,14,45,13,0,159
SAL32192,0,0,0,4,7,3,0,12,0,0,4,0,0,12,0,14,0,0,0,0,0,5,0,4,0,0,0,0,0,4,0,4,13,13,4,6,10,32,0,78
SAL32193,90,160,62,33,54,13,0,407,38,92,44,19,66,7,0,259,23,30,43,7,56,17,0,178,5,9,5,6,109,49,0,183,793,1125,469,245,690,130,6,3456
SAL32194,3,21,8,4,7,5,0,49,5,16,11,9,18,0,0,54,0,4,8,0,7,0,0,17,0,0,0,0,3,0,0,5,50,83,55,31,37,9,0,265
SAL32195,0,0,5,0,6,0,0,7,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,11,7,0,3,0,0,33
SAL32196,4,7,5,6,0,5,0,24,6,3,0,0,4,3,0,17,0,3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,25,28,10,11,15,108,0,195
SAL32197,288,420,153,69,282,51,3,1271,141,234,121,58,274,41,3,874,54,91,34,39,165,30,0,413,28,23,16,8,129,6,0,201,2824,3638,1047,582,2694,539,23,11345
SAL32198,0,6,3,0,4,4,0,20,7,4,0,0,5,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,20,8,8,16,19,0,81
SAL32199,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9
SAL32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32201,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,4,0,0,25
SAL32202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8
SAL32203,8,7,15,13,6,10,0,56,6,6,3,3,5,12,0,37,0,0,0,0,5,7,0,7,0,0,0,0,0,0,0,0,46,66,47,30,38,50,0,281
SAL32204,11,12,3,0,5,19,0,51,0,10,4,4,3,12,0,37,0,3,0,0,0,5,0,9,0,0,0,0,0,0,0,0,52,57,15,11,45,106,0,289
SAL32205,8,18,15,10,5,4,0,58,6,7,8,3,4,3,0,34,4,5,0,0,0,0,0,16,0,3,0,0,5,0,0,5,29,55,45,17,36,9,3,194
SAL32206,11,25,11,11,3,12,0,75,9,7,9,5,10,4,0,44,7,5,8,6,0,0,0,26,0,0,0,0,0,0,0,5,97,91,46,44,52,45,0,376
SAL32207,0,0,0,0,3,0,0,5,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,5,9,7,0,9,11,3,0,35
SAL32208,11,23,14,6,8,0,0,57,9,9,8,3,7,0,0,34,3,3,0,3,9,4,0,18,0,0,0,0,6,0,0,4,57,93,51,35,74,5,0,309
SAL32209,96,170,86,47,154,25,0,581,49,106,67,69,165,22,0,484,33,56,43,41,121,20,0,313,10,16,9,13,63,6,0,123,627,922,430,332,1209,254,14,3790
SAL32210,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL32211,34,66,36,39,47,8,0,225,22,42,32,35,54,11,0,201,11,17,9,17,17,3,0,74,7,0,0,0,10,0,0,10,245,381,191,162,261,59,0,1302
SAL32212,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,8,0,5,8,9,0,0,37
SAL32213,11,14,12,7,21,6,0,75,12,27,9,17,35,4,0,102,4,11,4,7,23,8,0,59,3,0,0,0,4,0,0,20,49,82,32,49,122,15,5,359
SAL32214,6,12,0,3,5,0,0,28,4,0,6,0,3,0,0,14,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,4,26,26,9,13,15,11,0,93
SAL32215,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,6,4,5,0,21
SAL32216,6,21,8,8,4,0,0,42,0,9,6,11,5,0,0,29,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,3,28,62,32,22,21,3,0,169
SAL32217,4,8,9,4,0,0,0,22,0,10,4,7,0,0,0,19,0,0,0,4,4,3,0,18,0,0,0,0,4,0,0,8,27,36,23,16,16,5,0,122
SAL32218,34,73,35,33,17,9,0,205,11,27,21,37,22,6,0,125,8,6,12,8,12,6,0,53,0,7,0,4,4,0,0,10,167,276,146,136,97,49,0,875
SAL32219,0,6,0,3,5,0,0,11,0,3,0,0,0,6,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,15,12,12,11,6,0,66
SAL32220,0,0,0,4,8,0,0,14,0,0,3,4,7,4,0,17,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,10,12,12,10,20,7,0,61
SAL32221,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,4,6,12,39
SAL32222,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4,5,0,0,27
SAL32223,0,3,0,0,0,0,0,10,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,4,3,0,0,27
SAL32224,56,84,31,20,60,6,0,258,34,37,33,25,55,6,0,190,14,21,12,11,38,5,0,101,0,4,3,3,10,3,0,29,304,428,175,139,442,95,0,1588
SAL32225,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,4,16,0,3,9,0,0,36
SAL32226,36,70,30,22,53,9,0,216,12,29,20,12,47,3,0,129,9,13,6,17,24,0,0,73,3,6,0,0,9,5,0,22,390,483,153,124,461,108,3,1726
SAL32227,66,134,61,26,76,9,0,372,32,67,51,47,55,13,0,276,15,33,19,24,44,7,0,134,3,4,6,4,14,3,0,38,600,809,337,257,650,118,7,2782
SAL32228,13,13,7,6,8,5,0,49,18,22,3,5,20,13,0,79,5,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,39,47,12,13,44,29,0,183
SAL32229,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,14,0,36
SAL32230,3,0,6,0,3,5,0,20,4,3,0,4,0,0,0,8,4,9,0,6,5,3,0,19,0,0,0,0,0,0,0,0,26,38,17,18,18,23,0,137
SAL32231,3,16,4,3,5,5,0,37,3,12,4,3,5,0,0,24,3,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,34,54,25,11,22,12,0,157
SAL32232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL32233,0,0,0,4,0,0,0,9,0,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,13,10,8,7,0,64
SAL32234,235,446,232,122,295,48,0,1377,111,249,157,132,316,32,3,1005,70,88,87,61,186,23,0,508,23,26,11,5,65,3,0,137,2548,3377,1498,1064,2682,532,14,11714
SAL32235,73,131,57,32,67,10,0,365,38,50,45,22,61,10,0,228,12,18,9,7,23,0,0,68,6,0,0,0,6,0,0,15,786,1024,414,297,616,148,3,3288
SAL32236,154,328,169,71,140,10,0,872,75,230,166,113,168,20,3,776,64,129,102,85,157,29,0,557,19,34,22,13,105,63,0,252,1109,1611,820,470,1100,185,8,5306
SAL32237,0,14,3,7,8,7,0,38,6,7,0,6,6,0,0,38,4,0,0,0,9,0,0,13,4,0,0,0,0,0,0,5,49,54,27,28,35,16,0,198
SAL32238,0,4,3,0,0,0,0,9,0,0,0,5,0,0,0,4,0,5,0,5,0,0,0,6,0,0,0,0,0,0,0,0,4,10,10,10,15,7,0,46
SAL32239,6,18,3,10,0,3,0,38,0,15,6,4,4,5,0,32,0,0,6,0,4,0,0,15,0,0,0,0,0,0,0,0,24,75,18,29,37,24,0,205
SAL32240,8,6,3,5,3,0,0,23,3,3,3,6,8,3,0,26,0,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,33,35,10,24,16,38,0,152
SAL32241,240,486,207,136,326,42,0,1440,131,241,194,82,296,29,5,979,63,93,67,68,179,21,0,497,16,13,9,8,50,3,0,96,2037,2814,1214,832,2292,393,6,9594
SAL32242,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,12,16,0,39
SAL32243,128,269,145,74,170,28,3,810,74,150,106,67,141,15,4,563,49,88,66,53,131,23,7,413,18,28,19,7,125,24,0,223,1562,2355,997,577,1496,293,17,7305
SAL32244,0,5,6,0,0,0,0,8,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,6,3,0,28
SAL32245,21,33,18,20,45,13,0,149,8,25,40,41,34,22,0,166,7,10,18,6,22,6,0,72,0,0,7,0,4,0,0,14,88,145,108,94,149,84,0,660
SAL32246,18,59,28,20,21,0,0,156,19,33,28,31,34,4,0,146,13,11,14,13,19,5,0,80,0,0,3,0,7,0,0,12,169,251,133,98,157,34,0,845
SAL32247,60,101,37,28,78,15,0,314,41,107,69,34,117,8,0,377,22,46,33,24,90,9,0,224,6,3,4,4,65,5,0,83,399,583,281,170,635,123,0,2194
SAL32248,273,489,242,138,368,32,7,1553,133,230,161,94,271,31,5,936,54,83,56,49,171,21,0,432,5,6,3,3,43,0,0,71,2744,3559,1538,1034,3183,481,28,12564
SAL32249,0,4,4,3,0,4,0,20,0,3,7,3,0,0,0,14,0,6,0,0,5,6,0,12,0,0,0,0,0,0,0,4,14,21,21,15,11,22,0,107
SAL32250,169,405,154,62,90,15,0,904,87,189,122,55,100,22,0,577,38,65,39,23,60,21,0,247,6,16,9,0,36,17,0,88,1983,2625,898,467,1115,279,15,7387
SAL32251,9,15,11,6,3,7,0,49,5,12,5,0,4,3,0,31,8,0,0,0,10,3,0,25,0,0,0,0,6,0,0,7,59,71,38,30,68,50,0,307
SAL32252,19,15,4,0,27,9,0,76,11,12,7,3,29,4,0,63,3,3,0,0,10,0,0,21,0,0,0,0,0,0,0,0,71,66,39,16,133,51,0,371
SAL32253,5,10,0,7,7,26,0,54,4,7,3,9,11,4,0,32,0,0,0,3,3,0,0,10,0,0,0,5,0,0,0,6,20,32,17,23,25,214,0,333
SAL32254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,5,3,4,0,22
SAL32255,25,72,27,20,63,0,3,209,21,24,20,13,44,0,4,124,8,9,7,3,8,0,0,34,0,0,0,0,0,0,0,0,494,767,354,284,886,74,11,2862
SAL32256,21,64,18,15,10,5,0,131,14,26,16,10,16,4,0,85,4,0,4,7,10,0,0,35,3,0,3,0,3,0,0,18,128,216,101,67,89,25,4,624
SAL32257,400,726,251,147,412,109,4,2048,267,481,289,159,501,121,7,1831,109,197,129,94,311,73,9,928,40,62,35,21,158,25,0,338,3214,4030,1604,989,3155,870,24,13888
SAL32258,97,224,89,30,125,44,0,602,113,186,99,63,154,65,0,690,28,54,42,22,98,24,0,272,10,10,5,0,12,4,4,39,470,809,346,180,610,212,14,2655
SAL32259,0,4,0,3,4,0,0,13,0,0,9,3,0,4,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,19,12,13,4,12,0,75
SAL32260,57,41,13,13,68,16,4,218,33,7,10,0,42,3,0,96,5,3,0,0,4,3,0,26,0,0,0,0,0,0,0,0,468,227,103,40,535,132,10,1520
SAL32261,3,3,0,0,3,3,0,17,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,8,3,0,3,10,16,3,54
SAL32262,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,7
SAL32263,3,0,3,9,4,0,0,18,0,6,0,3,6,0,0,20,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,11,17,16,11,20,0,0,70
SAL32264,63,96,60,44,47,4,9,321,22,42,42,28,44,7,0,180,13,19,11,8,21,3,0,73,0,0,5,0,4,3,0,14,846,1192,494,363,813,136,13,3847
SAL32265,122,322,152,66,140,25,0,822,75,193,118,112,141,25,3,670,41,81,68,52,114,26,0,380,19,23,6,6,97,18,0,175,996,1565,711,509,1004,253,6,5054
SAL32266,9,18,10,14,4,0,0,49,8,7,0,8,3,0,4,29,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,4,36,59,27,26,40,10,4,201
SAL32267,3,9,0,3,0,0,0,23,7,9,5,3,5,0,0,24,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,18,20,10,10,22,7,0,82
SAL32268,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,15,10,6,9,6,0,60
SAL32269,237,442,151,89,200,95,3,1225,152,331,211,134,271,108,9,1219,79,149,101,63,245,55,0,698,26,19,13,14,82,20,0,175,1175,1717,789,506,1405,520,17,6126
SAL32270,91,153,79,54,139,30,0,553,66,114,95,70,158,29,0,531,41,60,36,34,142,18,0,339,16,16,3,10,90,17,0,156,764,1024,471,362,1212,304,7,4136
SAL32271,74,142,67,48,145,30,7,513,65,139,113,81,208,48,9,658,40,89,87,44,199,46,0,496,18,11,11,9,72,10,0,132,1129,1497,650,537,2118,609,15,6563
SAL32272,43,96,55,43,48,11,0,290,19,37,39,32,53,9,0,185,8,27,10,9,30,8,0,93,0,0,0,0,9,0,0,12,272,377,191,150,330,75,3,1395
SAL32273,50,96,42,27,51,12,0,285,9,54,35,16,55,11,0,185,4,10,6,8,25,8,0,68,4,4,4,0,6,5,0,20,454,711,287,166,459,125,3,2205
SAL32274,209,455,227,131,281,16,15,1335,107,213,148,97,233,8,8,818,30,61,44,28,175,9,0,349,13,16,3,0,151,16,0,198,1847,2408,1074,713,2444,219,35,8744
SAL32275,12,8,9,0,14,0,0,34,0,9,0,0,3,0,0,17,0,0,0,0,6,0,0,9,8,0,0,0,4,0,0,11,39,47,14,20,41,0,0,167
SAL32276,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,8,7,5,0,0,35
SAL32277,28,42,19,13,36,39,0,176,18,21,10,5,31,25,0,108,5,12,6,8,11,16,0,51,0,0,0,0,3,0,0,5,276,312,113,92,322,231,0,1358
SAL32278,189,424,171,120,243,32,4,1178,103,214,146,117,160,16,3,758,37,80,45,26,135,17,0,341,15,16,9,8,65,9,0,123,1572,1969,820,575,1978,419,43,7376
SAL32279,65,99,35,19,129,49,0,399,32,46,26,20,107,27,0,261,15,16,7,10,36,15,0,95,3,3,0,0,6,0,0,16,645,673,197,149,1169,439,87,3356
SAL32280,129,260,110,60,115,16,0,691,99,193,148,82,155,25,0,711,61,120,102,47,174,34,9,539,19,28,13,13,72,14,0,155,804,1126,571,358,920,146,7,3939
SAL32281,0,3,3,0,0,0,0,5,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,15,5,5,13,0,0,50
SAL32282,0,4,0,3,0,0,0,9,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,7,0,6,13,8,0,42
SAL32283,5,3,3,7,7,0,0,24,0,6,4,11,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,17,30,22,4,0,114
SAL32284,5,8,0,3,5,0,0,23,4,3,6,4,8,4,0,30,0,4,4,4,0,5,0,20,0,0,0,0,0,0,0,0,12,33,24,14,37,16,0,151
SAL32285,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,0,7,0,0,28
SAL32286,34,101,45,36,30,5,0,244,18,41,36,36,43,5,0,176,5,14,20,19,15,0,0,76,3,3,0,0,10,0,0,18,220,362,189,160,204,45,0,1183
SAL32287,4,4,3,3,0,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,8,8,4,0,59
SAL32288,16,35,15,21,24,6,0,120,11,24,19,25,17,14,0,107,7,4,9,8,24,0,0,52,0,0,0,0,4,0,0,7,147,223,104,89,166,44,0,776
SAL32289,3,10,3,0,0,0,0,19,0,0,0,0,4,0,0,8,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,26,9,15,7,9,0,77
SAL32290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32291,15,45,25,12,15,11,0,128,13,36,21,20,26,15,0,133,3,10,13,10,10,4,0,50,0,0,0,0,4,0,0,15,86,201,122,85,93,55,0,640
SAL32292,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,13
SAL32293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,10,0,28
SAL32294,208,460,219,107,180,32,0,1213,128,432,330,222,267,37,5,1425,95,188,170,107,221,25,0,810,13,31,16,12,101,6,0,182,1097,1854,1075,677,1289,200,5,6197
SAL32295,4,13,9,8,4,11,0,44,11,3,6,11,16,8,0,54,4,7,0,0,11,3,0,23,0,0,5,0,0,0,0,9,45,45,34,29,51,43,0,247
SAL32296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32297,3,5,5,0,3,0,0,14,0,3,0,3,3,0,0,11,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,11,11,10,14,18,5,0,74
SAL32298,132,291,137,50,106,32,0,746,72,176,102,56,112,13,0,531,28,67,53,37,53,11,0,245,11,14,8,7,21,4,0,70,809,1346,621,367,677,170,13,4006
SAL32299,160,298,151,77,120,38,0,836,94,275,200,122,208,21,5,920,56,137,82,63,160,17,0,521,14,23,14,9,120,9,0,183,1365,2129,1087,666,1555,283,11,7095
SAL32300,0,7,5,0,0,0,0,12,0,4,0,0,0,0,0,8,0,6,0,4,5,0,0,8,0,0,0,0,0,0,0,0,18,28,5,9,5,3,0,64
SAL32301,12,13,8,6,7,0,0,47,3,11,6,6,0,3,0,33,6,4,4,0,5,0,0,15,0,0,3,0,0,0,0,7,33,61,38,28,27,3,0,197
SAL32302,3,6,3,0,6,0,0,7,3,0,7,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,16,0,0,34
SAL32303,156,382,180,110,223,25,0,1078,86,204,142,114,176,16,0,738,40,78,44,42,90,7,0,307,11,5,0,4,36,5,0,62,1558,2147,944,661,1396,208,6,6917
SAL32304,18,34,12,7,10,6,0,83,9,23,7,0,13,4,0,61,3,14,6,0,10,0,0,19,0,0,0,0,3,0,0,3,293,369,70,40,202,70,7,1045
SAL32305,0,5,0,3,0,0,0,5,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,3,0,0,9,0,33
SAL32306,0,0,0,0,0,0,0,5,6,3,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,5,0,0,28
SAL32307,105,164,91,78,167,42,0,646,91,204,121,94,237,53,0,796,43,85,66,46,200,50,0,489,21,10,7,10,54,14,0,122,634,909,437,371,1063,325,12,3750
SAL32308,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,6,0,3,5,0,20
SAL32309,14,33,16,6,23,20,0,112,12,30,21,12,27,11,0,120,5,8,6,0,6,0,0,27,4,0,0,0,3,5,0,6,58,102,65,30,77,70,10,416
SAL32310,32,45,35,31,33,9,0,174,19,30,31,32,49,0,0,158,7,11,16,15,14,0,0,59,4,3,0,0,3,0,0,4,181,236,142,131,175,23,0,892
SAL32311,0,4,6,4,0,0,0,17,0,0,0,3,5,3,0,7,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,6,16,11,14,15,11,0,66
SAL32312,0,4,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,3,4,0,26
SAL32313,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,3,0,22
SAL32314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8
SAL32315,3,5,0,0,0,0,0,10,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,8,3,10,0,40
SAL32316,4,9,0,0,3,5,0,12,0,6,5,0,0,0,0,12,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,22,8,3,11,0,0,60
SAL32317,54,78,39,15,102,28,5,325,24,57,25,29,94,31,0,265,23,15,13,7,73,30,0,161,8,13,7,4,48,18,0,91,415,552,210,130,658,232,5,2202
SAL32318,234,392,194,114,358,66,5,1358,156,291,203,127,354,46,17,1189,67,108,62,48,201,26,7,523,8,0,0,3,92,7,0,112,3476,4819,1948,1583,4564,1303,54,17743
SAL32319,0,6,3,0,5,0,0,10,3,0,0,0,7,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,19,6,4,12,3,0,59
SAL32320,5,13,3,3,13,0,0,31,0,12,3,10,10,0,0,40,0,3,3,0,0,4,0,10,0,0,0,0,3,0,0,3,27,53,24,19,37,11,0,168
SAL32321,10,30,24,7,10,10,0,88,9,8,15,10,10,9,0,51,6,3,0,10,9,5,0,26,0,0,0,0,3,0,0,6,55,110,64,48,51,32,0,360
SAL32322,3,9,3,0,3,0,0,18,3,0,0,0,0,0,0,10,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,10,24,14,7,21,0,0,79
SAL32323,13,10,9,6,6,0,0,44,6,6,12,0,8,0,0,30,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,35,64,26,24,33,7,0,186
SAL32324,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SAL32325,35,83,46,28,34,4,0,230,23,32,32,20,15,3,0,128,10,10,9,10,14,3,0,58,0,6,0,0,3,0,0,12,312,453,227,118,194,29,0,1335
SAL32326,5,5,5,3,0,0,0,20,4,4,0,0,5,4,0,17,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,11,14,22,9,15,6,0,70
SAL32327,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,3,5,8,0,35
SAL32328,10,23,12,8,15,0,0,67,11,22,8,10,21,10,0,80,6,17,16,16,43,39,0,126,11,12,6,0,93,91,0,215,85,146,61,56,199,141,0,689
SAL32329,11,18,3,0,5,0,0,36,6,7,5,3,3,5,0,35,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,3,53,55,14,14,29,8,0,170
SAL32330,15,12,7,6,12,4,0,58,6,11,0,0,12,6,0,37,0,0,0,0,7,0,0,14,0,0,0,0,4,0,0,4,55,52,29,9,63,114,0,326
SAL32331,7,13,3,3,0,4,0,30,4,0,9,10,7,6,0,33,3,3,3,5,4,0,0,18,0,0,0,0,5,0,0,8,46,26,33,23,25,13,0,172
SAL32332,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,10,5,10,9,0,62
